,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,lr,RMSE,sMAPE,MAPE,type
14,15,12,17,3,5,0.13482705598816713,7,64,0.00210199020174124,0.027051901444792747,3.116978332400322,3.1248118728399277,30
15,24,5,24,2,3,0.21076967290925114,8,256,0.003513830732614586,0.026104426011443138,3.0622925609350204,3.0955038964748383,30
16,28,6,24,2,3,0.22874824269256366,8,256,0.003570424702055348,0.026052145287394524,3.0198834836483,3.043190762400627,30
17,31,6,25,2,3,0.23217678121991306,8,256,0.004128982980258715,0.028118422254920006,3.6101840436458588,3.687511384487152,30
18,26,14,26,2,3,0.2689358087158746,8,256,0.004004034179199852,0.026442667469382286,3.0578788369894028,3.091234713792801,30
19,27,6,24,2,3,0.19568849269809355,7,256,0.004329956188106892,0.027054736390709877,3.176848590373993,3.2201148569583893,30
20,23,1,17,2,3,0.23117177190137841,8,128,0.0033329794891174334,0.02682454138994217,3.1533997505903244,3.203592449426651,30
21,27,13,27,2,3,0.2835460482466917,8,256,0.003831558417452372,0.025860927999019623,2.991928905248642,3.003568947315216,30
22,28,9,28,2,3,0.2974261100563917,8,256,0.0035957310620002027,0.027411820366978645,3.2793819904327393,3.264341875910759,30
23,23,14,23,2,2,0.27051386592103854,9,256,0.0044163636465578745,0.026264669373631477,3.090893104672432,3.1120508909225464,30
24,29,5,27,2,4,0.24936750733522575,7,256,0.0031682822946260923,0.027797924354672432,3.314025327563286,3.296833485364914,30
25,24,21,32,2,3,0.19295486159848033,8,256,0.002554755029459876,0.0264386385679245,3.02385613322258,3.0322635546326637,30
26,21,11,19,2,5,0.16796581830224422,8,256,0.003652556198344513,0.025968335568904877,3.0060602352023125,3.023977018892765,30
27,21,12,18,2,6,0.16059771657598446,9,256,0.004075925104378233,0.026455452665686607,3.0769921839237213,3.106526844203472,30
28,29,11,16,2,5,0.2773153805231055,7,32,0.003730129430630324,0.02880830690264702,3.5229861736297607,3.4943241626024246,30
29,18,8,11,1,7,0.23608769029104093,9,128,0.00498640474438292,0.026708494871854782,3.1393539160490036,3.1495001167058945,30
30,21,15,19,2,5,0.17837404423432474,7,128,0.0029412215612910674,0.026695720851421356,3.0739378184080124,3.090292774140835,30
31,25,4,23,2,4,0.21243408597474428,8,256,0.003510631274186286,0.029509572312235832,3.6613576114177704,3.6136388778686523,30
32,28,8,26,2,2,0.20977980104385938,8,256,0.003178317128294858,0.026299510151147842,3.0200807377696037,3.031991235911846,30
33,22,3,29,2,3,0.25233891339353914,8,256,0.004332211456780925,0.02665111795067787,3.064173460006714,3.0734917148947716,30
34,25,10,23,2,4,0.16943078699928063,10,256,0.0034692140599906583,0.026463335379958153,3.1324155628681183,3.1725935637950897,30
35,30,7,20,1,7,0.22541967907659427,8,256,0.003912829156898403,0.026607826352119446,3.0861543491482735,3.1030219048261642,30
36,1,13,25,3,2,0.11869923838035541,8,256,0.0036506147953223925,0.02798788994550705,3.34618017077446,3.322909027338028,30
37,20,10,29,2,5,0.2825385165974865,9,256,0.004661178786480647,0.026716306805610657,3.152584284543991,3.15203033387661,30
38,25,3,27,1,3,0.20806980824575744,7,32,0.0030198874799961983,0.027836717665195465,3.4301578998565674,3.420286998152733,30
39,27,20,22,2,2,0.06347670557255432,8,256,0.004214540320637677,0.026798676699399948,3.1688258051872253,3.165014088153839,30
40,18,8,14,2,4,0.14859239809537383,10,128,0.003848472318702431,0.02748761512339115,3.1769398599863052,3.1956952065229416,30
41,23,16,23,2,2,0.2628135477317445,9,256,0.0044527809695618075,0.026345068588852882,3.1127136200666428,3.1355883926153183,30
42,21,14,20,2,2,0.28220889196381993,8,256,0.004667589209589047,0.026394128799438477,3.0373353511095047,3.039666824042797,30
43,24,11,22,2,2,0.24265914579258513,9,256,0.0033713761684871007,0.02675151824951172,3.0789803713560104,3.083358332514763,30
44,27,19,24,3,3,0.26453740055718267,9,256,0.003740634818468237,0.02630261704325676,3.0626442283391953,3.0863113701343536,30
45,19,16,30,2,2,0.18953065878992073,8,32,0.0027360918939170692,0.034189362078905106,3.32784540951252,3.3653728663921356,30
46,13,5,27,1,4,0.22687829190857742,10,64,0.004482759066434527,0.027584046125411987,3.297366574406624,3.316383808851242,30
47,16,13,24,2,3,0.20301120949431609,9,256,0.003957589146675636,0.02652118168771267,3.2083362340927124,3.256431967020035,30
48,26,18,21,2,2,0.2597593076833907,7,256,0.004172133032334567,0.026449214667081833,3.055962920188904,3.085157088935375,30
49,22,10,19,3,3,0.17767409761111147,8,256,0.003119037040018043,0.026314042508602142,3.086276166141033,3.123035654425621,30
