in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE,sMAPE2,MAPE
20,20,128,4,2,3,512,179,0.1830981521941227,1.5950481093239385e-05,True,18.71560895526713,18.73883113345694,19.160092835871986
13,25,64,8,4,3,256,245,0.2994474191152911,3.172965817872544e-05,False,18.74995533795829,19.386879851110994,20.20541808074407
8,27,128,2,3,7,512,224,0.2794523714323302,3.745316573020406e-05,False,18.763942890221543,18.761120867261997,19.038551712941562
10,25,128,2,2,8,1024,91,0.2742388138039219,4.37393382783452e-05,False,18.803513883051963,18.808574240859873,19.954569996135437
10,19,64,8,4,3,256,295,0.262554491604273,2.64879120778557e-05,False,18.841079821109997,20.47102708278474,22.165045594141585
8,25,128,2,2,8,1024,150,0.2808637287387889,3.322494878784286e-05,False,18.8564409077866,18.87543049719977,20.274790532297875
15,20,128,8,5,3,1024,174,0.2067049640724724,3.437373094022942e-05,True,18.869607160587847,18.84724975147747,18.898265837861683
11,19,64,8,4,3,256,291,0.2418533550385134,2.7975733078877603e-05,False,18.890755719799905,19.66287493952999,21.03792083624484
8,25,128,2,2,8,1024,179,0.280305095905443,4.184812425118468e-05,False,18.916278927955343,18.92763232509222,19.755896969373495
8,23,64,8,4,3,256,69,0.2426073054801945,3.1854798233007366e-05,False,18.9223887967604,20.245761275528945,21.850275847883584
9,25,128,2,3,7,512,179,0.2828620716047976,3.569918716795856e-05,False,18.962242274047064,18.920116995345417,18.906299355796666
8,27,128,2,2,8,1024,156,0.2796698461946776,3.648587823786252e-05,True,18.96660682894081,18.98347005727142,20.21217718826815
20,21,128,4,2,4,512,177,0.1851517360332582,1.5503736215826923e-05,True,18.978006849857028,19.414485507063752,18.86718357479054
8,25,128,2,2,8,1024,172,0.2797894873235303,3.73543942412664e-05,True,18.979949128945016,18.97831261676,20.47813730835133
12,19,64,8,4,3,256,289,0.2808761174617118,2.4475221073414243e-05,False,18.981245258841277,19.13502424129081,20.06372943935969
10,19,64,8,4,3,256,285,0.2505354296184293,2.637268428796502e-05,False,18.98158613640522,20.402731785584074,22.043480393475363
16,10,128,2,2,7,512,201,0.2123747565319081,1.7502829949649912e-05,True,19.02169399684937,18.878145501206113,19.01291872521769
27,17,128,4,2,3,512,162,0.1949747671427788,1.9562053556945988e-05,True,19.029234829847628,19.23273078736262,19.32370402535799
8,28,128,2,3,7,512,223,0.2920937245138139,3.303021577404316e-05,False,19.04640079776109,19.0489137313565,19.300232637162683
9,27,128,2,3,7,512,200,0.2820248181779805,3.30501479694674e-05,False,19.054119008038413,19.075245446828063,18.950037080574777
8,30,128,2,3,7,512,187,0.2936442902426218,3.369939513452405e-05,False,19.06264082415467,19.103910640975137,19.612440002630535
9,27,128,2,2,7,256,329,0.2811351877699583,1.5309620768809764e-05,True,19.08976669629783,20.555719519289323,21.693656555868536
10,19,128,4,2,3,512,137,0.2266417079932995,1.752654281184817e-05,False,19.09618680282833,18.829321241578505,19.6093743420575
12,19,64,8,4,3,256,333,0.2404942149270114,2.65307551513632e-05,False,19.11355518190953,18.957945923095494,19.76340996931367
10,22,64,8,4,3,256,67,0.2608858345417097,2.998954403062899e-05,False,19.127277437529266,19.847305368730616,21.229222906931444
8,27,128,2,2,7,256,292,0.2569006998216807,1.9362087933392716e-05,True,19.141749122519624,19.15409562064942,20.00525759498777
16,20,64,4,7,7,512,57,0.018102049747808,1.6304255852750344e-05,False,19.17447007149149,41.86529893170594,33.08908494381624
13,20,64,8,4,3,256,303,0.2414131275558128,2.746693239759564e-05,False,19.189590536252965,20.01005268706851,21.451715869464582
19,26,128,2,2,7,256,276,0.276433179808874,2.9396643665606523e-05,True,19.19035755126941,19.11741622491796,19.813249992744574
20,7,64,4,2,5,512,307,0.2508702334858674,1.343828508018573e-05,True,19.2354565940988,19.235456594098792,18.5027368315818
13,20,128,4,3,5,256,108,0.2328245937757124,1.2340306167180373e-05,False,19.2418567837068,20.981740582602228,19.733627505551233
7,29,128,2,2,7,256,311,0.2235399334312559,1.7360964617495272e-05,True,19.277587594043865,19.11526413617635,19.58278316036789
26,19,128,4,2,3,512,202,0.1821144053558979,1.753872342290575e-05,True,19.287496826195145,20.085161906374346,19.317104338831225
16,22,64,4,6,7,512,30,0.0525514118795807,1.5758166387343e-05,False,19.29500130633209,83.82205872033994,58.173028863285346
28,10,64,4,2,7,256,305,0.272031459609642,1.623254154929605e-05,True,19.31038388935857,19.310383889358572,19.76432813483997
14,19,128,4,3,6,512,97,0.1175121846451921,1.530644198239654e-05,True,19.32165556323315,90.42529672850605,61.409864620046996
11,24,128,2,3,5,256,54,0.2169978980149807,1.4110141736306343e-05,False,19.35635262756592,19.43064063515131,20.739093366485953
10,27,128,2,3,7,256,61,0.2698001633475524,1.8748466279992625e-05,True,19.35925337415798,19.379394310002514,19.74490650664356
15,20,128,4,3,5,256,96,0.2203343601056504,1.2501293131386153e-05,False,19.366252515212683,19.546748905324797,19.54998698477224
14,27,128,2,3,7,256,303,0.2362087837438703,2.295544364068669e-05,True,19.368215794145133,19.287379395562397,19.602985066973794
