,text,sen
60,MicroStrategy’s Michael Saylor: Bitcoin Is Hope – See The Gold Vs. Bitcoin Debate https://t.co/uS7qioCZGc #bitcoin #btc #bitcoin #crypto,3
61,Healthiest thing for #BTC right now would be a pullback and consolidation in the 53-55k range. Let the banks get th… https://t.co/VIntie5kL3,3
62,"₿ 👍🏾 SEC Says XRP Fundamentally Different, Coinbase Lists Cardano &amp; Just... https://t.co/GUDygTSgWn via @YouTube… https://t.co/UWoPIGh4KC",3
63,"One of the many shitcoin networks that people tell you is ""better than #Bitcoin"" is down for over 5 hours.

There i… https://t.co/iTLtSsnW4g",3
64,🤝 Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with… https://t.co/GuvuDmkSDy,3
65,"Over the next 30 years global economy &amp; debt will exceed $800 Trillion

Currently Bitcoin’s market cap is $1 Trilli… https://t.co/TvFC3EYYvm",3
66,@PeterSchiff There’s #Bitcoin and #Crypto ..the 2 are separate.. #BTC has scarcity.. no different than how there’s… https://t.co/OWguwyJLat,3
67,"🔥🔥🔥 #CVC 🔥🔥🔥

🔺🔺 Buy below 0.60621 🔺🔺

◦ Target1: 0.61018 

◦ Target2: 0.61659 

◦ STOP: 0.59401

This is quite a r… https://t.co/6znWz7ldXt",3
68,$XLM having problems with transactions. Being investigated. May not be good for price action.#crypto #bitcoin… https://t.co/Fuq4ysdOYO,3
69,$BTC - the current gain of 58.8 is not looking too strong for now... I think a little retracement is around the cor… https://t.co/Yf8WU6KB6K,3
70,"PROFIT! Just bagged 4.5% on a $XEM trade!
Join us to get profits like these on a daily basis!

#XEM #DOGE #crypto… https://t.co/M53d38OM3q",3
71,"As a #VeFam $VET member, I must admit that I love when #Cardano $ADA goes north!  Just shows me my $VET future even… https://t.co/ovV79CkSFY",3
72,Billionaire Hedge Fund Manager Ray Dalio Says Government Outlawing Bitcoin Is ‘a Good Probability’ - Bitcoin Mashup… https://t.co/a3FxLknELW,3
73,"@PeterSchiff @APompliano Pete's been most vocal &amp; ignorant #bitcoin critic &amp; has always been wrong‼️

More importan… https://t.co/bOALRv8Y8C",3
74,"The $BTC price is at $58466.55 right now.
🔴 Compared to the last tweet, the price has dropped by $161.93 (-0.28%).… https://t.co/LBXCtn7ly1",3
75,Roger Ver Ver has accused the domain name provider @GoDaddy of “spreading fake news” after advertising that Bitcoin… https://t.co/sDkSOyDzGk,3
76,"🤔 An Investment in knowledge always pays great interest 🎰

🎯 CRYPTOR GLOBAL - STEALTH TO WEALTH 🆙secures the compre… https://t.co/4ynn2poKTw",3
77,"CRYPTO NEWS:  #Bitcoin Price Prediction: BTC/USD Slumps Below $56,000, Price May Drop More https://t.co/dXzMKyeZZV… https://t.co/hGYMwFDOlc",3
78,CRYPTO NEWS:  Survey Unveils 72% of US Accredited Investors Are Planning to Invest in Defi in 2021… https://t.co/Vwla3YzewA,3
79,The O/N range $ES_F #ES_F 4074.5H &amp; 4052.25 Mid P 462.25 the ATR 4063.5 Low T 4029 UpT 4097.75 $NDX $DJI $DXY $GC_F… https://t.co/tb44CyvyFA,3
80,"“The Bitcoin Standard: The Decentralized Alternative to Central Banking” (Ammous). 

Another great read. #Bitcoin #blockchain #btc",3
81,"Imagine what opportunity you are missing today just because you are not investing wisely!

#advisory 
#information… https://t.co/u7qnJPGtN0",3
82,"🔄 Prices update in $USD (1 hour):

$BTC - 58535.0 $  (-0.64 %)
$ETH - 2109.86 $  (-0.76 %)
$DOT - 43.86 $    (-0.21… https://t.co/5Cv2Omd4BF",3
83,"💯🔥 $GYST 🔥💯

✅Graystone Company Announces Move Into Bitcoin Mining

https://t.co/fElakD9Y21

@StockAlert8 #stocks… https://t.co/sobPPTQc9z",3
84,🤝 Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with… https://t.co/YTF78TaVg1,3
85,"Everyone should own some bitcoin if you believe in the separation of money from state.  

#bitcoin #Btc",3
86,"Guys, please help me to push that tutorial to the whole crypto space! I think I give there really useful tips and t… https://t.co/bTOBObRC08",3
87,"🔄 Prices update in $EUR (1 hour):

$BTC - 49475.0  € (-0.71 %)
$ETH - 1784.92  € (-0.82 %)
$DOT - 37.12  € (-0.27 %… https://t.co/ybLMuThS7k",3
88,"On-chain insights - is the Bitcoin bull run sustainable? Ethereum, Ripple, Bitcoin Cash, Cosmos analysis.… https://t.co/9gfN6Kd5c1",3
89,"$XRP vs $BTC rising from the gutter.

🐂 wanna see a decisive close above 1700 sats.

Next areas of res. marked on c… https://t.co/8n3i8BT64k",3
90,"PROFIT! Just bagged 3.11% on a $HNT trade!
Join us to get profits like these on a daily basis!

#HNT #DOGE #crypto… https://t.co/JM6bo3K0JN",3
91,"PROFIT! Just bagged 3.28% on a $BAT trade!
Join us to get profits like these on a daily basis!

#BAT #DOGE #crypto… https://t.co/apTA10QREW",3
92,Want to earn FREE crypto? Did you know you can mine from your phone for free? Can't beat free $BTC! Join with my af… https://t.co/aKdzx0dnra,3
93,"$ONE i'm seeing posts about this being ready to explode. Nice falling wedge, Missing some volume, no volume no gree… https://t.co/MgiE42JklO",3
94,"$TSLA winnings of initial #BTC investment so far🙌

$1009980000 (67.33 %)
(Estimating an average buy price of $35000… https://t.co/Jv8l7bN3Y6",3
95,"Market Id : BTC-AUD
Last Price :76682.89
24 Hour High :77295.53
24 Hour Low :75881
Best Bid :76505.77
Best Ask : 76682.89
#btc #bitcoin",3
96,"🔄 Prices update in $USDT (1 hour):

$BTC - 58583.22 $      (-0.54 %)
$ETH - 2110.36 $       (-0.76 %)
$DOT - 44.06… https://t.co/OHSgZI0zkz",3
97,"Get £10 of free bitcoin in 24 hours from Mode!

https://t.co/a3pdXlNfRO

Use link, download app, verify ID, buy £10… https://t.co/Igbqf56Ej5",3
98,"https://t.co/wq5RcSldJ0

this is my referral link for binance!
your transaction fees 10％ off permanently!!
hurry up… https://t.co/wdM3IKt4mk",3
99,🤝 Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with… https://t.co/lH19aE1TwE,3
100,"PROFIT! Just bagged 3.0% on a $OMG trade!
Join us to get profits like these on a daily basis!

#OMG #DOGE #crypto… https://t.co/kNSglrkLnT",3
101,"Soon as we get more💎VGX💎 diamond hands, not weak hands we push the price higher &amp; higher🤣 @investvoyager #VGX… https://t.co/hmULdOTuHX",3
102,"#Bitcoin #BTC

Momentum Percent (MOM)
➖ NEUTRAL indication

Money Flow Index (MFI)
➖ NEUTRAL indication

Triple Exp… https://t.co/P7JQiDI5Yn",3
103,"#Bitcoin #BTC

Moving Average Convergence Divergence (MACD)
📉 BEARISH indication

Stock to Flow (S2F)
📉 BEARISH ind… https://t.co/HAD4Y6YDms",3
104,"#Bitcoin #BTC

Simple Moving Avg (SMA)
📈 BULLISH indication

Fear Greed Index (FEARGREED)
📈 BULLISH indication

Wei… https://t.co/4bpiftFq3O",3
105,"#Bitcoin #BTC
➖ NEUTRAL indication
Price:  $58,736 (-0.01%)
Buy % / Sell %:  62 / 38
Avg Hold Time:  63 Days
10 day… https://t.co/7xLxbig6gm",3
106,"Why I am not telling more coins?
Because we are in #ALTSEASON 🥳
Every coin will be pumped. 
I hope Mega Bull is so… https://t.co/PVjGu0IuzN",3
107,"#AmityFinanceLtd provides various plans for its users, including Silver Plan, Gold Plan, Diamond Plan and Platinum… https://t.co/GGMoWfPtwY",3
108,🤝 Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with… https://t.co/QDu7yw4Y9D,3
109,"#Breaking_News 

💯🔥 $GYST 🔥💯

✅Graystone Company Announces Move Into Bitcoin Mining

https://t.co/zlEKym9JY0… https://t.co/is3ZkQmSWL",3
110,"🐳 🤯 🤑26,000 #BTC (1,545,410,000 USD) move from multiple addresses to #btcb reserve
 
Date : 2021-04-06 13:22:55 (GM… https://t.co/KbsEzeCnd3",3
111,"The $BTC price is at $58628.48 right now.
🟢 Compared to the last tweet, the price has increased by $68.46 (0.12%).… https://t.co/6w8THbSXd4",3
112,One last more... You also asked #Kucoin gems . Here you are one very suitable coin for pumping. Casino Bet Coin 😉… https://t.co/RvNhLeNvNT,3
113,"If it's true... then happiest birthday to #SatoshiNakamoto 

We salute you!

#bitcoin #btc",3
114,"#Bitcoin is a bubble! Or is it?👇 

#Bitcoin March 2020 to April 2021:
~$4,900 ➡️ ~$60,000 = 1,120% Gain 

What if t… https://t.co/4x9b9rECFo",3
115,"#Whale 🐳clusters suggest that this key #Bitcoin level can trigger an explosive rally #BTC $BTC 
Whale clusters show… https://t.co/tAfY7GIJrI",3
