in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
16,28,32,8,5,3,1024,19,0.00044273211287163125,4.03452391502692e-05,False,12.934295256283157
12,29,32,8,4,2,1024,61,0.02495050090004806,2.403203728396671e-05,False,12.63354369858114
9,26,32,2,2,4,1024,108,0.06670033503052453,1.5591895152499034e-05,False,27.22457396944351
17,30,32,8,3,2,1024,43,0.038230095231368555,1.779604466663132e-05,False,26.316896820073392
15,28,32,8,4,3,256,7,0.014070636859606167,1.303146309349317e-05,False,13.621100728307574
14,17,32,4,4,4,1024,88,0.02903114413099197,1.9171457886391875e-05,False,23.014205699071177
18,27,32,8,5,5,1024,18,0.05225846580601586,4.952265461399795e-05,True,13.711978648447735
12,29,32,8,4,2,1024,63,0.02451879156788383,2.4169490561848754e-05,False,11.794256426230932
13,29,32,8,4,2,1024,63,0.012123892499080397,2.7207776183655535e-05,False,13.710564158712572
14,30,32,8,5,2,1024,47,0.009712424713983179,2.205146054973183e-05,False,26.275955409024583
11,28,32,8,4,2,1024,25,0.03667022522445801,2.5060993555199916e-05,False,11.148165428552435
8,25,128,8,8,2,1024,31,0.036582043086530056,2.4871653648989627e-05,False,14.539565991889864
11,26,32,8,5,2,1024,18,0.022696399276795915,2.7873905073993398e-05,False,18.387971388648676
16,28,32,8,3,2,1024,40,0.09247465586097378,3.146486248258571e-05,False,14.364966371049931
10,27,32,8,4,2,512,24,0.04444130878356596,2.2952155476990393e-05,True,25.384758268101876
9,30,64,2,5,3,1024,75,0.027798633712234108,1.1937759212408796e-05,False,27.082390831526286
30,28,32,8,4,2,256,53,0.016236101428178832,2.5466073034147906e-05,False,23.1709392453923
12,29,32,8,4,3,1024,37,0.003527151300477506,1.9877223355738086e-05,False,16.763177498603486
14,29,32,8,4,2,1024,68,0.010038066112551078,2.126029213369543e-05,False,12.775561334308158
12,28,32,8,3,3,1024,25,0.22269491893028953,1.0406544247281077e-05,False,102.13613853739993
13,30,32,8,5,7,1024,202,0.00011150385266316099,2.3428137102760406e-05,False,18.661716572490334
17,29,32,8,4,2,1024,51,0.16885763146663782,2.0301948822829856e-05,False,52.68175744368043
15,27,32,4,4,3,1024,12,0.03864228379372709,2.952844634780457e-05,True,19.59038339859247
12,26,128,8,3,2,1024,122,0.02245010058084189,1.61223048504948e-05,False,16.370125806842033
