in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
9,13,64,8,3,8,256,115,0.29929829898562815,2.071536437463336e-05,False,28.847294968852594
11,9,64,8,4,7,256,155,0.26546687614763836,4.343434913245493e-05,False,93.97958921643969
15,15,64,8,5,8,256,264,0.24193415582819744,1.3602010472269752e-05,False,22.06380957275779
12,12,128,4,3,3,512,72,0.2753745844272802,2.7419910581634288e-05,False,97.10126909912196
8,8,32,2,8,7,256,74,0.2994919006060797,2.3629663153238598e-05,False,21.38708510493543
18,20,32,4,5,8,256,203,0.21625783851084168,3.397844968588968e-05,False,41.58631538778243
8,8,32,2,8,7,256,77,0.2990019413274376,2.3397288668013924e-05,False,21.63636337006057
10,10,32,2,8,8,256,49,0.27421067124677256,2.999940938813585e-05,False,22.064141949740453
7,12,32,2,7,7,256,118,0.24911611732854477,1.9529253574913463e-05,False,45.268930464519464
8,8,32,2,8,8,256,156,0.27902427234480687,2.284298791362823e-05,False,39.758976283118436
11,10,32,2,2,6,512,82,0.2793154132219369,2.8958736716695024e-05,False,78.62539542856297
9,13,128,8,7,7,256,273,0.04445828042364272,4.069852143887699e-05,False,89.72567886491301
13,15,64,8,6,8,512,41,0.19807885443468268,3.690655889270546e-05,False,84.44588031277326
10,8,64,8,3,6,256,8,0.23736340538011497,3.1547230007591364e-05,False,77.26629234610138
8,12,128,2,8,2,256,105,0.26587921016774746,1.752624643952734e-05,False,20.654867898083147
12,16,128,4,3,2,512,114,0.21047791078233813,1.4679970884807448e-05,False,20.303314137507055
12,17,128,4,3,2,512,109,0.21290059508108483,1.4112497427425837e-05,False,22.97830756151314
10,19,128,4,2,3,512,137,0.22664170799329958,1.752654281184817e-05,False,19.096186802828335
8,20,128,4,2,3,512,141,0.18000280672988156,1.66816433368713e-05,False,19.770435136998778
13,20,128,4,2,3,512,133,0.17177378156948336,1.2807164499153463e-05,False,24.74267837774686
7,19,128,4,2,3,512,181,0.1805745466574351,1.5015076639174161e-05,True,18.652560678384937
7,19,128,4,2,3,512,162,0.15322631154685598,1.1083789123261846e-05,True,58.50686600283913
11,21,128,4,2,4,512,181,0.18871542781273692,1.4607084416156122e-05,True,19.8174314361365
20,21,128,4,2,4,512,177,0.1870455216732423,1.762162052234265e-05,True,19.732487793302756
21,25,128,4,2,4,512,190,0.1360123076068262,1.6897854899336287e-05,True,19.848760307875978
18,18,128,4,2,3,512,136,0.18575846279236483,1.8722223594083825e-05,True,35.968141900894764
20,21,128,4,2,4,512,177,0.1851517360332582,1.5503736215826923e-05,True,18.978006849857028
21,22,128,4,2,5,512,168,0.1652900088829234,1.5406226176650303e-05,True,21.606800494882698
23,19,128,4,2,4,512,192,0.0006986922462972611,1.254520421444231e-05,True,78.40535032760823
20,21,128,4,2,3,512,212,0.11455198300148695,1.6811107209671972e-05,True,29.327362676513154
26,24,128,4,2,4,512,145,0.15601792578403761,2.0183365704652687e-05,True,34.886361335978805
17,18,128,4,2,3,512,179,0.17971913927206515,1.5560399672050826e-05,True,71.76180142300082
23,28,128,4,3,5,1024,241,0.13806278809402156,2.1631008466499196e-05,True,28.82184799405491
24,21,128,4,3,4,512,168,0.19700188110348196,1.309802492308811e-05,True,34.43368355692071
20,22,128,4,2,3,512,122,0.22695382859936378,1.7946791729772306e-05,True,25.626627153496916
16,23,128,4,2,4,512,142,0.07170772834956236,1.6415296066407462e-05,True,77.66588168178453
19,21,128,4,2,4,512,184,0.18891204133945166,1.4519551168438792e-05,True,22.492487114595836
10,19,128,4,2,4,512,198,0.15957258108776542,1.5070331881450949e-05,True,24.75475391532333
8,17,128,4,3,5,512,217,0.20456360452610584,1.2006193359981347e-05,True,25.71696497209511
20,20,128,4,2,3,512,179,0.18309815219412276,1.5950481093239385e-05,True,18.71560895526713
20,20,128,4,3,3,1024,150,0.17759714067727206,1.375322158580072e-05,True,20.896526764260663
19,23,128,4,2,3,512,245,0.22110527805803712,1.9252369566151554e-05,True,23.862608973651632
22,20,128,4,6,2,512,172,0.14664311429205393,1.6217025307359125e-05,True,67.94356211107723
17,18,128,4,2,3,512,125,0.2040373830303724,1.7456487172698423e-05,True,28.57612572436659
22,22,128,4,3,2,512,96,0.12204004723008577,1.5935592341136724e-05,True,22.98477248726509
30,16,128,4,2,3,512,59,0.18230956843608542,1.8390003773598623e-05,True,19.594540629815675
26,19,128,4,2,3,512,202,0.18211440535589796,1.753872342290575e-05,True,19.287496826195145
30,16,128,4,2,3,512,206,0.17932588299899185,1.8362011803352544e-05,True,20.374368336946823
26,19,128,4,2,3,512,221,0.16530070371904337,1.6988791833449745e-05,True,27.35612442481935
27,17,128,4,2,3,512,162,0.19497476714277887,1.9562053556945988e-05,True,19.029234829847628
29,16,128,4,2,2,512,160,0.20747516729124793,2.0121094900000743e-05,True,21.75830842899264
28,17,128,4,2,3,512,198,0.19498985749236572,2.1454077595398577e-05,True,84.57494300847142
25,18,128,4,3,3,1024,231,0.14549965149486194,1.8604378442776465e-05,True,26.713519493030784
29,19,128,4,2,3,512,28,0.2216792160101132,1.9413154961795652e-05,True,92.038781846192
27,16,128,4,3,4,512,182,0.16319307180036288,1.7752457824444644e-05,True,88.21183574734552
28,15,128,4,2,2,512,63,0.18871196283406183,1.5116768360937859e-05,True,88.56307425940426
24,20,128,4,2,3,512,165,0.18110005309889698,1.717968980847243e-05,True,20.922905974886056
