in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,use_static_covariates,batch_size,lr,RMSE,sMAPE,MAPE
13,17,29,1,6,0.23658808571712153,6,True,64,0.004834107053698731,0.028869224712252617,3.641730174422264,3.613004833459854
5,14,11,3,7,0.002250998947837868,8,False,128,0.004994754043368013,0.032296087592840195,4.3585460633039474,4.288891330361366
18,13,24,2,7,0.10419359269249337,7,False,256,0.0043261302074953795,0.02683483064174652,3.1875386834144592,3.205232322216034
22,9,27,2,7,0.1255569207728466,7,False,256,0.00401275481668431,0.02680003084242344,3.1448084861040115,3.177148848772049
15,22,20,2,6,0.10052744954229609,9,False,256,0.004479631120348017,0.02765836752951145,3.3523663878440857,3.3502694219350815
6,20,28,2,8,0.0670778858560352,6,False,256,0.003687666093804765,0.027310805395245552,3.324800729751587,3.341549262404442
11,16,24,2,7,0.17442618390722853,8,True,256,0.004718951555285732,0.026878608390688896,3.1708385795354843,3.1885530799627304
3,10,21,1,8,0.21306687891792034,7,False,32,0.0041178870157132196,0.03357955813407898,4.478158056735992,4.40235510468483
20,6,14,2,6,0.13147381209007308,6,True,64,0.0012291121429769331,0.030906612053513527,4.086361825466156,4.031671956181526
6,14,18,2,4,0.15602997271046007,9,False,256,0.004383348596150191,0.027193062007427216,3.2210618257522583,3.230052813887596
24,6,24,3,5,0.04429904430997506,7,True,128,0.0015853701429272662,0.030470585450530052,3.7248242646455765,3.6930978298187256
3,25,31,1,6,0.07269757756430135,8,False,32,0.003229564954358108,0.029184971004724503,3.6764442920684814,3.645453602075577
14,12,26,2,7,0.08654776984958779,7,False,256,0.00432076254472029,0.026916006579995155,3.1787510961294174,3.2011546194553375
18,12,25,2,8,0.09617132554609595,7,False,256,0.0037828824070288815,0.027093984186649323,3.206024691462517,3.2198484987020493
11,15,23,2,7,0.11420710858427219,7,False,256,0.004621180835880074,0.026584666222333908,3.117317147552967,3.158055618405342
10,14,22,2,6,0.1408527924197303,6,False,256,0.004721165491498937,0.026801839470863342,3.174762800335884,3.1941965222358704
17,20,16,2,7,0.1205646915948098,8,False,256,0.004688912535681922,0.026843048632144928,3.154512494802475,3.173951804637909
12,16,21,2,8,0.17996997960347488,7,False,256,0.001002660155928663,0.026924025267362595,3.2148178666830063,3.2685618847608566
8,31,23,1,6,0.1491067986304183,6,False,128,0.004885936439296816,0.02683618851006031,3.1883474439382553,3.2347485423088074
2,8,12,2,7,0.01810545944890926,7,True,64,0.00408438837791665,0.026878125965595245,3.1628992408514023,3.188968449831009
15,2,29,1,5,0.05130331427054238,8,False,256,0.0036351198750826743,0.027274392545223236,3.309188410639763,3.3766794949769974
