Iteration,input_chunk_length,output_chunk_length,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,dropout,batch_size,MAPE
499,10,10,128,8,4,3,512,0.2,32,127.63975780070433
500,10,10,128,8,4,3,512,0.2,64,72.20149035579949
501,10,10,128,8,4,3,1024,0.1,32,76.43061367905207
502,10,10,128,8,4,3,1024,0.1,64,143.17923699949586
503,10,10,128,8,4,3,1024,0.2,32,105.73644714945527
504,10,10,128,8,4,3,1024,0.2,64,73.54142559360118
505,10,10,128,8,4,4,512,0.1,32,102.50059200900438
506,10,10,128,8,4,4,512,0.1,64,74.19803517590545
507,10,10,128,8,4,4,512,0.2,32,143.639639813152
508,10,10,128,8,4,4,512,0.2,64,104.83515973661775
509,10,10,128,8,4,4,1024,0.1,32,136.21500516453938
510,10,10,128,8,4,4,1024,0.1,64,82.23967676882286
511,10,10,128,8,4,4,1024,0.2,32,75.59127902317265
512,10,10,128,8,4,4,1024,0.2,64,73.49765007773082
513,10,10,256,4,3,3,512,0.1,32,95.11765279753011
514,10,10,256,4,3,3,512,0.1,64,98.03499059070572
515,10,10,256,4,3,3,512,0.2,32,100.65070268880565
516,10,10,256,4,3,3,512,0.2,64,87.9353130109548
517,10,10,256,4,3,3,1024,0.1,32,148.21795759770978
518,10,10,256,4,3,3,1024,0.1,64,73.63276628837406
519,10,10,256,4,3,3,1024,0.2,32,116.77798120481606
520,10,10,256,4,3,3,1024,0.2,64,83.71297796241974
521,10,10,256,4,3,4,512,0.1,32,86.39580072902345
