Iteration,input_chunk_length,output_chunk_length,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,dropout,batch_size,MAPE
49,30,1,64,8,4,3,512,0.1,32,64.64762977559887
50,30,1,64,8,4,3,512,0.1,64,142.73658426772394
51,30,1,64,8,4,3,512,0.2,32,95.60072455925554
52,30,1,64,8,4,3,512,0.2,64,126.9452771262741
53,30,1,64,8,4,3,1024,0.1,32,71.05768782475016
54,30,1,64,8,4,3,1024,0.1,64,214.43233242847623
55,30,1,64,8,4,3,1024,0.2,32,66.235032655384
56,30,1,64,8,4,3,1024,0.2,64,76.93983863961294
57,30,1,64,8,4,4,512,0.1,32,1225.0028153820824
58,30,1,64,8,4,4,512,0.1,64,147.1703341190665
59,30,1,64,8,4,4,512,0.2,32,254.8750999291711
60,30,1,64,8,4,4,512,0.2,64,170.21126665355382
61,30,1,64,8,4,4,1024,0.1,32,1531.4002828894756
62,30,1,64,8,4,4,1024,0.1,64,122.60532118225105
63,30,1,64,8,4,4,1024,0.2,32,148.7820939208771
64,30,1,64,8,4,4,1024,0.2,64,133.432548019356
65,30,1,128,4,3,3,512,0.1,32,93.21166541213806
66,30,1,128,4,3,3,512,0.1,64,76.95707385463614
67,30,1,128,4,3,3,512,0.2,32,95.26234406874164
68,30,1,128,4,3,3,512,0.2,64,105.17356447065674
69,30,1,128,4,3,3,1024,0.1,32,343.65852957764486
70,30,1,128,4,3,3,1024,0.1,64,117.96168961692062
71,30,1,128,4,3,3,1024,0.2,32,117.5298214955252
72,30,1,128,4,3,3,1024,0.2,64,120.3455870026578
73,30,1,128,4,3,4,512,0.1,32,108.19692895526504
74,30,1,128,4,3,4,512,0.1,64,143.7148466164978
75,30,1,128,4,3,4,512,0.2,32,80.4126779248384
76,30,1,128,4,3,4,512,0.2,64,82.34224965889688
77,30,1,128,4,3,4,1024,0.1,32,80.94244799312145
78,30,1,128,4,3,4,1024,0.1,64,165.38615216833895
79,30,1,128,4,3,4,1024,0.2,32,69.54635066645899
80,30,1,128,4,3,4,1024,0.2,64,139.7705559239596
81,30,1,128,4,4,3,512,0.1,32,70.22354096724304
82,30,1,128,4,4,3,512,0.1,64,8066.207740572019
83,30,1,128,4,4,3,512,0.2,32,113.66747072228874
84,30,1,128,4,4,3,512,0.2,64,67.31927692336596
85,30,1,128,4,4,3,1024,0.1,32,1287.71230089419
86,30,1,128,4,4,3,1024,0.1,64,159.10359367377518
87,30,1,128,4,4,3,1024,0.2,32,78.28906422342781
88,30,1,128,4,4,3,1024,0.2,64,161.77736199571223
89,30,1,128,4,4,4,512,0.1,32,171.6071195681128
90,30,1,128,4,4,4,512,0.1,64,167.91801921591886
91,30,1,128,4,4,4,512,0.2,32,139.48580743141872
92,30,1,128,4,4,4,512,0.2,64,104.94611780789172
93,30,1,128,4,4,4,1024,0.1,32,124.3525888344926
94,30,1,128,4,4,4,1024,0.1,64,94.88113343720754
95,30,1,128,4,4,4,1024,0.2,32,84.51196396746535
96,30,1,128,4,4,4,1024,0.2,64,73.72173088111391
97,30,1,128,8,3,3,512,0.1,32,74.01377955464075
98,30,1,128,8,3,3,512,0.1,64,196.9050238197311
99,30,1,128,8,3,3,512,0.2,32,67.8407036071741
100,30,1,128,8,3,3,512,0.2,64,72.05707016315914
101,30,1,128,8,3,3,1024,0.1,32,72.15269021099773
102,30,1,128,8,3,3,1024,0.1,64,113.40905380620012
103,30,1,128,8,3,3,1024,0.2,32,84.21641522811467
104,30,1,128,8,3,3,1024,0.2,64,153.55081716113432
105,30,1,128,8,3,4,512,0.1,32,75.67774324417866
106,30,1,128,8,3,4,512,0.1,64,113.25083476015396
107,30,1,128,8,3,4,512,0.2,32,65.99813758308325
108,30,1,128,8,3,4,512,0.2,64,105.14510674130042
109,30,1,128,8,3,4,1024,0.1,32,57.36084259005577
110,30,1,128,8,3,4,1024,0.1,64,258.11937908921294
111,30,1,128,8,3,4,1024,0.2,32,153.66222015886012
112,30,1,128,8,3,4,1024,0.2,64,102.74353747914192
113,30,1,128,8,4,3,512,0.1,32,156.03455446913162
114,30,1,128,8,4,3,512,0.1,64,157.7280666589442
115,30,1,128,8,4,3,512,0.2,32,127.16887713660056
116,30,1,128,8,4,3,512,0.2,64,65.72523997605087
117,30,1,128,8,4,3,1024,0.1,32,104.23045633308652
118,30,1,128,8,4,3,1024,0.1,64,178.2170576708771
119,30,1,128,8,4,3,1024,0.2,32,397.9500744306807
120,30,1,128,8,4,3,1024,0.2,64,124.57478407699648
121,30,1,128,8,4,4,512,0.1,32,68.03173820679841
122,30,1,128,8,4,4,512,0.1,64,66.5122469983659
123,30,1,128,8,4,4,512,0.2,32,105.06034350005756
124,30,1,128,8,4,4,512,0.2,64,82.32853794216626
125,30,1,128,8,4,4,1024,0.1,32,169.91650884652674
126,30,1,128,8,4,4,1024,0.1,64,113.37796304911916
127,30,1,128,8,4,4,1024,0.2,32,91.49250038940966
128,30,1,128,8,4,4,1024,0.2,64,118.33929851957711
129,30,1,256,4,3,3,512,0.1,32,70.4766648071207
130,30,1,256,4,3,3,512,0.1,64,183.75863785967485
131,30,1,256,4,3,3,512,0.2,32,113.2128125852406
132,30,1,256,4,3,3,512,0.2,64,90.38907232962542
133,30,1,256,4,3,3,1024,0.1,32,83.02952140232993
134,30,1,256,4,3,3,1024,0.1,64,69.57169440391453
135,30,1,256,4,3,3,1024,0.2,32,177.9632665684919
136,30,1,256,4,3,3,1024,0.2,64,114.50075262298276
137,30,1,256,4,3,4,512,0.1,32,69.65190577158138
138,30,1,256,4,3,4,512,0.1,64,136.14294338378394
139,30,1,256,4,3,4,512,0.2,32,124.0200542125924
140,30,1,256,4,3,4,512,0.2,64,125.15866517518576
141,30,1,256,4,3,4,1024,0.1,32,678.1230402095572
142,30,1,256,4,3,4,1024,0.1,64,63.0860925070207
143,30,1,256,4,3,4,1024,0.2,32,55.52957113679718
144,30,1,256,4,3,4,1024,0.2,64,100.766805127835
145,30,1,256,4,4,3,512,0.1,32,77.47567500996745
146,30,1,256,4,4,3,512,0.1,64,138.95799696331406
147,30,1,256,4,4,3,512,0.2,32,122.48918843456288
148,30,1,256,4,4,3,512,0.2,64,116.1361911693801
149,30,1,256,4,4,3,1024,0.1,32,80.84207036016774
150,30,1,256,4,4,3,1024,0.1,64,87.71198148236051
151,30,1,256,4,4,3,1024,0.2,32,397.7715167688529
152,30,1,256,4,4,3,1024,0.2,64,194.96160599839263
153,30,1,256,4,4,4,512,0.1,32,140.73681948656926
154,30,1,256,4,4,4,512,0.1,64,82.74984824224701
155,30,1,256,4,4,4,512,0.2,32,154.40496568667416
156,30,1,256,4,4,4,512,0.2,64,234.36147555320545
157,30,1,256,4,4,4,1024,0.1,32,75.46497397178887
158,30,1,256,4,4,4,1024,0.1,64,100.33716804507242
159,30,1,256,4,4,4,1024,0.2,32,109.93606073503275
160,30,1,256,4,4,4,1024,0.2,64,65.2421989036227
161,30,1,256,8,3,3,512,0.1,32,122.56018522474407
162,30,1,256,8,3,3,512,0.1,64,124.87536710983282
163,30,1,256,8,3,3,512,0.2,32,98.81589558095322
164,30,1,256,8,3,3,512,0.2,64,82.41414362173774
165,30,1,256,8,3,3,1024,0.1,32,63.50160419723911
166,30,1,256,8,3,3,1024,0.1,64,104.80276978132704
167,30,1,256,8,3,3,1024,0.2,32,81.67132251728397
168,30,1,256,8,3,3,1024,0.2,64,74.74176997296975
169,30,1,256,8,3,4,512,0.1,32,122.55313878325974
170,30,1,256,8,3,4,512,0.1,64,134.06169417823338
171,30,1,256,8,3,4,512,0.2,32,129.38426472397387
172,30,1,256,8,3,4,512,0.2,64,239.4100741343052
173,30,1,256,8,3,4,1024,0.1,32,158.45914178241645
174,30,1,256,8,3,4,1024,0.1,64,112.1205767086392
175,30,1,256,8,3,4,1024,0.2,32,71.08803740159009
176,30,1,256,8,3,4,1024,0.2,64,80.56215639816674
177,30,1,256,8,4,3,512,0.1,32,73.00313845090334
178,30,1,256,8,4,3,512,0.1,64,103.90989871223142
179,30,1,256,8,4,3,512,0.2,32,4616.841606230998
180,30,1,256,8,4,3,512,0.2,64,97.5014764084764
181,30,1,256,8,4,3,1024,0.1,32,216.0365338761024
182,30,1,256,8,4,3,1024,0.1,64,60.09627095368589
183,30,1,256,8,4,3,1024,0.2,32,119.90475993607954
184,30,1,256,8,4,3,1024,0.2,64,154.2637473919622
185,30,1,256,8,4,4,512,0.1,32,137.9188198102458
186,30,1,256,8,4,4,512,0.1,64,123.61272709938812
187,30,1,256,8,4,4,512,0.2,32,122.4067418747778
188,30,1,256,8,4,4,512,0.2,64,126.5622600351008
189,30,1,256,8,4,4,1024,0.1,32,94.8515309636132
190,30,1,256,8,4,4,1024,0.1,64,91.15520255908392
191,30,1,256,8,4,4,1024,0.2,32,112.58983299340078
192,30,1,256,8,4,4,1024,0.2,64,109.50150348596068
193,30,5,64,4,3,3,512,0.1,32,146.44683181167412
194,30,5,64,4,3,3,512,0.1,64,141.0976509265644
195,30,5,64,4,3,3,512,0.2,32,90.28972791026524
196,30,5,64,4,3,3,512,0.2,64,81.03780316189905
197,30,5,64,4,3,3,1024,0.1,32,122.44322454713632
198,30,5,64,4,3,3,1024,0.1,64,63.89694719852098
199,30,5,64,4,3,3,1024,0.2,32,129.27115381633527
200,30,5,64,4,3,3,1024,0.2,64,148.45955473997586
201,30,5,64,4,3,4,512,0.1,32,252.38623393992256
202,30,5,64,4,3,4,512,0.1,64,109.5040718042234
203,30,5,64,4,3,4,512,0.2,32,219.8171607448824
204,30,5,64,4,3,4,512,0.2,64,141.37120421560857
205,30,5,64,4,3,4,1024,0.1,32,130.1274136065692
206,30,5,64,4,3,4,1024,0.1,64,103.25128257885964
207,30,5,64,4,3,4,1024,0.2,32,170.6836176950313
208,30,5,64,4,3,4,1024,0.2,64,146.5412141607966
209,30,5,64,4,4,3,512,0.1,32,114.45646634310728
210,30,5,64,4,4,3,512,0.1,64,155.9905230488442
211,30,5,64,4,4,3,512,0.2,32,134.10105860713816
212,30,5,64,4,4,3,512,0.2,64,218.4503682935167
213,30,5,64,4,4,3,1024,0.1,32,139.527452117642
214,30,5,64,4,4,3,1024,0.1,64,153.29142456159494
215,30,5,64,4,4,3,1024,0.2,32,143.80614122781842
216,30,5,64,4,4,3,1024,0.2,64,159.1955438205363
217,30,5,64,4,4,4,512,0.1,32,129.97813620743298
218,30,5,64,4,4,4,512,0.1,64,137.83882851994937
219,30,5,64,4,4,4,512,0.2,32,155.92440349377696
220,30,5,64,4,4,4,512,0.2,64,134.2391469036817
221,30,5,64,4,4,4,1024,0.1,32,163.2173139250945
222,30,5,64,4,4,4,1024,0.1,64,68.36310246846436
223,30,5,64,4,4,4,1024,0.2,32,106.72019348634647
224,30,5,64,4,4,4,1024,0.2,64,178.49998371419545
225,30,5,64,8,3,3,512,0.1,32,137.2923061447157
226,30,5,64,8,3,3,512,0.1,64,126.37510354390554
227,30,5,64,8,3,3,512,0.2,32,94.95420922444296
228,30,5,64,8,3,3,512,0.2,64,92.12754942371544
229,30,5,64,8,3,3,1024,0.1,32,124.75540012287122
230,30,5,64,8,3,3,1024,0.1,64,93.6356331215324
231,30,5,64,8,3,3,1024,0.2,32,108.147893506898
232,30,5,64,8,3,3,1024,0.2,64,173.41498767719506
233,30,5,64,8,3,4,512,0.1,32,116.02307317520028
234,30,5,64,8,3,4,512,0.1,64,126.12629281032262
235,30,5,64,8,3,4,512,0.2,32,188.325528366894
236,30,5,64,8,3,4,512,0.2,64,167.27156906582704
237,30,5,64,8,3,4,1024,0.1,32,142.98222346873686
238,30,5,64,8,3,4,1024,0.1,64,138.00884539337127
239,30,5,64,8,3,4,1024,0.2,32,124.67258835471758
240,30,5,64,8,3,4,1024,0.2,64,130.35208047335615
241,30,5,64,8,4,3,512,0.1,32,125.6085920276158
242,30,5,64,8,4,3,512,0.1,64,164.4132983014106
243,30,5,64,8,4,3,512,0.2,32,109.63112266583882
244,30,5,64,8,4,3,512,0.2,64,138.99966341053232
245,30,5,64,8,4,3,1024,0.1,32,71.02787936376313
246,30,5,64,8,4,3,1024,0.1,64,121.2161883547136
247,30,5,64,8,4,3,1024,0.2,32,149.59941781346583
248,30,5,64,8,4,3,1024,0.2,64,147.7689291041013
249,30,5,64,8,4,4,512,0.1,32,152.20100370524625
250,30,5,64,8,4,4,512,0.1,64,124.32599107578898
251,30,5,64,8,4,4,512,0.2,32,156.89426431466944
252,30,5,64,8,4,4,512,0.2,64,138.95546209771234
253,30,5,64,8,4,4,1024,0.1,32,137.31770366368576
254,30,5,64,8,4,4,1024,0.1,64,77.31765065329371
255,30,5,64,8,4,4,1024,0.2,32,112.28094438538828
256,30,5,64,8,4,4,1024,0.2,64,154.73065240411384
257,30,5,128,4,3,3,512,0.1,32,139.12402046175978
258,30,5,128,4,3,3,512,0.1,64,158.72883155757384
259,30,5,128,4,3,3,512,0.2,32,184.5439029895392
260,30,5,128,4,3,3,512,0.2,64,72.39436564529746
261,30,5,128,4,3,3,1024,0.1,32,97.35778607443189
262,30,5,128,4,3,3,1024,0.1,64,106.33989308726024
263,30,5,128,4,3,3,1024,0.2,32,124.9134231451031
264,30,5,128,4,3,3,1024,0.2,64,126.73616179762148
265,30,5,128,4,3,4,512,0.1,32,143.96200020499114
266,30,5,128,4,3,4,512,0.1,64,103.44154168291044
267,30,5,128,4,3,4,512,0.2,32,69.32966268034359
268,30,5,128,4,3,4,512,0.2,64,130.33268217925584
269,30,5,128,4,3,4,1024,0.1,32,92.65861356405804
270,30,5,128,4,3,4,1024,0.1,64,117.19729185502251
271,30,5,128,4,3,4,1024,0.2,32,93.32607154779606
272,30,5,128,4,3,4,1024,0.2,64,73.87735372144947
273,30,5,128,4,4,3,512,0.1,32,6476.68740774756
274,30,5,128,4,4,3,512,0.1,64,125.37422304976572
275,30,5,128,4,4,3,512,0.2,32,94.3471395688906
276,30,5,128,4,4,3,512,0.2,64,89.41638205268153
277,30,5,128,4,4,3,1024,0.1,32,144.54596871687045
278,30,5,128,4,4,3,1024,0.1,64,76.3088979817492
279,30,5,128,4,4,3,1024,0.2,32,76.1075975340555
280,30,5,128,4,4,3,1024,0.2,64,117.78175777510272
281,30,5,128,4,4,4,512,0.1,32,182.4907942343312
282,30,5,128,4,4,4,512,0.1,64,69.45415194063163
283,30,5,128,4,4,4,512,0.2,32,148.37359699014425
284,30,5,128,4,4,4,512,0.2,64,82.5768770217437
285,30,5,128,4,4,4,1024,0.1,32,69.08018701607205
286,30,5,128,4,4,4,1024,0.1,64,85.61861880592676
287,30,5,128,4,4,4,1024,0.2,32,1783.188035208845
288,30,5,128,4,4,4,1024,0.2,64,148.7485566206938
289,30,5,128,8,3,3,512,0.1,32,128.8196079891951
290,30,5,128,8,3,3,512,0.1,64,123.11066289908464
291,30,5,128,8,3,3,512,0.2,32,96.05589641167072
292,30,5,128,8,3,3,512,0.2,64,102.29142016751598
293,30,5,128,8,3,3,1024,0.1,32,127.12216691368012
294,30,5,128,8,3,3,1024,0.1,64,141.4336817792608
295,30,5,128,8,3,3,1024,0.2,32,85.99535132914912
296,30,5,128,8,3,3,1024,0.2,64,118.38236981110758
297,30,5,128,8,3,4,512,0.1,32,114.18881846461814
298,30,5,128,8,3,4,512,0.1,64,114.4042713819262
299,30,5,128,8,3,4,512,0.2,32,143.47647480293838
300,30,5,128,8,3,4,512,0.2,64,133.30542228729325
301,30,5,128,8,3,4,1024,0.1,32,165.82748657819448
302,30,5,128,8,3,4,1024,0.1,64,82.77890313791842
303,30,5,128,8,3,4,1024,0.2,32,146.72732507600853
304,30,5,128,8,3,4,1024,0.2,64,118.02695349733106
305,30,5,128,8,4,3,512,0.1,32,77.18574389568145
306,30,5,128,8,4,3,512,0.1,64,104.03677873100676
307,30,5,128,8,4,3,512,0.2,32,69.81479590960882
308,30,5,128,8,4,3,512,0.2,64,84.53528513326994
309,30,5,128,8,4,3,1024,0.1,32,105.80551660472418
310,30,5,128,8,4,3,1024,0.1,64,84.32427133030902
311,30,5,128,8,4,3,1024,0.2,32,111.0505001807115
312,30,5,128,8,4,3,1024,0.2,64,148.1628972293658
313,30,5,128,8,4,4,512,0.1,32,141.70718277219456
314,30,5,128,8,4,4,512,0.1,64,149.22967573081175
315,30,5,128,8,4,4,512,0.2,32,96.16101282438194
316,30,5,128,8,4,4,512,0.2,64,112.19398530799371
317,30,5,128,8,4,4,1024,0.1,32,72.86877555689506
318,30,5,128,8,4,4,1024,0.1,64,90.75084065781688
319,30,5,128,8,4,4,1024,0.2,32,68.15494894589688
320,30,5,128,8,4,4,1024,0.2,64,179.4077524479087
321,30,5,256,4,3,3,512,0.1,32,101.0152687756014
322,30,5,256,4,3,3,512,0.1,64,135.75348295401486
323,30,5,256,4,3,3,512,0.2,32,120.16982102238951
324,30,5,256,4,3,3,512,0.2,64,104.4996564480952
325,30,5,256,4,3,3,1024,0.1,32,142.89155728036042
326,30,5,256,4,3,3,1024,0.1,64,102.64172129007518
327,30,5,256,4,3,3,1024,0.2,32,187.7656213117372
328,30,5,256,4,3,3,1024,0.2,64,141.97211819955672
329,30,5,256,4,3,4,512,0.1,32,126.25149045092364
330,30,5,256,4,3,4,512,0.1,64,101.33200599832364
331,30,5,256,4,3,4,512,0.2,32,99.801239634889
332,30,5,256,4,3,4,512,0.2,64,150.9385604783596
333,30,5,256,4,3,4,1024,0.1,32,133.29166383905
334,30,5,256,4,3,4,1024,0.1,64,137.46461896406254
335,30,5,256,4,3,4,1024,0.2,32,143.43089327414023
336,30,5,256,4,3,4,1024,0.2,64,100.89464599277038
337,30,5,256,4,4,3,512,0.1,32,109.88165136393496
338,30,5,256,4,4,3,512,0.1,64,75.4400500235329
339,30,5,256,4,4,3,512,0.2,32,98.27983118113632
340,30,5,256,4,4,3,512,0.2,64,126.5916898597194
341,30,5,256,4,4,3,1024,0.1,32,116.41974822092328
342,30,5,256,4,4,3,1024,0.1,64,107.820172940887
343,30,5,256,4,4,3,1024,0.2,32,106.99114040711066
344,30,5,256,4,4,3,1024,0.2,64,131.48469676581416
345,30,5,256,4,4,4,512,0.1,32,68.0682328208059
346,30,5,256,4,4,4,512,0.1,64,82.38710946935545
347,30,5,256,4,4,4,512,0.2,32,113.9922563032884
348,30,5,256,4,4,4,512,0.2,64,75.74396479065976
349,30,5,256,4,4,4,1024,0.1,32,234.4925406496524
350,30,5,256,4,4,4,1024,0.1,64,107.77491954875696
351,30,5,256,4,4,4,1024,0.2,32,154.33520615975772
352,30,5,256,4,4,4,1024,0.2,64,152.56083805297817
353,30,5,256,8,3,3,512,0.1,32,109.16154379400298
354,30,5,256,8,3,3,512,0.1,64,132.53304705068493
355,30,5,256,8,3,3,512,0.2,32,115.00536482354744
356,30,5,256,8,3,3,512,0.2,64,111.1657475720112
357,30,5,256,8,3,3,1024,0.1,32,108.668785092645
358,30,5,256,8,3,3,1024,0.1,64,139.80866040595546
359,30,5,256,8,3,3,1024,0.2,32,68.22874666891595
360,30,5,256,8,3,3,1024,0.2,64,140.3134152415929
361,30,5,256,8,3,4,512,0.1,32,1812.312809175376
362,30,5,256,8,3,4,512,0.1,64,214.5780069928602
363,30,5,256,8,3,4,512,0.2,32,111.29317370206672
364,30,5,256,8,3,4,512,0.2,64,64.34475831374769
365,30,5,256,8,3,4,1024,0.1,32,144.7417841277892
366,30,5,256,8,3,4,1024,0.1,64,89.64343213298241
367,30,5,256,8,3,4,1024,0.2,32,87.84556180794345
368,30,5,256,8,3,4,1024,0.2,64,120.17756652712444
369,30,5,256,8,4,3,512,0.1,32,141.9020111194501
370,30,5,256,8,4,3,512,0.1,64,101.89985840406264
371,30,5,256,8,4,3,512,0.2,32,115.95173083412033
372,30,5,256,8,4,3,512,0.2,64,465.34446275204414
373,30,5,256,8,4,3,1024,0.1,32,113.77811356315868
374,30,5,256,8,4,3,1024,0.1,64,125.0803335458672
375,30,5,256,8,4,3,1024,0.2,32,92.33963412243338
376,30,5,256,8,4,3,1024,0.2,64,158.51630021125953
377,30,5,256,8,4,4,512,0.1,32,138.72787551583727
378,30,5,256,8,4,4,512,0.1,64,111.39911493747104
379,30,5,256,8,4,4,512,0.2,32,131.90655498365587
380,30,5,256,8,4,4,512,0.2,64,200.6229451754636
381,30,5,256,8,4,4,1024,0.1,32,191.9509049663334
382,30,5,256,8,4,4,1024,0.1,64,124.79810038408412
383,30,5,256,8,4,4,1024,0.2,32,122.96612262119196
384,30,5,256,8,4,4,1024,0.2,64,104.86370425942602
385,30,10,64,4,3,3,512,0.1,32,132.28384310249612
386,30,10,64,4,3,3,512,0.1,64,142.3054444084145
387,30,10,64,4,3,3,512,0.2,32,132.68105019083114
388,30,10,64,4,3,3,512,0.2,64,140.96448062424972
389,30,10,64,4,3,3,1024,0.1,32,74.26968859468654
390,30,10,64,4,3,3,1024,0.1,64,120.7714280521444
391,30,10,64,4,3,3,1024,0.2,32,136.34860797979323
392,30,10,64,4,3,3,1024,0.2,64,153.38158394476537
393,30,10,64,4,3,4,512,0.1,32,130.36822621122903
394,30,10,64,4,3,4,512,0.1,64,80.71867754143614
395,30,10,64,4,3,4,512,0.2,32,104.9404487137233
396,30,10,64,4,3,4,512,0.2,64,172.63660988014453
397,30,10,64,4,3,4,1024,0.1,32,99.42808592014906
398,30,10,64,4,3,4,1024,0.1,64,129.4224842012907
399,30,10,64,4,3,4,1024,0.2,32,139.65318060005416
400,30,10,64,4,3,4,1024,0.2,64,88.6149044547671
401,30,10,64,4,4,3,512,0.1,32,80.6446953269968
402,30,10,64,4,4,3,512,0.1,64,166.08332572189076
403,30,10,64,4,4,3,512,0.2,32,130.0290431232742
404,30,10,64,4,4,3,512,0.2,64,132.88471291061364
405,30,10,64,4,4,3,1024,0.1,32,163.34513043669097
406,30,10,64,4,4,3,1024,0.1,64,137.44440580831773
407,30,10,64,4,4,3,1024,0.2,32,130.95711608201114
408,30,10,64,4,4,3,1024,0.2,64,120.23801627778114
409,30,10,64,4,4,4,512,0.1,32,172.18244470614778
410,30,10,64,4,4,4,512,0.1,64,91.05252032867384
411,30,10,64,4,4,4,512,0.2,32,110.75114887382304
412,30,10,64,4,4,4,512,0.2,64,123.41253548794224
413,30,10,64,4,4,4,1024,0.1,32,157.82950139882058
414,30,10,64,4,4,4,1024,0.1,64,119.90867448502765
415,30,10,64,4,4,4,1024,0.2,32,130.961830204966
416,30,10,64,4,4,4,1024,0.2,64,108.99772013845204
417,30,10,64,8,3,3,512,0.1,32,131.01695096695093
418,30,10,64,8,3,3,512,0.1,64,106.18697588970696
419,30,10,64,8,3,3,512,0.2,32,127.92194710511716
420,30,10,64,8,3,3,512,0.2,64,158.86184199467067
421,30,10,64,8,3,3,1024,0.1,32,72.30298678229806
422,30,10,64,8,3,3,1024,0.1,64,134.84922323552593
423,30,10,64,8,3,3,1024,0.2,32,114.99003534547931
424,30,10,64,8,3,3,1024,0.2,64,112.71215464472988
425,30,10,64,8,3,4,512,0.1,32,121.09810734167236
426,30,10,64,8,3,4,512,0.1,64,130.92236833053076
427,30,10,64,8,3,4,512,0.2,32,123.85243087464028
428,30,10,64,8,3,4,512,0.2,64,112.33887682670326
429,30,10,64,8,3,4,1024,0.1,32,163.18937080409975
430,30,10,64,8,3,4,1024,0.1,64,145.3679094460904
431,30,10,64,8,3,4,1024,0.2,32,113.16346347303512
432,30,10,64,8,3,4,1024,0.2,64,168.86951489275484
433,30,10,64,8,4,3,512,0.1,32,93.56720766995323
434,30,10,64,8,4,3,512,0.1,64,159.17897789007324
435,30,10,64,8,4,3,512,0.2,32,146.81983114867003
436,30,10,64,8,4,3,512,0.2,64,144.05009786497257
437,30,10,64,8,4,3,1024,0.1,32,132.34549027428272
438,30,10,64,8,4,3,1024,0.1,64,137.31938101818852
439,30,10,64,8,4,3,1024,0.2,32,126.76218027794948
440,30,10,64,8,4,3,1024,0.2,64,139.6014290256663
441,30,10,64,8,4,4,512,0.1,32,149.57974294942028
442,30,10,64,8,4,4,512,0.1,64,143.4953429666294
443,30,10,64,8,4,4,512,0.2,32,163.8071834303075
444,30,10,64,8,4,4,512,0.2,64,114.9496146837168
445,30,10,64,8,4,4,1024,0.1,32,121.87187951942228
446,30,10,64,8,4,4,1024,0.1,64,98.30176124713786
447,30,10,64,8,4,4,1024,0.2,32,155.70346924762177
448,30,10,64,8,4,4,1024,0.2,64,118.14946676512588
449,30,10,128,4,3,3,512,0.1,32,121.45428843796856
450,30,10,128,4,3,3,512,0.1,64,85.07536289700413
451,30,10,128,4,3,3,512,0.2,32,102.48792278041726
452,30,10,128,4,3,3,512,0.2,64,161.6243116743545
453,30,10,128,4,3,3,1024,0.1,32,137.8526327069297
454,30,10,128,4,3,3,1024,0.1,64,113.05507828055607
