Iteration,input_chunk_length,output_chunk_length,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,dropout,batch_size,MAPE
238,10,5,64,8,3,4,1024,0.1,64,79.62539102912467
239,10,5,64,8,3,4,1024,0.2,32,76.70385677683483
240,10,5,64,8,3,4,1024,0.2,64,74.30732173891526
241,10,5,64,8,4,3,512,0.1,32,72.77428088589359
242,10,5,64,8,4,3,512,0.1,64,144.9522299556396
243,10,5,64,8,4,3,512,0.2,32,79.84525773057932
244,10,5,64,8,4,3,512,0.2,64,147.8001062583357
245,10,5,64,8,4,3,1024,0.1,32,155.1726397664519
246,10,5,64,8,4,3,1024,0.1,64,152.89272693134515
247,10,5,64,8,4,3,1024,0.2,32,148.0832815791732
248,10,5,64,8,4,3,1024,0.2,64,161.48990287547954
249,10,5,64,8,4,4,512,0.1,32,77.48395159221685
250,10,5,64,8,4,4,512,0.1,64,109.94826915645426
251,10,5,64,8,4,4,512,0.2,32,64.33981297550535
252,10,5,64,8,4,4,512,0.2,64,85.44333782070147
253,10,5,64,8,4,4,1024,0.1,32,160.98871808590096
254,10,5,64,8,4,4,1024,0.1,64,163.44982391441354
255,10,5,64,8,4,4,1024,0.2,32,82.16085315345235
256,10,5,64,8,4,4,1024,0.2,64,79.83098312749958
257,10,5,128,4,3,3,512,0.1,32,156.9759112888137
258,10,5,128,4,3,3,512,0.1,64,67.97587121997215
259,10,5,128,4,3,3,512,0.2,32,72.75752876839414
260,10,5,128,4,3,3,512,0.2,64,174.75637679805644
261,10,5,128,4,3,3,1024,0.1,32,149.9028549028715
262,10,5,128,4,3,3,1024,0.1,64,140.49912149500605
263,10,5,128,4,3,3,1024,0.2,32,86.9297761431883
264,10,5,128,4,3,3,1024,0.2,64,95.67603971742768
265,10,5,128,4,3,4,512,0.1,32,100.90676642347384
266,10,5,128,4,3,4,512,0.1,64,198.80066155572777
267,10,5,128,4,3,4,512,0.2,32,77.52672049011726
268,10,5,128,4,3,4,512,0.2,64,71.94080346307953
269,10,5,128,4,3,4,1024,0.1,32,119.4326876398654
270,10,5,128,4,3,4,1024,0.1,64,139.01466523142687
271,10,5,128,4,3,4,1024,0.2,32,94.82408266812992
272,10,5,128,4,3,4,1024,0.2,64,192.1151154739913
273,10,5,128,4,4,3,512,0.1,32,86.51675536776531
274,10,5,128,4,4,3,512,0.1,64,125.75960560180576
275,10,5,128,4,4,3,512,0.2,32,92.33715599294356
276,10,5,128,4,4,3,512,0.2,64,82.88677072951288
277,10,5,128,4,4,3,1024,0.1,32,78.38350704969007
278,10,5,128,4,4,3,1024,0.1,64,86.65784114075494
279,10,5,128,4,4,3,1024,0.2,32,74.41139459172156
280,10,5,128,4,4,3,1024,0.2,64,70.35066084889358
281,10,5,128,4,4,4,512,0.1,32,67.9889087468345
282,10,5,128,4,4,4,512,0.1,64,141.10117783282547
283,10,5,128,4,4,4,512,0.2,32,192.0635238212883
284,10,5,128,4,4,4,512,0.2,64,79.26081751584945
285,10,5,128,4,4,4,1024,0.1,32,142.68973004668507
286,10,5,128,4,4,4,1024,0.1,64,70.15384920101744
287,10,5,128,4,4,4,1024,0.2,32,7384.979486813379
288,10,5,128,4,4,4,1024,0.2,64,82.35611780571196
289,10,5,128,8,3,3,512,0.1,32,158.4627355340043
290,10,5,128,8,3,3,512,0.1,64,132.02245841566804
291,10,5,128,8,3,3,512,0.2,32,159.32945429583472
292,10,5,128,8,3,3,512,0.2,64,78.91212208805548
293,10,5,128,8,3,3,1024,0.1,32,112.1974577954336
294,10,5,128,8,3,3,1024,0.1,64,144.40454069583947
295,10,5,128,8,3,3,1024,0.2,32,67.70200686215266
296,10,5,128,8,3,3,1024,0.2,64,82.69293756390152
297,10,5,128,8,3,4,512,0.1,32,77.72745404935668
298,10,5,128,8,3,4,512,0.1,64,94.12873688204596
299,10,5,128,8,3,4,512,0.2,32,118.3791484391472
300,10,5,128,8,3,4,512,0.2,64,75.90903049574867
301,10,5,128,8,3,4,1024,0.1,32,115.34094566452929
302,10,5,128,8,3,4,1024,0.1,64,168.10191566627927
303,10,5,128,8,3,4,1024,0.2,32,1009.6623669180148
304,10,5,128,8,3,4,1024,0.2,64,187.5684230789091
305,10,5,128,8,4,3,512,0.1,32,86.74540062501215
306,10,5,128,8,4,3,512,0.1,64,69.73149228712066
307,10,5,128,8,4,3,512,0.2,32,65.4360512591203
308,10,5,128,8,4,3,512,0.2,64,66.29249773363475
309,10,5,128,8,4,3,1024,0.1,32,122.56406489143778
310,10,5,128,8,4,3,1024,0.1,64,80.3204066821767
311,10,5,128,8,4,3,1024,0.2,32,81.35759933192641
312,10,5,128,8,4,3,1024,0.2,64,121.4646247854709
313,10,5,128,8,4,4,512,0.1,32,91.60762136059144
314,10,5,128,8,4,4,512,0.1,64,157.91442300579337
315,10,5,128,8,4,4,512,0.2,32,162.23898595533487
316,10,5,128,8,4,4,512,0.2,64,245.18511731077243
317,10,5,128,8,4,4,1024,0.1,32,115.05649296792129
318,10,5,128,8,4,4,1024,0.1,64,169.01735787307098
319,10,5,128,8,4,4,1024,0.2,32,129.86379322795068
320,10,5,128,8,4,4,1024,0.2,64,74.72618680843861
321,10,5,256,4,3,3,512,0.1,32,71.81085015615957
322,10,5,256,4,3,3,512,0.1,64,123.32187763019496
323,10,5,256,4,3,3,512,0.2,32,81.44696193036485
324,10,5,256,4,3,3,512,0.2,64,138.6825260226376
325,10,5,256,4,3,3,1024,0.1,32,92.46184784779756
326,10,5,256,4,3,3,1024,0.1,64,132.41813530679136
327,10,5,256,4,3,3,1024,0.2,32,88.57488687434125
328,10,5,256,4,3,3,1024,0.2,64,77.00938997510795
329,10,5,256,4,3,4,512,0.1,32,98.74836299347524
330,10,5,256,4,3,4,512,0.1,64,137.81332505610155
331,10,5,256,4,3,4,512,0.2,32,150.51491412939836
332,10,5,256,4,3,4,512,0.2,64,140.28182474564585
333,10,5,256,4,3,4,1024,0.1,32,117.22935853297244
334,10,5,256,4,3,4,1024,0.1,64,186.3494999395368
335,10,5,256,4,3,4,1024,0.2,32,131.43768647946823
336,10,5,256,4,3,4,1024,0.2,64,145.9260960229927
337,10,5,256,4,4,3,512,0.1,32,204.86974969024527
338,10,5,256,4,4,3,512,0.1,64,138.97552344684598
339,10,5,256,4,4,3,512,0.2,32,134.74293607422103
340,10,5,256,4,4,3,512,0.2,64,131.07629707464525
341,10,5,256,4,4,3,1024,0.1,32,134.85423889547633
342,10,5,256,4,4,3,1024,0.1,64,80.52576239979896
343,10,5,256,4,4,3,1024,0.2,32,122.36018908292732
344,10,5,256,4,4,3,1024,0.2,64,72.64250232819735
345,10,5,256,4,4,4,512,0.1,32,62.260250498719245
346,10,5,256,4,4,4,512,0.1,64,81.54954977606003
347,10,5,256,4,4,4,512,0.2,32,199.02879660294704
348,10,5,256,4,4,4,512,0.2,64,68.3391229258618
349,10,5,256,4,4,4,1024,0.1,32,129.5544758859496
350,10,5,256,4,4,4,1024,0.1,64,66.86854305928911
351,10,5,256,4,4,4,1024,0.2,32,156.74569779996702
352,10,5,256,4,4,4,1024,0.2,64,186.0191274357668
353,10,5,256,8,3,3,512,0.1,32,64.73086937349667
354,10,5,256,8,3,3,512,0.1,64,101.49328628240472
355,10,5,256,8,3,3,512,0.2,32,80.48410552383496
356,10,5,256,8,3,3,512,0.2,64,144.2045331352116
357,10,5,256,8,3,3,1024,0.1,32,92.97145349028716
358,10,5,256,8,3,3,1024,0.1,64,82.44586554840407
359,10,5,256,8,3,3,1024,0.2,32,87.59716801207269
360,10,5,256,8,3,3,1024,0.2,64,66.53473737368596
361,10,5,256,8,3,4,512,0.1,32,86.40915111031838
362,10,5,256,8,3,4,512,0.1,64,115.54373713148853
363,10,5,256,8,3,4,512,0.2,32,129.44644414151105
364,10,5,256,8,3,4,512,0.2,64,147.91761593069504
365,10,5,256,8,3,4,1024,0.1,32,121.78417253901488
366,10,5,256,8,3,4,1024,0.1,64,147.78032738874697
367,10,5,256,8,3,4,1024,0.2,32,196.79260072886663
368,10,5,256,8,3,4,1024,0.2,64,99.74559714375243
369,10,5,256,8,4,3,512,0.1,32,167.77353846059444
370,10,5,256,8,4,3,512,0.1,64,81.07678428840384
371,10,5,256,8,4,3,512,0.2,32,113.76510801151407
372,10,5,256,8,4,3,512,0.2,64,79.02092098721853
373,10,5,256,8,4,3,1024,0.1,32,124.12571467757614
374,10,5,256,8,4,3,1024,0.1,64,75.27759696605033
375,10,5,256,8,4,3,1024,0.2,32,83.22060718351264
376,10,5,256,8,4,3,1024,0.2,64,82.52444489203721
377,10,5,256,8,4,4,512,0.1,32,145.84219477389
378,10,5,256,8,4,4,512,0.1,64,64.45307763894432
379,10,5,256,8,4,4,512,0.2,32,72.58064821492484
380,10,5,256,8,4,4,512,0.2,64,81.2868591194446
381,10,5,256,8,4,4,1024,0.1,32,84.10423300956471
382,10,5,256,8,4,4,1024,0.1,64,169.2038381867205
383,10,5,256,8,4,4,1024,0.2,32,115.78905024898576
384,10,5,256,8,4,4,1024,0.2,64,170.06319079188825
385,10,10,64,4,3,3,512,0.1,32,131.8599804100789
386,10,10,64,4,3,3,512,0.1,64,85.15025821927782
387,10,10,64,4,3,3,512,0.2,32,149.84628121635083
388,10,10,64,4,3,3,512,0.2,64,132.11087099058565
389,10,10,64,4,3,3,1024,0.1,32,126.8523861554748
390,10,10,64,4,3,3,1024,0.1,64,99.69353069915898
391,10,10,64,4,3,3,1024,0.2,32,189.72444477994048
392,10,10,64,4,3,3,1024,0.2,64,99.95554053594368
393,10,10,64,4,3,4,512,0.1,32,166.875448952829
394,10,10,64,4,3,4,512,0.1,64,94.51581121284966
395,10,10,64,4,3,4,512,0.2,32,206.48749761292663
396,10,10,64,4,3,4,512,0.2,64,118.40404132375028
397,10,10,64,4,3,4,1024,0.1,32,102.17143345269628
398,10,10,64,4,3,4,1024,0.1,64,113.88061949921278
399,10,10,64,4,3,4,1024,0.2,32,97.11900709353309
400,10,10,64,4,3,4,1024,0.2,64,126.2670878631127
401,10,10,64,4,4,3,512,0.1,32,84.39511576783941
402,10,10,64,4,4,3,512,0.1,64,92.9427891480362
403,10,10,64,4,4,3,512,0.2,32,78.3040285019058
404,10,10,64,4,4,3,512,0.2,64,120.70926693408074
405,10,10,64,4,4,3,1024,0.1,32,134.1377800818671
406,10,10,64,4,4,3,1024,0.1,64,92.95988230179152
407,10,10,64,4,4,3,1024,0.2,32,113.9263025140794
408,10,10,64,4,4,3,1024,0.2,64,73.90808595987163
409,10,10,64,4,4,4,512,0.1,32,74.85460778700008
410,10,10,64,4,4,4,512,0.1,64,140.12188923943955
411,10,10,64,4,4,4,512,0.2,32,109.49140592161444
412,10,10,64,4,4,4,512,0.2,64,73.73931415600624
413,10,10,64,4,4,4,1024,0.1,32,147.59091279540905
414,10,10,64,4,4,4,1024,0.1,64,122.431576909971
415,10,10,64,4,4,4,1024,0.2,32,133.22066087109678
416,10,10,64,4,4,4,1024,0.2,64,72.16368012716016
417,10,10,64,8,3,3,512,0.1,32,87.98369724181994
418,10,10,64,8,3,3,512,0.1,64,95.19541885047892
419,10,10,64,8,3,3,512,0.2,32,74.19186466894664
420,10,10,64,8,3,3,512,0.2,64,87.95025408088254
421,10,10,64,8,3,3,1024,0.1,32,123.42790156114064
422,10,10,64,8,3,3,1024,0.1,64,87.29709279779972
423,10,10,64,8,3,3,1024,0.2,32,120.70792619073428
424,10,10,64,8,3,3,1024,0.2,64,101.99098350841774
425,10,10,64,8,3,4,512,0.1,32,119.4597543021714
426,10,10,64,8,3,4,512,0.1,64,83.8326316829895
427,10,10,64,8,3,4,512,0.2,32,204.1468565886903
428,10,10,64,8,3,4,512,0.2,64,126.72483196341642
429,10,10,64,8,3,4,1024,0.1,32,103.6035593881162
430,10,10,64,8,3,4,1024,0.1,64,111.41264310608028
431,10,10,64,8,3,4,1024,0.2,32,98.61029054439882
432,10,10,64,8,3,4,1024,0.2,64,102.19484624621158
433,10,10,64,8,4,3,512,0.1,32,75.43590596592145
434,10,10,64,8,4,3,512,0.1,64,71.31714581940632
435,10,10,64,8,4,3,512,0.2,32,114.1701859708688
436,10,10,64,8,4,3,512,0.2,64,128.82901558612926
437,10,10,64,8,4,3,1024,0.1,32,113.5048166236203
438,10,10,64,8,4,3,1024,0.1,64,93.96120345469107
439,10,10,64,8,4,3,1024,0.2,32,133.56101513749832
440,10,10,64,8,4,3,1024,0.2,64,99.2940426874481
441,10,10,64,8,4,4,512,0.1,32,99.10620459193576
442,10,10,64,8,4,4,512,0.1,64,146.23211827702616
443,10,10,64,8,4,4,512,0.2,32,134.8055024165338
444,10,10,64,8,4,4,512,0.2,64,75.1577521470282
445,10,10,64,8,4,4,1024,0.1,32,144.58299257807963
446,10,10,64,8,4,4,1024,0.1,64,108.57067465899404
447,10,10,64,8,4,4,1024,0.2,32,70.92222796339524
448,10,10,64,8,4,4,1024,0.2,64,136.8905978288586
449,10,10,128,4,3,3,512,0.1,32,77.7954251493576
450,10,10,128,4,3,3,512,0.1,64,103.63683293775205
451,10,10,128,4,3,3,512,0.2,32,78.4338680287042
452,10,10,128,4,3,3,512,0.2,64,133.8029971003928
453,10,10,128,4,3,3,1024,0.1,32,77.17729809262765
454,10,10,128,4,3,3,1024,0.1,64,85.23204765886787
455,10,10,128,4,3,3,1024,0.2,32,76.7023421216657
456,10,10,128,4,3,3,1024,0.2,64,83.0656398096037
457,10,10,128,4,3,4,512,0.1,32,72.08439937014745
458,10,10,128,4,3,4,512,0.1,64,76.32624287835455
459,10,10,128,4,3,4,512,0.2,32,70.51246685553716
460,10,10,128,4,3,4,512,0.2,64,101.7192253132572
461,10,10,128,4,3,4,1024,0.1,32,93.5019485996894
462,10,10,128,4,3,4,1024,0.1,64,172.6339129596604
463,10,10,128,4,3,4,1024,0.2,32,77.47260815735889
464,10,10,128,4,3,4,1024,0.2,64,147.65799932041185
465,10,10,128,4,4,3,512,0.1,32,119.4105436874132
466,10,10,128,4,4,3,512,0.1,64,71.49069991217414
467,10,10,128,4,4,3,512,0.2,32,112.28029655273754
468,10,10,128,4,4,3,512,0.2,64,73.3808331440967
