in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
30,19,64,4,8,4,512,280,0.05160906043089421,3.152909338004735e-05,True,25.16794361323252
28,18,64,4,8,4,512,284,0.03472701669652804,4.489688924248801e-05,True,18.08876407933637
24,21,64,4,7,4,512,341,0.07336972602182669,4.1290307060409664e-05,True,11.992274950625575
24,24,64,4,6,5,512,336,0.02310930739508107,3.98497126589614e-05,True,30.47207036731815
27,21,64,4,7,3,512,341,0.019151618950328894,3.548988167112938e-05,True,19.562409429816533
20,20,64,4,6,4,256,109,0.07467361596689318,3.328371655451179e-05,False,46.535071534166605
26,15,32,2,2,5,512,320,0.2710723639071746,4.061824278742673e-05,True,31.709693363631974
13,12,128,8,7,5,512,342,0.16671732951909218,2.539153516766323e-05,True,123.50799686401352
24,24,64,4,3,3,1024,254,0.03947525310382448,4.5242965545485835e-05,True,53.886340724962245
28,22,32,4,6,7,256,290,0.23632101796911445,3.626743899078847e-05,False,32.168176863853034
30,17,64,4,8,4,512,224,0.06780887617392889,4.771794868932048e-05,True,26.706674619357447
27,19,64,4,8,4,512,309,0.05195382549043949,4.1068013495985925e-05,True,24.21915108193503
29,21,64,4,7,4,512,257,0.03089552526920305,4.6964156072702044e-05,True,16.807109443884038
25,21,64,2,7,3,512,247,0.02969921437850604,3.7782655920710485e-05,True,22.425499642534046
18,25,64,4,7,4,512,198,0.011616732481519843,3.0380765841991027e-05,True,17.84124635107783
29,20,128,4,7,5,512,351,0.08928804471339556,4.652581304686245e-05,True,50.428503680145475
26,23,64,4,6,4,512,312,0.034424161353683355,4.2843930785278974e-05,True,14.381088333828396
23,28,64,4,6,2,256,364,0.001672369415687685,2.8621448192206875e-05,False,28.571536767815388
10,23,32,8,6,3,512,308,0.04505204496088755,4.263617996025379e-05,True,20.09342118664214
26,24,64,2,6,6,512,321,0.1073816972249784,3.403598594015595e-05,True,20.17217866888041
28,21,64,4,7,4,512,292,0.03350471709066931,4.223424012358275e-05,True,16.2937186697906
28,22,64,4,7,4,512,281,0.022506646959988698,3.9399063031268756e-05,True,13.694262486613509
27,26,64,4,7,4,512,287,0.08143529318565587,4.170837581111409e-05,True,27.191289717429758
28,23,64,4,7,5,512,237,0.06307759073718555,3.965409909479624e-05,True,27.002387813305294
25,20,64,4,5,4,512,328,0.017714957112427293,1.2927659275418034e-05,True,35.55437112121804
26,22,128,4,6,4,512,280,0.038883719695943786,4.3339197787762e-05,True,19.370351282927775
24,16,64,4,7,5,1024,348,0.02736316917587905,3.590848266682254e-05,True,16.372088717299814
29,25,64,4,7,5,512,312,0.05212618007466145,3.8439539519442443e-05,False,15.447380772111943
29,26,64,4,6,6,512,312,0.054703418076534706,3.871736442934289e-05,False,19.867803076813445
30,28,64,4,7,5,512,133,0.08192652947796998,3.185560872218325e-05,False,15.03611079439712
30,29,64,4,7,6,512,103,0.08063391167598144,3.2162632764986385e-05,False,14.79524760612014
30,29,64,4,7,7,512,112,0.09779459692094522,3.2917786818960466e-05,False,15.652662174901048
27,26,64,4,8,6,512,91,0.08191133412278465,3.15836611824859e-05,False,14.73367948363293
27,29,64,4,8,7,512,82,0.12462070136103967,2.8234967640495326e-05,False,35.372698038578285
28,27,64,8,8,6,512,74,0.06820547529389756,3.4773044498070234e-05,False,16.616163085734044
26,26,64,4,8,6,512,90,0.0975530580476473,2.1489916665126594e-05,False,26.751389837829603
27,19,64,4,8,8,256,49,0.10989356353169671,3.7368662387769796e-05,False,32.20416127456859
22,30,32,4,6,6,512,54,0.07678127078990242,3.1152884314851444e-05,False,13.926894534032849
23,25,32,2,5,6,1024,33,0.04520716446233393,2.447870513609233e-05,False,29.566570429557675
22,30,32,4,4,5,512,59,0.132100473020373,3.0738401507932183e-05,False,31.09789751422615
26,28,32,4,6,6,512,97,0.07560719749889512,2.7304540149720875e-05,False,12.620354059449904
22,28,32,4,5,7,512,22,0.16074237057317292,2.7410697821451878e-05,False,35.016823015495916
25,30,32,4,6,6,512,64,0.06738427100516096,3.394956522634409e-05,False,18.926059378014564
