date,price,sen,volume,trend
2018-01-04,15976.365194174,-0.31032811851031433,4217387187.5256386,28.583750215628775
2018-01-05,18336.9229801691,-0.1954077253218885,6275687595.940333,27.548732102811798
2018-01-06,18343.6624934071,-0.10539314924285376,4240919830.5153003,24.443677764360878
2018-01-07,17039.8739138488,-0.3250247606470783,3044989246.796485,24.443677764360878
2018-01-08,15900.3650216006,-0.34416948223906496,5752981089.536744,24.443677764360878
2018-01-09,15604.7234082405,-0.1678034947884734,4214092201.8070655,26.513713989994823
2018-01-10,15509.2701268168,-0.17318677247043573,4969472882.941215,26.513713989994823
2018-01-11,14050.5696063543,-0.24198205228248154,5833888113.053883,31.688804554079695
2018-01-12,14759.294629915,-0.16315355504344706,4021952802.5976954,25.47869587717785
2018-01-13,15193.3148979847,-0.24718070149474625,3134247725.132476,21.338623425909955
2018-01-14,14476.5889713691,-0.3012095200936403,3336056550.553205,19.268587200276006
2018-01-15,14411.9977069182,-0.03144433739160907,3222958351.447812,20.30360531309298
2018-01-16,11723.9135206658,-0.3436156730123329,9677283153.059654,42.03898568224944
2018-01-17,11415.3928442768,-0.27646479900444376,10225958520.621689,57.564257374504045
2018-01-18,11569.4249920858,-0.2370682111754657,6558304864.2233305,41.00396756943246
2018-01-19,11758.4693327652,-0.21815359327915265,4208563477.4581575,28.583750215628775
2018-01-20,13260.2711872786,-0.13668877617375477,4520485016.427376,22.37364153872693
2018-01-21,11703.5048628599,-0.32403433476394855,4319501969.014785,21.338623425909955
2018-01-22,10991.5950130802,-0.24387911672485496,5012581424.290013,24.443677764360878
2018-01-23,10894.0009053405,-0.09261868099465981,4779406610.509539,23.408659651543903
2018-01-24,11277.1159704489,-0.33848554878597803,3582338295.944433,21.338623425909955
2018-01-25,11225.2544568853,-0.0918805290356487,3204496193.302373,20.30360531309298
2018-01-26,11044.9072365744,-0.15665236051502152,4616389063.310399,21.338623425909955
2018-01-27,11456.2135062799,-0.0858369098712447,2894314081.3753986,17.198550974642057
2018-01-28,11665.6969300847,-0.09470329726812476,2682886340.599035,15.128514749008108
2018-01-29,11157.6638878978,-0.628755364806867,2345235501.178288,16.163532861825082
2018-01-30,11095.2106891266,-0.2645404765428445,2321424679.531806,19.268587200276006
2018-01-31,9989.68977659669,-0.31782897692939377,3804947187.2286944,20.30360531309298
2018-02-01,10114.495086226,-0.3465558296379736,3225562144.838607,26.513713989994823
2018-02-02,9070.55544937356,-0.27968997063474144,4769515274.345698,35.82887700534759
2018-02-03,8830.16351005472,-0.18549851436117537,6813550017.173829,23.408659651543903
2018-02-04,8994.91486607664,-0.29752443740922674,3422042094.7330213,19.268587200276006
2018-02-05,8315.51749143615,-0.2971564553663829,3337096341.0061126,36.863895118164564
2018-02-06,6852.05270051491,-0.27733207964937295,5313588642.981379,48.249094359151286
2018-02-07,7711.2203289411,-0.12410889648650619,9152685412.95559,27.548732102811798
2018-02-08,7611.61027778882,-0.3245415528677332,4862232217.401406,23.408659651543903
2018-02-09,8208.57208449673,-0.006671482598903711,3190753947.378832,19.268587200276006
2018-02-10,8650.71675042998,-0.22503080109936238,2960039948.907384,15.128514749008108
2018-02-11,8574.67763849023,-0.3878577722195379,3371677737.5319858,14.093496636191134
2018-02-12,8168.63777979963,-0.049808331529145156,2806997176.95887,15.128514749008108
2018-02-13,8911.3985742083,-0.10497886714861543,3069219870.565569,14.093496636191134
2018-02-14,8518.26907619091,0.014003678724708701,2551515988.2160945,15.128514749008108
2018-02-15,9428.02560716167,0.011494942825414856,3282094240.879327,15.128514749008108
2018-02-16,10112.5801434467,-0.09057510729613738,4332356645.963475,14.093496636191134
2018-02-17,10155.2770555258,0.06397374400403932,3141038601.332415,12.023460410557185
2018-02-18,11006.647685962,-0.05573770491803287,3699819140.1747103,13.05847852337416
2018-02-19,10523.429305801,-0.12146245441931014,4740378626.743881,12.023460410557185
2018-02-20,11103.0900361497,-0.02565926877969299,3486171704.866562,14.093496636191134
2018-02-21,11502.3770496396,-0.17881650997406207,4225354045.1790047,14.093496636191134
2018-02-22,9973.59211951887,-0.1675299689211189,4574800113.397884,13.05847852337416
2018-02-23,10032.863112314,-0.26795345527988806,4626064156.354444,9.953424184923236
2018-02-24,10301.883609336,-0.3871095785060409,4009462976.493817,8.918406072106261
2018-02-25,9742.62819006538,-0.4926616477872371,3465387501.6656966,7.883387959289288
2018-02-26,9699.51718151529,-0.1925666107492212,2743650277.5619,9.953424184923236
2018-02-27,10355.5781264856,-0.3273027401782767,3646748812.403751,9.953424184923236
2018-02-28,10709.3884310463,-0.4170431443415406,3398119467.1062694,8.918406072106261
2018-03-01,10346.664931035,-0.12195121951219523,3182259829.3149323,8.918406072106261
2018-03-02,10859.5521943893,0.07306605254893744,2892166041.0523987,8.918406072106261
2018-03-03,11098.0758092511,0.03964501345748156,3031487197.1333075,8.918406072106261
2018-03-04,11356.0416016724,-0.2804414469650522,3019436740.238814,6.8483698464723135
2018-03-05,11286.6762891691,-0.23901139558975884,2580256309.470718,7.883387959289288
2018-03-06,11526.4209302906,-0.19519220758187483,2693945511.0085077,8.918406072106261
2018-03-07,10727.716249205,-0.40141433683004485,3618749298.786025,9.953424184923236
2018-03-08,9999.68248604677,-0.35500158806427184,4896773758.150409,9.953424184923236
2018-03-09,9420.85488958591,-0.30262644516089293,4028135943.9580393,12.023460410557185
2018-03-10,9276.33759031006,-0.388230671583147,5476476288.950579,7.883387959289288
2018-03-11,8890.86580399612,-0.2346727745780427,3260891795.801318,7.883387959289288
2018-03-12,9512.45611286134,-0.45860277870967003,3876612721.9476624,8.918406072106261
2018-03-13,9232.70587979953,-0.19428156924378898,4019736166.690967,7.883387959289288
2018-03-14,9216.53097626842,-0.36147243314625294,3628990704.0064235,9.953424184923236
2018-03-15,8307.22338626638,-0.2525367364920559,4020163253.1929836,12.023460410557185
2018-03-16,8359.36528334063,-0.2575965665236052,4571407139.639841,8.918406072106261
2018-03-17,8520.00815917187,-0.27937548578959825,3070872383.1616874,6.8483698464723135
2018-03-18,8063.4097921227,-0.34571253394061496,2591898944.228953,9.953424184923236
2018-03-19,8217.84219996114,-0.12991316498652566,4330642347.54297,8.918406072106261
2018-03-20,8640.52143024258,-0.26323660462781817,4276409099.7044716,8.918406072106261
2018-03-21,8926.82049620007,-0.12945403732907484,3554700592.279649,7.883387959289288
2018-03-22,8970.31790627893,-0.3651323149523016,3081152046.0236883,7.883387959289288
2018-03-23,8736.38576909829,-0.24345839678803827,2931676659.5938525,6.8483698464723135
2018-03-24,8824.59283177853,-0.3044401092469763,2877067842.098429,5.813351733655339
2018-03-25,8621.15079225785,-0.24459094730321673,2444371384.2694945,4.778333620838365
2018-03-26,8478.63819558905,-0.3444885098060521,2066020545.3926063,8.918406072106261
2018-03-27,8186.19606281355,-0.32174292572925006,2972024162.97679,7.883387959289288
2018-03-28,7836.76304425289,-0.21729299696430449,2653185409.403986,6.8483698464723135
2018-03-29,7930.77954092755,-0.28139930358733506,2033730316.7590542,8.918406072106261
2018-03-30,7126.89519256736,-0.26053663506962677,3680239216.3167896,10.98844229774021
2018-03-31,6897.26857786945,-0.31930618132602007,4264255594.746104,6.8483698464723135
2018-04-01,6975.27531402076,-0.24095646842427965,2565052340.2323847,7.883387959289288
2018-04-02,6836.57232729678,-0.25800978141531095,2649647152.1697764,8.918406072106261
2018-04-03,7080.41723231299,-0.2020427011463031,2253363912.1674647,7.883387959289288
2018-04-04,7464.35609406668,-0.33448674689582003,2762080502.6107836,6.8483698464723135
2018-04-05,6845.31597826858,-0.3293276108726753,2544238382.121464,7.883387959289288
2018-04-06,6855.42230460675,-0.26696945706071096,2568972345.7027025,8.918406072106261
2018-04-07,6628.75445585626,-0.3652643050304735,1840465005.5711513,5.813351733655339
2018-04-08,6884.47723505995,-0.14186289293585436,1856418405.5749633,4.778333620838365
2018-04-09,6984.8089659738,-0.5006930040050853,1413593787.1878273,6.8483698464723135
2018-04-10,6778.4915700774,-0.2568457958048722,2437632634.2860556,6.8483698464723135
2018-04-11,6829.31650379539,-0.21974248927038634,1550558592.492434,5.813351733655339
2018-04-12,6925.10199547663,-0.10557939914163095,1586992258.3407943,7.883387959289288
2018-04-13,7836.39699399927,-0.14622855395387593,4980342880.0008135,7.883387959289288
2018-04-14,7845.75284010594,-0.1598712446351932,3910297535.1571007,5.813351733655339
2018-04-15,7897.71993085806,-0.1119666750820501,2294693915.2394795,4.778333620838365
2018-04-16,8258.06708369755,-0.12086390696386551,2350690710.8285303,5.813351733655339
2018-04-17,8030.99926195254,-0.2064854554124941,2754142166.1939588,5.813351733655339
2018-04-18,7873.63551010255,-0.19895374753633338,2491337660.023414,5.813351733655339
2018-04-19,8097.41823310301,-0.010291670316195212,2326968646.2908115,5.813351733655339
2018-04-20,8277.46063916253,-0.019756677189373295,2422027692.486585,5.813351733655339
2018-04-21,8499.45000871487,-0.08081763293809568,2961030105.150343,4.778333620838365
2018-04-22,8878.42826029723,-0.19494014004969512,3214807963.4541373,4.778333620838365
2018-04-23,8769.01199947348,-0.10992463601453895,2503340749.6093006,5.813351733655339
2018-04-24,8881.39170434545,0.10729613733905574,2205498227.200402,7.883387959289288
2018-04-25,9716.48975733072,-0.1011808134492651,4398198651.199843,6.8483698464723135
2018-04-26,8825.2025000693,0.010729613733905519,5523433548.358508,4.778333620838365
2018-04-27,9221.86802618436,-0.06796655320408473,3847600029.5564957,4.778333620838365
2018-04-28,8940.38112200719,-0.28488003940054885,2839339948.818213,3.7433155080213902
2018-04-29,9249.65952508923,-0.1723489415055216,3006508147.8120923,3.7433155080213902
2018-04-30,9325.62885104679,-0.2623803235391219,2827554754.4722853,4.778333620838365
2018-05-01,9198.18950997327,-0.20890697285547077,2508704421.0187726,3.7433155080213902
2018-05-02,9024.3875117766,-0.13101040226958616,2661071473.28962,3.7433155080213902
2018-05-03,9122.65301383019,0.0880850194154914,2179558786.4918017,4.778333620838365
2018-05-04,9551.13518381566,-0.18695697686590607,1228125377.9488525,4.390201828531999
2018-05-05,9634.53822597227,-0.17404803214318335,2695999383.5138526,4.519579092634122
2018-05-06,9766.24448548887,-0.1709763948497855,2617990803.561576,3.8726927721235116
2018-05-07,9583.87174550137,-0.06907441898129413,2626417557.0669236,4.648956356736243
2018-05-08,9308.26502572185,-0.10669165205827247,2767085706.197567,4.2608245644298774
2018-05-09,9149.51783314723,0.09987633665527018,2455200521.7337303,4.2608245644298774
2018-05-10,9248.96039558449,-0.09352878880775883,2363841215.4382,4.002070036225634
2018-05-11,8969.94037574258,-0.2428253787682921,2359598426.330252,5.425219941348973
2018-05-12,8405.5605632418,-0.05975227378860998,3726075355.3037004,3.4845609798171475
2018-05-13,8480.58037612559,-0.36155098416457015,2995955136.9111686,3.225806451612904
2018-05-14,8683.9862031429,-0.23593391733788002,2283320839.5720086,4.002070036225634
2018-05-15,8696.97400387283,-0.3682004192035134,3143239503.891285,4.002070036225634
2018-05-16,8473.34864905366,-0.1984978540772533,2586241489.8424945,4.002070036225634
2018-05-17,8343.1252216955,-0.12067659681898518,2772906142.3921065,3.3551837157150253
2018-05-18,8056.05319237475,-0.047325776092688565,2173653717.1690426,3.613938243919268
2018-05-19,8202.82540955214,-0.03144433739160907,2127912775.3863177,2.449542867000173
2018-05-20,8180.62700991409,-0.13360099681572762,1672351902.7302613,2.837674659306538
2018-05-21,8443.26024591542,-0.2931330472103005,1660868681.4973857,3.3551837157150253
2018-05-22,8354.99633591748,-0.13171734268270574,1711697912.2659817,3.8726927721235116
2018-05-23,8009.2995067828,-0.15067171191304576,1895031387.309464,4.907710884940488
2018-05-24,7556.31604292077,-0.22719863618010802,2777184892.7350817,4.907710884940488
2018-05-25,7563.43546544346,-0.34995940146154747,2602938656.909345,3.8726927721235116
2018-05-26,7472.02260174872,-0.5049851436117532,1959178260.217828,2.0614110746938072
2018-05-27,7328.87167436352,-0.4606528039529323,1289488237.4471545,2.7082973952044167
2018-05-28,7326.64394017867,-0.28416742134897827,1247227035.27444,3.225806451612904
2018-05-29,7111.06892466996,-0.2639564163881983,1770692328.4028218,3.613938243919268
2018-05-30,7451.2308372653,-0.29553416077021233,2224251684.1663904,3.0964291875107817
2018-05-31,7380.8515577098,-0.31229487503155773,1772428207.794572,3.0964291875107817
2018-06-01,7460.16694986577,-0.12285407725321895,1714862985.0808516,2.449542867000173
2018-06-02,7487.07630453815,-0.0702507341314661,1637953742.8095627,2.0614110746938072
2018-06-03,7567.51293761927,-0.022111153365567515,1531230053.8451543,2.320165602898051
2018-06-04,7639.87944568278,-0.3382818546401183,1432775393.8161438,2.7082973952044167
2018-06-05,7463.65499554503,-0.10386266094420604,1643488925.3602982,2.5789201311022945
2018-06-06,7569.01133988542,-0.4079132859246265,1754013549.8288014,2.5789201311022945
2018-06-07,7605.57848860797,-0.13438401463448965,1562705992.3836496,2.449542867000173
2018-06-08,7613.77739337755,-0.2724440002351697,1459894514.226805,2.320165602898051
2018-06-09,7561.16610052452,-0.3464377682403434,1362045102.4224646,1.4145247541831987
2018-06-10,7415.00137858946,-0.2700483255043764,1102262799.2103968,3.8726927721235116
2018-06-11,6767.49948454925,-0.29828326180257514,2788497500.7839518,6.460238054165948
2018-06-12,6880.13364875604,-0.25143207497591313,1973448735.786416,3.8726927721235116
2018-06-13,6581.82807522796,-0.3045438437610742,2060764062.9813228,5.425219941348973
2018-06-14,6334.09890642618,-0.27960578604355435,2571112868.4509044,4.907710884940488
2018-06-15,6644.72067973844,-0.4801413226471914,2354179149.4928327,3.225806451612904
2018-06-16,6406.80704950998,-0.6014642766978037,1740752641.6341267,2.320165602898051
2018-06-17,6478.81592433021,-0.6242684354272338,1306649275.5030081,2.1907883387959295
2018-06-18,6418.85000188746,-0.42824570815450647,1120785833.1800666,3.3551837157150253
2018-06-19,6677.53340291194,-0.052402049010106644,1750367371.2555826,2.9670519234086603
2018-06-20,6708.68182027534,-0.7209735712672238,1649449915.2393851,2.9670519234086603
2018-06-21,6714.37546123014,0.018436801063894004,1626421446.364752,2.7082973952044167
2018-06-22,6690.832151608,-0.2799013788695097,1400178395.5280418,3.613938243919268
2018-06-23,6088.57944239075,-0.5779474880080788,2932411240.2020984,3.225806451612904
2018-06-24,6169.43726386169,-0.3161659513590845,1635692582.8272383,4.002070036225634
2018-06-25,6159.70719379414,-0.18774652047748958,2452039491.998072,3.4845609798171475
2018-06-26,6241.84871170546,-0.29960492283204965,4326984848.152794,2.837674659306538
2018-06-27,6069.87260616628,-0.27796503716110127,3248018159.5091834,2.449542867000173
2018-06-28,6117.03640962264,-0.28994750611288755,2057221707.976688,2.5789201311022945
2018-06-29,5879.98897440643,-0.30006392110309565,1928320709.0794477,4.002070036225634
2018-06-30,6182.25674792295,-0.4490242124868411,2341618860.2006936,3.0964291875107817
2018-07-01,6366.49946751097,-0.4214592274678112,2086842501.722632,2.320165602898051
2018-07-02,6312.87724313135,-0.3713345840507826,2601785821.8298526,2.9670519234086603
2018-07-03,6595.5473128085,0.08367618765724433,3392521918.1209335,2.837674659306538
2018-07-04,6497.60735494217,-0.25605758507654364,3013786718.6534033,2.5789201311022945
2018-07-05,6562.7217371211,-0.3235260899028688,3111969366.0956326,2.837674659306538
2018-07-06,6537.74087162192,-0.24831934368946795,3315114737.710066,2.320165602898051
2018-07-07,6603.29470396542,-0.2635193133047211,4742128037.640009,0.8970156977747115
2018-07-08,6759.83608914527,-0.02349220691213022,6047929422.833753,1.9320338105916859
2018-07-09,6700.63547905209,-0.0786140479430546,5015170529.876131,2.320165602898051
2018-07-10,6648.256795903321,-0.2281366701967561,5246420831.047288,2.449542867000173
2018-07-11,6303.380664729323,-0.059999423913356664,4358427107.61466,2.1907883387959295
2018-07-12,6373.234804689936,-0.5206854188936931,3969169303.744414,2.837674659306538
2018-07-13,6230.5901971047815,-0.33500973700629605,3534743492.203714,2.449542867000173
2018-07-14,6248.397313033797,-0.7834323989440983,3951261052.820787,1.2851474900810764
2018-07-15,6246.13741162634,-0.35284598606909173,3709146622.835988,1.2851474900810764
2018-07-16,6349.695836710773,-0.13404531390358326,2857367439.538571,2.5789201311022945
2018-07-17,6741.6919602852695,-0.13404531390358326,4559363479.1402855,4.390201828531999
2018-07-18,7303.373059795855,-0.10574530241281066,6194130741.142913,5.1664654131447305
2018-07-19,7334.771372076191,-0.037628505838906146,4843025304.5135565,3.613938243919268
2018-07-20,7442.800738748321,-0.04133958949498551,4107857510.670374,3.4845609798171475
2018-07-21,7331.871523239401,-0.0012262415695892814,3727831730.875354,2.449542867000173
2018-07-22,7379.137271821949,-0.06156335748962222,2892881147.245292,2.0614110746938072
2018-07-23,7395.8664054401,0.14272546591007285,5717881945.865358,3.4845609798171475
2018-07-24,7704.99567890457,0.07188841201716734,6202101797.69894,6.072106261859582
2018-07-25,8422.37392335148,-0.012634421565318077,5592076817.676129,5.295842677246852
2018-07-26,8144.553482041877,-0.13476394849785414,4086880124.497768,4.131447300327755
2018-07-27,7929.079243602936,-0.15900025246149968,3429994449.907072,3.8726927721235116
2018-07-28,8145.333168120666,-0.14278639815120509,3624913497.9544983,2.7082973952044167
2018-07-29,8192.13570223742,0.005696449473273413,3659115450.6126037,2.837674659306538
2018-07-30,8197.593575814208,0.06533809538101382,2598593361.850844,3.3551837157150253
2018-07-31,8185.921138302329,-0.24894998967202964,3497813384.6209693,3.4845609798171475
2018-08-01,7738.249304586212,0.028062066688676057,4675498855.415108,3.225806451612904
2018-08-02,7612.300753683117,0.15645727662895037,11591125727.422794,3.225806451612904
2018-08-03,7540.633150617145,0.02058744635193127,6834800615.470859,3.0964291875107817
2018-08-04,7411.66638248389,-0.18914063279768448,5580835718.27458,2.9670519234086603
2018-08-05,7009.012011793916,-0.15164520743919893,5952900997.745494,2.837674659306538
2018-08-06,7036.60933127318,-0.24192900484154006,5989412029.067531,3.225806451612904
2018-08-07,6926.116778774001,-0.4067671424293842,6927841831.688437,3.225806451612904
2018-08-08,6711.73242235858,-0.43978847997914594,6729676123.905343,4.907710884940488
2018-08-09,6259.527709667595,-0.20582359035074743,6834119514.685925,3.7433155080213902
2018-08-10,6531.249786737056,-0.40609403219855134,5843796067.332067,3.4845609798171475
2018-08-11,6166.590417501742,-0.48649330977026006,6731245061.318041,3.3551837157150253
2018-08-12,6205.218479944854,-0.34292317124935157,5708911347.302448,2.449542867000173
2018-08-13,6318.407221774424,-0.5986601067727416,5507023282.246057,3.225806451612904
2018-08-14,6283.99625058153,-0.4251796965704372,5381627198.227136,4.778333620838365
2018-08-15,6212.2260400556115,-0.281979822752355,7179484727.419351,4.131447300327755
2018-08-16,6267.76870877378,-0.3819742489270387,6619548180.387301,2.9670519234086603
2018-08-17,6309.385226218996,-0.021056866952789743,5982589406.965,2.837674659306538
2018-08-18,6566.715163377382,-0.5205917267829423,6206194158.951437,1.9320338105916859
2018-08-19,6382.0605914076095,-0.4961986511342735,5616965845.869809,1.4145247541831987
2018-08-20,6475.494019667379,-0.3819742489270387,5160365103.111909,2.7082973952044167
2018-08-21,6242.8824384007985,-0.32538749624121815,5578292470.702208,2.9670519234086603
2018-08-22,6467.271730309675,-0.37281536215211725,5658517103.312642,3.613938243919268
2018-08-23,6336.6563271087025,-0.3005929954460571,6759411527.692144,2.837674659306538
2018-08-24,6521.065718268509,-0.21434934002753264,6096332849.286637,2.320165602898051
2018-08-25,6684.379144206679,-0.21434934002753264,6913767387.863615,1.6732792823874423
2018-08-26,6736.036057516459,-0.7532509128178848,5280060347.564506,1.155770225978955
2018-08-27,6728.2880026290095,-0.026609442060085864,5215045899.16829,2.320165602898051
2018-08-28,6911.096028949572,-0.3585949853173707,5444349729.346103,3.4845609798171475
2018-08-29,7075.9834051051,-0.3241913535015179,6246602891.545194,3.225806451612904
2018-08-30,7046.748947280631,-0.21221399086957715,5976493148.705724,2.5789201311022945
2018-08-31,7024.14510718162,-0.29736358062538326,6587864491.268964,2.7082973952044167
2018-09-01,7027.631279401852,-0.32070445463963304,5959884320.762271,2.320165602898051
2018-09-02,7211.270767868822,-0.537836006324825,6257915213.839819,2.1907883387959295
2018-09-03,7305.272801003753,-0.20429184549356227,6640164154.549976,2.449542867000173
2018-09-04,7260.897516647864,0.10104587691153788,4511643009.568316,2.837674659306538
2018-09-05,7359.462992923027,-0.39043531575720425,5344233220.454348,4.648956356736243
2018-09-06,6764.926773778225,-0.2223792757831976,7036065651.078336,5.037088149042607
2018-09-07,6498.2796126096555,-0.39873673981698926,6558109770.577363,3.225806451612904
2018-09-08,6397.81887024023,-0.14506437768240352,4422971841.981781,2.320165602898051
2018-09-09,6181.19445075213,-0.016157535975763804,3851077568.004001,2.1907883387959295
2018-09-10,6260.764806062476,-0.08796739432488349,4174629547.594032,2.5789201311022945
2018-09-11,6308.135474616629,-0.24981378356329592,4504626593.565221,2.837674659306538
2018-09-12,6278.917069628559,-0.23010894684714434,5001529025.0324745,3.4845609798171475
2018-09-13,6330.574238022664,-0.3594828054544467,5026516732.831187,3.225806451612904
2018-09-14,6486.461630393616,-0.03393655148002306,4987196751.843109,2.449542867000173
2018-09-15,6500.01225461663,-0.42531142049617926,5350596522.1363,1.54390201828532
2018-09-16,6530.221146234664,-0.0012262415695892814,4295951323.506035,1.155770225978955
2018-09-17,6506.248493217292,-0.219098712446352,4715407407.2624035,2.320165602898051
2018-09-18,6250.121727322729,-0.021056866952789743,4600931272.400568,2.0614110746938072
2018-09-19,6347.069255451608,0.031596862512949464,4472798160.224327,2.1907883387959295
2018-09-20,6383.753841158382,-0.20946706112754704,5380977505.120019,2.1907883387959295
2018-09-21,6491.885242276883,-0.1551456487991965,5059042419.562756,2.9670519234086603
2018-09-22,6753.8344721403255,-0.28845719448836693,5931455399.756281,1.8026565464895636
2018-09-23,6747.032172960024,-0.3819742489270387,5159534298.571353,1.4145247541831987
2018-09-24,6711.029451815934,0.15107296137339044,4322794079.140574,2.0614110746938072
2018-09-25,6596.187313045577,-0.23501887766626875,4626497701.607775,2.1907883387959295
2018-09-26,6441.311544542553,-0.36200993393451325,4580781824.213022,2.449542867000173
2018-09-27,6462.795635292239,-0.2228556786881046,3788299697.410916,2.0614110746938072
2018-09-28,6704.704245729721,0.0684881823127606,4690261094.515134,1.9320338105916859
2018-09-29,6634.765964572905,-0.48649330977026006,3140320712.2600975,0.8970156977747115
2018-09-30,6606.073795422076,-0.36003814973772064,2294291064.4914503,1.155770225978955
2018-10-01,6626.037956098487,-0.2510503727128982,1908960742.721659,1.4145247541831987
2018-10-02,6598.841259755177,0.05064377682403426,1893760872.9018476,1.54390201828532
2018-10-03,6524.60769791521,-0.051402335562431456,2035903501.1612606,1.6732792823874423
2018-10-04,6499.262379115219,-0.4560085836909872,2247969611.1974277,1.4145247541831987
2018-10-05,6578.701809284849,-0.18454935622317603,2059404665.1894457,1.4145247541831987
2018-10-06,6621.189363919919,-0.3339519777288018,1840911129.5584166,0.5088839054683465
2018-10-07,6589.124681678888,-0.05891533359344525,1464404365.51708,0.12075211316198065
2018-10-08,6584.832153052514,-0.30731777689616624,1499424737.458561,1.0263929618768328
2018-10-09,6653.089450830426,-0.1180894913525688,2081626437.4631693,1.54390201828532
2018-10-10,6633.745729917172,-0.3364146583030704,1741398466.9025888,1.8026565464895636
2018-10-11,6582.455082387102,-0.2506818325968837,2070407901.7011054,3.3551837157150253
2018-10-12,6234.367641454442,-0.13568180852420011,3581191342.767335,2.0614110746938072
2018-10-13,6285.592982799844,-0.23982832618025757,2295615181.287238,1.0263929618768328
2018-10-14,6314.883384422573,-0.5539249619271771,1851879464.8516304,0.8970156977747115
2018-10-15,6328.554760034424,-0.3136348629910862,1847113723.7353718,2.5789201311022945
2018-10-16,6659.87550840943,-0.20229541399430975,6217858944.018429,1.9320338105916859
2018-10-17,6635.125667516839,-0.3369913619818548,2746546151.2501135,1.9320338105916859
2018-10-18,6635.741832487943,-0.18233109900178432,2820354466.330306,1.2851474900810764
2018-10-19,6517.511087710534,-0.329714718505428,2625598930.5728407,0.8970156977747115
2018-10-20,6483.827769471798,-0.5241201716738197,2652532021.929972,0.7676384336725892
2018-10-21,6532.678750383806,-0.35505267264923923,2387105749.143392,0.37950664136622425
2018-10-22,6529.670021370842,-0.41314660040659595,2127987152.5866547,1.155770225978955
2018-10-23,6512.589059298922,-0.36200993393451325,2655159954.716826,1.54390201828532
2018-10-24,6472.799660641591,0.03082325399921959,2784381146.568883,1.4145247541831987
2018-10-25,6481.443589558082,-0.1167766318621486,2607022301.561287,1.4145247541831987
2018-10-26,6458.191521836801,0.0333872136447243,2618534041.346836,1.0263929618768328
2018-10-27,6468.826424965618,0.0007263123142950967,2698016930.8820057,0.37950664136622425
2018-10-28,6457.058635186671,-0.1598712446351932,2383295890.5582404,0.12075211316198065
2018-10-29,6481.323141667608,-0.1960275476594471,2065446088.788402,1.2851474900810764
2018-10-30,6292.6479239344,0.03610199444584694,3631795693.013341,1.4145247541831987
2018-10-31,6331.781807909807,-0.3819742489270387,1962209613.9889975,1.8026565464895636
2018-11-01,6366.720109554257,0.005282271376691905,2042670545.032488,1.155770225978955
2018-11-02,6379.972972168429,-0.2660944206008584,2922702484.006447,1.155770225978955
