,input_chunk_length,training_length,hidden_dim,n_rnn_layers,dropout,batch_size,lr,RMSE,sMAPE,MAPE
22,4,5,19,3,0.17691282859421864,256,0.0010020787625863161,0.02644054777920246,3.0618593096733093,3.096371330320835
23,9,38,10,3,0.21663386550609975,256,0.0018514274189619295,0.026834269985556602,3.180377185344696,3.232315555214882
24,14,46,15,3,0.2667286967584882,256,0.0013855863625935913,0.02781936526298523,3.417588770389557,3.491043299436569
25,18,54,19,3,0.1308028709522803,256,0.002466136171760642,0.026365451514720917,3.020341880619526,3.045136481523514
26,24,54,13,1,0.12490669835213743,32,0.00314240846025171,0.034881941974163055,4.235558584332466,4.1792139410972595
27,18,61,24,1,0.06783048261076598,128,0.002485323648143227,0.027192579582333565,3.178119659423828,3.186643123626709
28,20,54,19,2,0.16626131960658652,256,0.0024608499225057022,0.027072889730334282,3.207399696111679,3.201371803879738
29,24,41,25,3,0.0964364796495305,32,0.0020953687751161187,0.026386002078652382,3.019198775291443,3.039654903113842
30,15,43,10,2,0.022757557229112227,32,0.003497767684120928,0.0587843582034111,7.157290726900101,6.961236149072647
31,12,38,19,3,0.2173947609813473,256,0.0014040261430592488,0.02665052004158497,3.130726143717766,3.176770731806755
32,6,10,21,3,0.1526237108815201,256,0.0012418403650753486,0.026352394372224808,3.0184494331479073,3.0454320833086967
33,1,5,26,3,0.14089720939665648,256,0.0019188512840323292,0.02664925716817379,3.1304240226745605,3.175739198923111
34,4,57,8,3,0.1171856056045123,256,0.0016566803238927653,0.02651645615696907,3.079974837601185,3.1181126832962036
35,16,48,16,3,0.09110563681468162,256,0.001259883345512345,0.026534952223300934,3.1028250232338905,3.1449060887098312
36,6,10,21,2,0.1549292416990572,64,0.0023308562118236633,0.028767066076397896,3.473348543047905,3.5026665776968002
37,14,54,12,3,0.08207338940823646,256,0.0027760670264472707,0.02638416737318039,3.0335700139403343,3.0645230785012245
38,17,28,28,3,0.1271675183379908,256,0.004058829487527364,0.027167880907654762,3.223501518368721,3.2188378274440765
39,22,47,30,1,0.18120220601521686,64,0.004363417998649685,0.03603344038128853,4.829926788806915,4.708822071552277
40,27,50,9,1,0.15239309420167452,256,0.001207491929914715,0.026816826313734055,3.1773019582033157,3.2149840146303177
41,9,17,20,3,0.21717455738805017,256,0.0011944501601214754,0.026398224756121635,3.0170267447829247,3.0406296253204346
42,6,20,32,3,0.263596980732574,256,0.0015587738979309848,0.02637401409447193,3.025536611676216,3.0539248138666153
43,3,11,28,3,0.2734066749494873,256,0.0021441846361775424,0.026507524773478508,3.0651720240712166,3.1001701951026917
44,6,20,32,3,0.23908412516347546,256,0.001548838301209672,0.026371091604232788,3.022114187479019,3.04944459348917
45,10,24,13,3,0.10781525928968202,128,0.001953196300748772,0.026597831398248672,3.1081220135092735,3.1524553894996643
46,2,11,8,1,0.2422005625094305,64,0.0015578478214462192,0.028306350111961365,3.419136255979538,3.3979464322328568
47,7,15,32,3,0.10305585939729547,32,0.0037347669450594574,0.04988407343626022,6.600628048181534,6.392019987106323
48,13,21,11,1,0.286743047365027,256,0.0017702150702253285,0.027205295860767365,3.2126542180776596,3.227323293685913
49,16,44,26,2,0.035234326645035466,256,0.0012839026307056418,0.026579178869724274,3.1029239296913147,3.1136590987443924
