,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,lr,RMSE,sMAPE,MAPE,type
17,17,31,18,1,7,0.19112501871943818,8,64,0.002364251877260035,0.02762019820511341,3.1921952962875366,3.2451797276735306,30
18,1,24,24,2,4,0.06783785107580173,8,128,0.0030671001984072547,0.026937095448374748,3.1815432012081146,3.173474222421646,30
19,5,17,14,3,5,0.028333186309202202,9,256,0.004323910807195931,0.026248378679156303,3.089839592576027,3.1112227588891983,30
20,4,5,14,3,5,0.1287684810270465,10,256,0.00427687372611792,0.026922428980469704,3.120175376534462,3.130127117037773,30
21,10,16,10,3,5,0.03278986267896038,9,256,0.004507931948342631,0.026953333988785744,3.1759049743413925,3.1901124864816666,30
22,7,11,19,3,6,0.0038306945203628977,9,256,0.0037157112419788675,0.026413464918732643,3.094969317317009,3.1260576099157333,30
23,7,10,14,3,6,0.004485705779149151,10,256,0.004961339679580776,0.027039501816034317,3.190004453063011,3.201049193739891,30
24,4,3,19,3,5,0.07304978350399886,9,256,0.0038315005946796482,0.026463622227311134,3.0426936224102974,3.0513061210513115,30
25,12,9,10,3,4,0.05856288204483079,8,256,0.0033951330234138267,0.026305383071303368,3.0975598841905594,3.1340908259153366,30
26,9,9,20,3,3,0.17259913958915085,7,256,0.0032619023336664795,0.02655103988945484,3.2041892409324646,3.241875395178795,30
27,4,13,14,3,4,0.05503665724980372,8,256,0.004328698506848455,0.026730578392744064,3.155633434653282,3.207666054368019,30
28,6,11,23,3,2,0.08869946095639905,8,256,0.00338973844459373,0.02648458443582058,3.0623506754636765,3.086727112531662,30
29,8,16,11,3,4,0.12177024459766601,6,256,0.004030029496656768,0.02646750584244728,3.0900688841938972,3.11818178743124,30
30,11,8,12,3,6,0.01494058198116247,7,256,0.002847015170120569,0.026894113048911095,3.171234577894211,3.1755462288856506,30
31,12,1,10,3,5,0.0403327477386695,8,256,0.0037161249538233527,0.026582328602671623,3.1297344714403152,3.1697653234004974,30
32,12,7,9,2,4,0.058147084156070714,9,256,0.003571813387235786,0.026726137846708298,3.0968327075242996,3.1085260212421417,30
33,18,3,12,2,3,0.028304940474751204,9,64,0.0033397569663668764,0.029442010447382927,3.6124084144830704,3.5980291664600372,30
34,15,19,11,3,5,0.018718840979896404,8,256,0.004165882674686585,0.026909450069069862,3.1474031507968903,3.161405399441719,30
35,5,12,15,3,6,0.09567063147089133,7,32,0.0035419190595554853,0.02875658869743347,3.178420290350914,3.1980734318494797,30
36,9,4,13,2,7,0.11006394942826273,6,256,0.003038708353959075,0.027181904762983322,3.2200314104557037,3.268006816506386,30
37,2,17,9,3,6,0.0016327672068682632,10,64,0.003948150647732624,0.037348996847867966,4.056958481669426,3.9844997227191925,30
38,13,15,18,3,5,0.08276784425494411,9,256,0.00438405926443692,0.026784660294651985,3.1724825501441956,3.2234221696853638,30
39,22,22,29,2,3,0.045044517493864566,8,32,0.003733788997304952,0.038434408605098724,5.219114199280739,5.089613050222397,30
40,8,11,32,3,4,0.022140361163389286,9,256,0.00479168571261487,0.026559459045529366,3.091166168451309,3.0893072485923767,30
41,21,23,20,1,8,0.29869314189924234,9,128,0.0020851117314854284,0.026030639186501503,3.0198760330677032,3.0499285086989403,30
42,21,22,21,1,8,0.29963543722068475,9,128,0.0017451026704663323,0.026241248473525047,3.0463188886642456,3.0600531026721,30
43,27,22,21,1,8,0.2691061653725965,9,128,0.0015359935983713347,0.026265112683176994,3.0574018135666847,3.0654072761535645,30
44,27,23,21,1,8,0.2947814449799848,9,128,0.0016855109942175142,0.02627982199192047,3.0718445777893066,3.111468628048897,30
45,27,22,22,1,8,0.2990657310153522,9,128,0.0016035274671029136,0.026138968765735626,3.0144965276122093,3.0411984771490097,30
46,26,27,26,1,8,0.2677544335497545,9,128,0.0014396900777428555,0.026527415961027145,3.0435482040047646,3.0663324519991875,30
47,31,21,22,1,8,0.2571345874138661,9,128,0.001990941494410037,0.026301149278879166,3.0801182612776756,3.1201547011733055,30
48,29,25,23,1,8,0.22841962167303048,9,128,0.002168962261918696,0.026977816596627235,3.3291414380073547,3.384121134877205,30
49,21,20,21,1,7,0.27959678793938136,9,128,0.0017879933337269591,0.0264336708933115,3.069266304373741,3.081248700618744,30
