,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,lr,RMSE,sMAPE,MAPE,type
19,19,1,28,3,7,0.21384865461808972,7,64,0.0033925405259766497,0.03030639886856079,3.9175115525722504,4.028720036149025,30
20,1,14,23,3,6,0.1301945832452932,10,32,0.0025481155907872426,0.0371188223361969,4.8555027693510056,4.729251191020012,30
21,20,25,30,3,5,0.048865268932218306,10,256,0.0019006585644916001,0.026730697602033615,3.108919784426689,3.1276602298021317,30
22,14,9,30,1,4,0.06256707852586973,10,256,0.004970483791209974,0.026456883177161217,3.0484311282634735,3.0689360573887825,30
23,12,10,27,3,5,0.11233293707328756,9,256,0.0033223410171676574,0.026513339951634407,3.026144579052925,3.049306385219097,30
24,11,10,26,3,4,0.07618551100488909,9,256,0.004894719617640231,0.03355862945318222,4.459117725491524,4.36694361269474,30
25,15,15,31,1,5,0.031397695261534506,9,256,0.0032427771962835325,0.026739900931715965,3.1024834141135216,3.143377974629402,30
26,9,9,22,3,4,0.1695906273997203,9,256,0.004973874187811336,0.026692960411310196,3.0542412772774696,3.074994497001171,30
27,12,4,18,1,5,0.10809067262504349,9,256,0.00452347745391304,0.027812251821160316,3.286312147974968,3.2736245542764664,30
28,16,16,28,3,7,0.19306273146232503,10,32,0.0034703156460968274,0.027661394327878952,3.252754360437393,3.255438804626465,30
29,5,12,25,1,4,0.23397316801235982,7,64,0.003942628437819642,0.029549965634942055,3.6918580532073975,3.6461111158132553,30
30,5,8,30,3,5,0.25100505196044803,8,32,0.00467342419502712,0.032042086124420166,4.255660250782967,4.178370162844658,30
31,14,3,28,3,6,0.1148122721229485,10,256,0.0024804504825020326,0.026987407356500626,3.126338869333267,3.132519870996475,30
32,21,11,27,3,7,0.1529354314209857,10,256,0.001998265064890651,0.027127480134367943,3.1907450407743454,3.2459743320941925,30
33,10,13,21,3,6,0.12352256092647479,9,256,0.001043158629430714,0.026578936725854874,3.0432740226387978,3.0663002282381058,30
34,10,13,21,1,5,0.08813447804752567,9,64,0.0010977722682454893,0.02945932000875473,3.703620284795761,3.66254523396492,30
35,6,8,17,3,4,0.06763704161993545,8,256,0.0010043860806930906,0.026732269674539566,3.1067369505763054,3.1448058784008026,30
36,13,11,13,1,6,0.13978294165767033,9,256,0.0014545042535830056,0.026790307834744453,3.100038319826126,3.110223449766636,30
37,10,15,19,3,3,0.09949730068293923,8,256,0.00418142048547551,0.026540985330939293,3.0339084565639496,3.062887489795685,30
38,16,16,19,1,3,0.09638464033813147,8,64,0.004136727180776311,0.027295652776956558,3.2352525740861893,3.23108471930027,30
39,8,21,23,3,3,0.051816729046973285,7,256,0.0037509787742017603,0.02695019356906414,3.1738098710775375,3.210906684398651,30
40,3,7,32,2,3,0.03039194975046486,8,256,0.004219745831506588,0.026760268956422806,3.1079528853297234,3.1405825167894363,30
41,10,13,21,3,5,0.08400849810903291,8,256,0.0036241584606657743,0.026538550853729248,3.0425410717725754,3.067834861576557,30
42,12,10,19,3,4,0.07517697869888927,8,256,0.0037114416406655564,0.026989096775650978,3.1161844730377197,3.1295660883188248,30
43,8,15,24,3,5,0.2798302002046875,8,256,0.003189451226098319,0.026675455272197723,3.118338994681835,3.161664307117462,30
44,17,19,17,3,4,0.08232126777288544,7,256,0.0035929320165946307,0.02671951614320278,3.0948877334594727,3.1082436442375183,30
45,10,12,13,3,2,0.0991928577810483,8,128,0.0031602919210978538,0.02678171917796135,3.0908986926078796,3.102741204202175,30
46,13,17,29,2,4,0.05939749825848564,8,256,0.0026854982808483625,0.026723157614469528,3.0805353075265884,3.0959825962781906,30
47,7,14,26,1,5,0.03354477303556683,7,256,0.0047813866103315165,0.028517156839370728,3.4738976508378983,3.4486282616853714,30
48,11,10,20,3,3,0.16502212589409182,8,128,0.004412443393782551,0.027892976999282837,3.293371945619583,3.283596411347389,30
49,26,18,31,3,4,0.11454467908875998,9,32,0.004071424700417469,0.03317634388804436,4.1572608053684235,4.10957895219326,30
