,in_len,out_len,kernel_size,num_filters,weight_norm,dilation_base,num_layers,dropout,lr,batch_size,RMSE,MAE,MAPE
26,15,6,5,6,True,5,4,0.23349868774005,0.0034571718190361325,32,0.05522506684064865,0.039327692,8.558744192123413
27,6,2,1,7,True,3,3,0.2099717363172647,0.0016623994179855522,64,0.04924192652106285,0.033711586,7.536278665065765
28,10,5,2,2,False,4,5,0.2755690903652393,0.004086219206483173,256,0.048009272664785385,0.031780902,7.029518485069275
29,10,5,4,2,False,4,5,0.28486193201437865,0.0046123272041734,256,0.04918941110372543,0.03316995,7.356321066617966
30,16,8,5,3,True,5,1,0.24585215846441616,0.004078927735411644,128,0.049347493797540665,0.034000013,7.5491271913051605
31,4,2,2,2,False,4,5,0.2662217110894447,0.0030512622350361437,256,0.04826265573501587,0.03225166,7.1662455797195435
32,3,1,2,2,False,4,5,0.25451431463084334,0.0031413933810086297,256,0.04836313799023628,0.032421462,7.196729630231857
33,8,4,3,2,False,4,5,0.27349075617540475,0.0043158728292071085,256,0.051755957305431366,0.037809435,8.453100174665451
34,7,3,2,3,False,3,5,0.28624113276933905,0.003867510995128223,256,0.04839787259697914,0.032283943,7.1478597819805145
35,4,2,2,2,False,4,3,0.23190684062677358,0.00296061441181516,64,0.048020292073488235,0.031858984,7.04612135887146
36,2,1,1,2,False,5,2,0.29914620957884347,0.003050835846504899,64,0.04822312295436859,0.03180369,6.952312588691711
37,20,8,13,2,False,4,1,0.2997211704608015,0.0029903845174079607,64,0.04886845871806145,0.033261385,7.4074797332286835
38,2,1,1,3,False,3,2,0.22903876266141637,0.003449729868624013,64,0.04818025231361389,0.031811643,6.977416574954987
39,2,1,1,3,False,3,2,0.2281301658254606,0.0033745090350327067,64,0.04822889715433121,0.031840343,6.983281672000885
40,3,1,1,2,False,1,2,0.2032876902825509,0.0035514208675590533,64,0.048440489917993546,0.032713946,7.291577011346817
41,2,1,1,3,False,3,2,0.23444676993418417,0.003342804290957192,64,0.04816999286413193,0.031845663,6.999388337135315
42,4,1,1,3,False,3,2,0.2277808135412356,0.0039755215953606845,64,0.04820380359888077,0.03187416,7.006186246871948
43,4,1,1,3,False,3,1,0.1611614855884695,0.004084463163439427,64,0.04908335581421852,0.03284945,7.149185240268707
44,23,17,6,4,False,3,2,0.19710125517023425,0.003974156960272129,64,0.04848429560661316,0.032785293,7.258778065443039
45,7,1,1,3,False,3,2,0.21934524144555637,0.004418243826737201,64,0.04862746596336365,0.032260574,7.007702440023422
46,9,2,3,4,False,2,1,0.23196821403377266,0.0036940695868673337,64,0.048146624118089676,0.03210018,7.118088006973267
47,11,2,4,4,False,1,1,0.17318227369855688,0.003691286529862316,64,0.04803093895316124,0.032226086,7.111946493387222
48,12,5,4,4,False,2,1,0.12189452713718928,0.003659455577311678,64,0.049000419676303864,0.033358607,7.39990770816803
49,9,2,3,4,False,1,1,0.170682571304116,0.003736056908626565,64,0.048153240233659744,0.03211206,7.120434194803238
50,11,4,4,4,False,1,1,0.17312710381828503,0.0044689966822747534,64,0.04883226379752159,0.032974955,7.296167314052582
51,9,2,3,4,False,1,1,0.14319281031197575,0.0037419791497413615,64,0.04818188399076462,0.032165654,7.136222720146179
52,9,2,3,3,False,1,1,0.12647235422265643,0.004742238840847417,64,0.04902062937617302,0.03294818,7.127029448747635
53,13,2,4,4,False,1,1,0.17615628630247115,0.0033278477632933115,64,0.04857458174228668,0.03316719,7.386296987533569
54,10,2,3,2,False,2,1,0.16304958223065558,0.003229117700889774,64,0.05105334520339966,0.034105867,7.551361620426178
55,12,3,3,4,False,1,1,0.09533795993408391,0.0035347941216486555,64,0.048594120889902115,0.032951515,7.34487846493721
56,8,5,3,4,False,2,1,0.20152160190767682,0.0041923660647488654,64,0.04821358993649483,0.03185022,6.9786205887794495
57,14,4,6,3,False,2,1,0.18243180976388085,0.003773049062228984,32,0.04984100162982941,0.03339749,7.236818969249725
58,18,11,13,2,False,1,1,0.2419668868782796,0.002862278182057464,64,0.04874766990542412,0.033199426,7.377879321575165
59,6,2,3,3,False,1,2,0.038182555276537286,0.0038892607014266727,64,0.048989973962306976,0.03245292,7.120978087186813
60,11,7,2,5,False,2,3,0.19241207754927425,0.0036178881538176393,32,0.05382462963461876,0.03841895,8.243107050657272
61,3,1,1,3,False,2,2,0.2139014810728643,0.0032929477986850283,64,0.0481298565864563,0.031860758,7.01533630490303
62,5,2,2,4,False,2,4,0.15769539910454133,0.0032413498250205538,64,0.04872536286711693,0.033099253,7.389123737812042
63,3,1,1,4,False,1,3,0.2099102707980847,0.002761266161485346,64,0.04805091768503189,0.031915925,7.034456729888916
64,7,2,4,4,False,1,3,0.2066660366305841,0.0027187548216174324,64,0.04815446212887764,0.03197469,7.008218765258789
65,5,2,2,4,False,1,4,0.2132207970121203,0.00291460109431201,64,0.048875659704208374,0.033580914,7.508391886949539
66,9,3,2,5,False,1,3,0.1814753856907466,0.004152608188545152,64,0.049213822931051254,0.033357494,7.218582928180695
67,3,1,1,4,False,1,3,0.2203997529040205,0.002582961252027035,128,0.04814772307872772,0.032099646,7.0670753717422485
68,3,1,1,2,False,2,3,0.21944188201270504,0.0025235825744814038,128,0.04941652715206146,0.033926863,7.58795291185379
69,6,1,1,5,False,1,3,0.24934360649411996,0.0026875064157095003,128,0.048100218176841736,0.032238517,7.15860053896904
70,6,1,1,5,False,2,3,0.26114383644894756,0.002706226696762909,128,0.04808749631047249,0.032158032,7.13704377412796
71,6,1,1,5,False,2,3,0.2605846987593911,0.0026906517631793596,128,0.04807724431157112,0.032150142,7.1342699229717255
72,5,1,1,6,False,2,3,0.2600974653465899,0.002723449781884066,128,0.04805600270628929,0.03191553,7.047487050294876
73,6,1,1,6,False,2,3,0.26271588464721973,0.0024095154133539727,128,0.04832008108496666,0.032169238,7.010265439748764
74,5,1,1,6,False,1,3,0.28789564193017825,0.0026390767161397696,128,0.04808228090405464,0.03180213,7.010810822248459
75,4,1,1,6,False,4,3,0.2856451828565913,0.0020509911628113454,128,0.04824892804026604,0.031937998,6.975112855434418
76,7,1,1,7,False,2,4,0.275760115365754,0.002648129510292676,128,0.05224053934216499,0.038015466,8.439713716506958
77,5,1,1,6,False,1,3,0.2580964353664225,0.0027955969024174667,128,0.04805433377623558,0.03194069,7.056867331266403
78,5,1,1,6,False,1,3,0.27039447433972513,0.0028213075431226973,128,0.048086415976285934,0.03192861,7.058127969503403
79,5,1,1,7,False,1,3,0.29362432069775557,0.0024516075480890223,128,0.049244269728660583,0.03409751,7.583878934383392
80,8,1,2,6,False,1,3,0.27920366024163545,0.0031301476744877666,128,0.04825255647301674,0.032182854,7.139641046524048
81,4,1,1,6,False,1,3,0.2559632167129181,0.002798528960751788,128,0.04816894605755806,0.03202718,6.99724555015564
82,5,1,1,6,False,1,3,0.2698772340080115,0.002965907042427293,128,0.04811643809080124,0.032010067,7.086247950792313
83,4,1,1,6,False,1,4,0.2891603727820188,0.0022777594366555393,128,0.04809769243001938,0.031750254,6.983319669961929
84,5,1,1,7,False,1,3,0.23820526430920266,0.0025629615066513262,128,0.0490850992500782,0.033805102,7.505472004413605
85,29,22,24,6,False,1,3,0.24908327631526037,0.0028303434484815,128,0.04839996248483658,0.033161886,7.316509634256363
86,3,1,1,7,False,4,3,0.27016419400545866,0.00312559172658555,128,0.048327021300792694,0.032229785,7.08564892411232
87,7,1,2,6,False,1,3,0.28071216294064655,0.0030475013726240538,128,0.048842500895261765,0.033326585,7.448554039001465
88,8,5,2,6,False,1,4,0.26145723653609626,0.0029340002185711113,128,0.04827551543712616,0.032416273,7.170301675796509
89,6,1,1,5,False,1,3,0.25693723223875475,0.002801150709632212,256,0.048511307686567307,0.033196803,7.391100376844406
90,2,1,1,5,True,4,3,0.29305306719837854,0.002636081319348038,128,0.04856002703309059,0.032877788,7.339085638523102
91,5,1,1,5,False,2,3,0.26471234622253165,0.0023718459413387674,128,0.048136770725250244,0.032119796,7.134000211954117
92,6,1,1,6,False,2,3,0.24491379996335313,0.0027334488839820203,128,0.04843394085764885,0.032306816,7.026141136884689
93,3,1,1,5,False,1,3,0.27859622641329096,0.0025143517543913963,128,0.04814828187227249,0.032063693,7.112260162830353
94,7,1,1,5,False,2,3,0.23799092779236453,0.0028922252104933615,32,0.0484112985432148,0.03200049,6.990908086299896
95,4,1,1,5,False,1,3,0.2723786878614443,0.002199329504303126,128,0.048342298716306686,0.032610916,7.265331596136093
96,25,15,10,7,False,3,3,0.2608933470309536,0.0026174183707958518,128,0.05972738936543465,0.045280587,10.034295171499252
97,4,1,1,6,False,1,3,0.25232235990075147,0.002012950162515106,256,0.04830704256892204,0.03253416,7.2128526866436005
98,16,3,2,6,False,4,4,0.26763592641627754,0.002757168129078964,128,0.048084840178489685,0.031925686,7.049252837896347
99,16,3,2,6,False,4,5,0.2911097645423685,0.0029990876111184415,128,0.04795251786708832,0.031774204,7.004163414239883
