,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,lr,RMSE,sMAPE,MAPE,type
18,8,14,18,1,5,0.26320210049613674,9,128,0.002100857233826704,0.026490086689591408,3.0606698244810104,3.094361536204815,30
19,8,14,17,1,6,0.12255855891076627,9,128,0.0020802855806960076,0.026875704526901245,3.1573843210935593,3.203750029206276,30
20,9,6,19,1,5,0.1932083796893122,8,256,0.0031455791188463693,0.026672042906284332,3.0692661181092262,3.092503920197487,30
21,15,13,23,1,4,0.25748754864690543,10,128,0.001986613748352641,0.026602717116475105,3.0528174713253975,3.0708741396665573,30
22,6,18,16,1,6,0.25081318792306995,9,128,0.0013253642046289697,0.026401709765195847,3.040621615946293,3.071725368499756,30
23,5,19,16,1,6,0.24681861871464383,9,128,0.0027076905087594985,0.026423102244734764,3.0345510691404343,3.0561422929167747,30
24,4,20,16,1,6,0.25098147540657556,9,128,0.0025986104992366172,0.02642896957695484,3.0383385717868805,3.0629541724920273,30
25,4,20,15,1,7,0.23904574373599405,8,128,0.0027304678315344037,0.0291804950684309,3.725065290927887,3.819560632109642,30
26,1,22,15,1,6,0.187971201319161,7,128,0.004013161443779703,0.026980344206094742,3.12831811606884,3.128787875175476,30
27,6,27,21,1,7,0.27960226322748755,9,128,0.0030248935558193067,0.02660917304456234,3.05190309882164,3.0694127082824707,30
28,5,17,8,2,8,0.23928523795775886,9,256,0.002652202126333685,0.02644846960902214,3.0546896159648895,3.0877815559506416,30
29,2,20,14,1,8,0.1272953145842981,7,256,0.0034474551162358294,0.026446247473359108,3.0845852568745613,3.120419941842556,30
30,6,21,17,2,6,0.18592283613115085,8,128,0.003800369252304363,0.026744680479168892,3.0871326103806496,3.1151151284575462,30
31,1,19,14,1,8,0.10298506076995464,7,256,0.00331915296960993,0.026490049436688423,3.0934110283851624,3.12981940805912,30
32,2,24,16,1,7,0.1202978751086656,7,256,0.003044927227745118,0.026730487123131752,3.1146591529250145,3.154013678431511,30
33,3,19,12,1,8,0.14092514498866404,8,256,0.002741234585706822,0.026522010564804077,3.079931065440178,3.1190406531095505,30
34,10,25,20,1,6,0.27933146567406136,8,256,0.004019048363710418,0.02665494941174984,3.0677061527967453,3.07354349642992,30
35,31,17,14,3,7,0.09268111266967671,9,32,0.0025076345466134038,0.027163639664649963,3.234785795211792,3.2252371311187744,30
36,6,28,18,2,6,0.25738303407741137,6,64,0.00336485278503674,0.0270399060100317,3.2044418156147003,3.25164832174778,30
37,3,21,13,1,5,0.17777919286348437,7,32,0.0035410098359851382,0.026997355744242668,3.1319592148065567,3.148176148533821,30
38,7,16,11,3,7,0.24229484600521264,9,256,0.0022624814105382395,0.02662941813468933,3.0845053493976593,3.092760406434536,30
39,3,20,16,2,8,0.05963421656001261,8,128,0.001392449813063461,0.02663601189851761,3.12211737036705,3.161315992474556,30
40,5,16,21,1,6,0.01748581763671489,9,64,0.002863601258318753,0.026630010455846786,3.0872687697410583,3.1161898747086525,30
41,5,17,8,2,8,0.24505363358068954,9,256,0.0025641528974793136,0.026452841237187386,3.055708669126034,3.088957816362381,30
42,2,18,11,2,8,0.27893669524524994,9,256,0.0032229516525173747,0.02642732672393322,3.053622506558895,3.083628788590431,30
43,2,23,11,2,7,0.2845167366610274,9,256,0.003219732608829843,0.026495249941945076,3.0290894210338593,3.0489273369312286,30
44,2,21,10,2,7,0.26783345202148107,9,256,0.003550094949544542,0.026850204914808273,3.1080376356840134,3.111204318702221,30
45,21,18,14,3,5,0.1598503336199948,6,32,0.004452182653317324,0.029839258641004562,3.7433069199323654,3.707563877105713,30
46,4,25,12,2,8,0.22113490979022565,9,256,0.003829754370440379,0.0281311497092247,3.4827761352062225,3.5626597702503204,30
47,1,22,15,1,6,0.29721804695909787,8,64,0.0029355024640825107,0.0265678558498621,3.07384692132473,3.1045323237776756,30
48,10,12,18,1,7,0.20635745621810256,10,128,0.004843397129842714,0.026867466047406197,3.103983961045742,3.110247850418091,30
49,26,15,13,3,8,0.2749653164827685,8,128,0.0023251541980267936,0.026665009558200836,3.062492609024048,3.072577901184559,30
