,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,full_attention,lr,RMSE,MAE,MAPE
79,15,9,18,2,4,0.12122534488686826,10,256,True,0.0017861681017789215,0.04841969907283783,0.032790013,7.300061732530594
80,13,4,13,2,5,0.15334140265455232,9,128,False,0.0012172979983628902,0.04814155772328377,0.032109994,7.123924046754837
81,4,4,10,2,4,0.25019975606435385,9,256,True,0.0037511742642658812,0.04810544103384018,0.032001495,7.072613388299942
82,2,5,12,2,4,0.2906128674324402,9,256,True,0.0038223251270418364,0.04853444546461105,0.03211278,6.98518380522728
83,1,3,11,2,4,0.2147105379756145,9,256,True,0.0035939689224111808,0.04816200211644173,0.031902783,7.048717886209488
84,4,2,9,2,4,0.27438812337340907,9,256,True,0.004021810934287736,0.04807564616203308,0.03176211,7.021892070770264
85,8,2,8,2,3,0.2746248874417837,8,256,True,0.004232743673072026,0.048036348074674606,0.031711712,6.991485506296158
86,8,2,8,2,3,0.2764176016651505,8,256,True,0.003995419032183671,0.048040878027677536,0.0317215,6.995780766010284
87,8,2,8,3,2,0.27590154693716673,8,256,True,0.004030159460896036,0.04786697030067444,0.031623315,6.9770462810993195
88,9,2,8,3,2,0.2755497892448987,8,256,True,0.003980440121109779,0.04790853336453438,0.031684868,6.995994597673416
89,8,2,8,3,2,0.2586851707065633,8,256,True,0.003950747999497086,0.0478627048432827,0.031632345,6.981801986694336
90,8,1,8,3,2,0.25669344513473524,8,64,True,0.003950047146164645,0.048120107501745224,0.03207061,7.11592510342598
91,10,2,9,3,2,0.2761577780708965,8,256,True,0.00401853024268448,0.04788930341601372,0.031932574,7.091561704874039
92,10,1,8,3,2,0.2632016956162121,8,256,True,0.004163540395463081,0.04791639372706413,0.03163027,6.960732489824295
93,10,1,8,3,2,0.2622339846204258,8,256,True,0.004178166430051084,0.047920823097229004,0.03163176,6.961501389741898
94,10,1,8,3,2,0.26088438086211196,8,256,True,0.004185951771322423,0.04792013019323349,0.031632584,6.962216645479202
95,9,1,9,3,2,0.261222461002894,8,256,True,0.004115597871261019,0.0480080246925354,0.0321317,7.1497127413749695
96,10,1,9,3,2,0.2647616931237027,8,256,True,0.004116284003845856,0.04862922430038452,0.033256583,7.446871697902679
97,9,1,9,3,2,0.2610138903958144,8,256,True,0.004106551501557738,0.04800558090209961,0.03212554,7.147993892431259
98,10,3,8,3,2,0.24179200585123628,8,32,True,0.0037239668899445716,0.04825972020626068,0.032129664,7.0761121809482574
99,7,2,9,3,2,0.2575324951970169,8,256,True,0.003912129002723912,0.04791675880551338,0.031956088,7.099428772926331
