date,price,volume,sen,trend
2018-04-06,6855.42230460675,2568972345.7027025,0.06472491909385113,8.918406072106261
2018-04-07,6628.75445585626,1840465005.5711513,0.009404388714733543,5.813351733655339
2018-04-08,6884.47723505995,1856418405.5749633,0.13513513513513514,4.778333620838365
2018-04-09,6984.8089659738,1413593787.1878273,-0.066815144766147,6.8483698464723135
2018-04-10,6778.4915700774,2437632634.2860556,0.07042253521126761,6.8483698464723135
2018-04-11,6829.31650379539,1550558592.492434,0.09130434782608696,5.813351733655339
2018-04-12,6925.10199547663,1586992258.3407943,0.15555555555555556,7.883387959289288
2018-04-13,7836.39699399927,4980342880.0008135,0.13267813267813267,7.883387959289288
2018-04-14,7845.75284010594,3910297535.1571007,0.125,5.813351733655339
2018-04-15,7897.71993085806,2294693915.2394795,0.15196078431372548,4.778333620838365
2018-04-16,8258.06708369755,2350690710.8285303,0.14695340501792115,5.813351733655339
2018-04-17,8030.99926195254,2754142166.1939588,0.09876543209876543,5.813351733655339
2018-04-18,7873.63551010255,2491337660.023414,0.10300429184549356,5.813351733655339
2018-04-19,8097.41823310301,2326968646.2908115,0.20918367346938777,5.813351733655339
2018-04-20,8277.46063916253,2422027692.486585,0.20385674931129477,5.813351733655339
2018-04-21,8499.45000871487,2961030105.150343,0.1694915254237288,4.778333620838365
2018-04-22,8878.42826029723,3214807963.4541373,0.10526315789473684,4.778333620838365
2018-04-23,8769.01199947348,2503340749.6093006,0.15311004784688995,5.813351733655339
2018-04-24,8881.39170434545,2205498227.200402,0.2753623188405797,7.883387959289288
2018-04-25,9716.48975733072,4398198651.199843,0.15803108808290156,6.8483698464723135
2018-04-26,8825.2025000693,5523433548.358508,0.2210144927536232,4.778333620838365
2018-04-27,9221.86802618436,3847600029.5564957,0.17672413793103448,4.778333620838365
2018-04-28,8940.38112200719,2839339948.818213,0.0546448087431694,3.7433155080213902
2018-04-29,9249.65952508923,3006508147.8120923,0.11797752808988764,3.7433155080213902
2018-04-30,9325.62885104679,2827554754.4722853,0.0673076923076923,4.778333620838365
2018-05-01,9198.18950997327,2508704421.0187726,0.09740259740259741,3.7433155080213902
2018-05-02,9024.3875117766,2661071473.28962,0.14124293785310735,3.7433155080213902
2018-05-03,9122.65301383019,2179558786.4918017,0.26455026455026454,4.778333620838365
2018-05-04,9551.13518381566,1228125377.9488525,0.10975609756097561,4.390201828531999
2018-05-05,9634.53822597227,2695999383.5138526,0.11702127659574468,4.519579092634122
2018-05-06,9766.24448548887,2617990803.561576,0.11875,3.8726927721235116
2018-05-07,9583.87174550137,2626417557.0669236,0.1761006289308176,4.648956356736243
2018-05-08,9308.26502572185,2767085706.197567,0.15492957746478872,4.2608245644298774
2018-05-09,9149.51783314723,2455200521.7337303,0.2711864406779661,4.2608245644298774
2018-05-10,9248.96039558449,2363841215.4382,0.16233766233766234,4.002070036225634
2018-05-11,8969.94037574258,2359598426.330252,0.0783132530120482,5.425219941348973
2018-05-12,8405.5605632418,3726075355.3037004,0.18134715025906736,3.4845609798171475
2018-05-13,8480.58037612559,2995955136.9111686,0.011494252873563218,3.225806451612904
2018-05-14,8683.9862031429,2283320839.5720086,0.0821917808219178,4.002070036225634
2018-05-15,8696.97400387283,3143239503.891285,0.007751937984496124,4.002070036225634
2018-05-16,8473.34864905366,2586241489.8424945,0.10326086956521739,4.002070036225634
2018-05-17,8343.1252216955,2772906142.3921065,0.14705882352941177,3.3551837157150253
2018-05-18,8056.05319237475,2173653717.1690426,0.18834080717488788,3.613938243919268
2018-05-19,8202.82540955214,2127912775.3863177,0.19727891156462585,2.449542867000173
2018-05-20,8180.62700991409,1672351902.7302613,0.13978494623655913,2.837674659306538
2018-05-21,8443.26024591542,1660868681.4973857,0.05,3.3551837157150253
2018-05-22,8354.99633591748,1711697912.2659817,0.14084507042253522,3.8726927721235116
2018-05-23,8009.2995067828,1895031387.309464,0.1301775147928994,4.907710884940488
2018-05-24,7556.31604292077,2777184892.7350817,0.08710801393728224,4.907710884940488
2018-05-25,7563.43546544346,2602938656.909345,0.018018018018018018,3.8726927721235116
2018-05-26,7472.02260174872,1959178260.217828,-0.06923076923076923,2.0614110746938072
2018-05-27,7328.87167436352,1289488237.4471545,-0.04428044280442804,2.7082973952044167
2018-05-28,7326.64394017867,1247227035.27444,0.05504587155963303,3.225806451612904
2018-05-29,7111.06892466996,1770692328.4028218,0.06642066420664207,3.613938243919268
2018-05-30,7451.2308372653,2224251684.1663904,0.04864864864864865,3.0964291875107817
2018-05-31,7380.8515577098,1772428207.794572,0.0392156862745098,3.0964291875107817
2018-06-01,7460.16694986577,1714862985.0808516,0.14583333333333334,2.449542867000173
2018-06-02,7487.07630453815,1637953742.8095627,0.17543859649122806,2.0614110746938072
2018-06-03,7567.51293761927,1531230053.8451543,0.20253164556962025,2.320165602898051
2018-06-04,7639.87944568278,1432775393.8161438,0.02459016393442623,2.7082973952044167
2018-06-05,7463.65499554503,1643488925.3602982,0.1565217391304348,2.5789201311022945
2018-06-06,7569.01133988542,1754013549.8288014,-0.014598540145985401,2.5789201311022945
2018-06-07,7605.57848860797,1562705992.3836496,0.13934426229508196,2.449542867000173
2018-06-08,7613.77739337755,1459894514.226805,0.06164383561643835,2.320165602898051
2018-06-09,7561.16610052452,1362045102.4224646,0.02,1.4145247541831987
2018-06-10,7415.00137858946,1102262799.2103968,0.06299212598425197,3.8726927721235116
2018-06-11,6767.49948454925,2788497500.7839518,0.04710144927536232,6.460238054165948
2018-06-12,6880.13364875604,1973448735.786416,0.07346938775510205,3.8726927721235116
2018-06-13,6581.82807522796,2060764062.9813228,0.04357798165137615,5.425219941348973
2018-06-14,6334.09890642618,2571112868.4509044,0.05761316872427984,4.907710884940488
2018-06-15,6644.72067973844,2354179149.4928327,-0.055248618784530384,3.225806451612904
2018-06-16,6406.80704950998,1740752641.6341267,-0.12352941176470589,2.320165602898051
2018-06-17,6478.81592433021,1306649275.5030081,-0.13636363636363635,2.1907883387959295
2018-06-18,6418.85000188746,1120785833.1800666,-0.026041666666666668,3.3551837157150253
2018-06-19,6677.53340291194,1750367371.2555826,0.18548387096774194,2.9670519234086603
2018-06-20,6708.68182027534,1649449915.2393851,-0.19078947368421054,2.9670519234086603
2018-06-21,6714.37546123014,1626421446.364752,0.22535211267605634,2.7082973952044167
2018-06-22,6690.832151608,1400178395.5280418,0.0574468085106383,3.613938243919268
2018-06-23,6088.57944239075,2932411240.2020984,-0.11029411764705882,3.225806451612904
2018-06-24,6169.43726386169,1635692582.8272383,0.037037037037037035,4.002070036225634
2018-06-25,6159.70719379414,2452039491.998072,0.10931174089068826,3.4845609798171475
2018-06-26,6241.84871170546,4326984848.152794,0.046357615894039736,2.837674659306538
2018-06-27,6069.87260616628,3248018159.5091834,0.05853658536585366,2.449542867000173
2018-06-28,6117.03640962264,2057221707.976688,0.05179282868525897,2.5789201311022945
2018-06-29,5879.98897440643,1928320709.0794477,0.04609929078014184,4.002070036225634
2018-06-30,6182.25674792295,2341618860.2006936,-0.03773584905660377,3.0964291875107817
2018-07-01,6366.49946751097,2086842501.722632,-0.022222222222222223,2.320165602898051
2018-07-02,6312.87724313135,2601785821.8298526,0.005988023952095809,2.9670519234086603
2018-07-03,6595.5473128085,3392521918.1209335,0.2620689655172414,2.837674659306538
2018-07-04,6497.60735494217,3013786718.6534033,0.07086614173228346,2.5789201311022945
2018-07-05,6562.7217371211,3111969366.0956326,0.03289473684210526,2.837674659306538
2018-07-06,6537.74087162192,3315114737.710066,0.0752212389380531,2.320165602898051
2018-07-07,6603.29470396542,4742128037.640009,0.06666666666666667,0.8970156977747115
2018-07-08,6759.83608914527,6047929422.833753,0.20175438596491227,1.9320338105916859
2018-07-09,6700.63547905209,5015170529.876131,0.17073170731707318,2.320165602898051
2018-07-10,6648.256795903321,5246420831.047288,0.08658008658008658,2.449542867000173
2018-07-11,6303.380664729323,4358427107.61466,0.18120805369127516,2.1907883387959295
2018-07-12,6373.234804689936,3969169303.744414,-0.07806691449814127,2.837674659306538
2018-07-13,6230.5901971047815,3534743492.203714,0.02643171806167401,2.449542867000173
2018-07-14,6248.397313033797,3951261052.820787,-0.22594142259414227,1.2851474900810764
2018-07-15,6246.13741162634,3709146622.835988,0.01639344262295082,1.2851474900810764
2018-07-16,6349.695836710773,2857367439.538571,0.13953488372093023,2.5789201311022945
2018-07-17,6741.6919602852695,4559363479.1402855,0.13953488372093023,4.390201828531999
2018-07-18,7303.373059795855,6194130741.142913,0.15546218487394958,5.1664654131447305
2018-07-19,7334.771372076191,4843025304.5135565,0.1937984496124031,3.613938243919268
2018-07-20,7442.800738748321,4107857510.670374,0.19170984455958548,3.4845609798171475
2018-07-21,7331.871523239401,3727831730.875354,0.21428571428571427,2.449542867000173
2018-07-22,7379.137271821949,2892881147.245292,0.18032786885245902,2.0614110746938072
2018-07-23,7395.8664054401,5717881945.865358,0.2953020134228188,3.4845609798171475
2018-07-24,7704.99567890457,6202101797.69894,0.2554347826086957,6.072106261859582
2018-07-25,8422.37392335148,5592076817.676129,0.20786516853932585,5.295842677246852
2018-07-26,8144.553482041877,4086880124.497768,0.1391304347826087,4.131447300327755
2018-07-27,7929.079243602936,3429994449.907072,0.12549019607843137,3.8726927721235116
2018-07-28,8145.333168120666,3624913497.9544983,0.1346153846153846,2.7082973952044167
2018-07-29,8192.13570223742,3659115450.6126037,0.21818181818181817,2.837674659306538
2018-07-30,8197.593575814208,2598593361.850844,0.2517482517482518,3.3551837157150253
2018-07-31,8185.921138302329,3497813384.6209693,0.0748663101604278,3.4845609798171475
2018-08-01,7738.249304586212,4675498855.415108,0.23076923076923078,3.225806451612904
2018-08-02,7612.300753683117,11591125727.422794,0.30303030303030304,3.225806451612904
2018-08-03,7540.633150617145,6834800615.470859,0.2265625,3.0964291875107817
2018-08-04,7411.66638248389,5580835718.27458,0.10852713178294573,2.9670519234086603
2018-08-05,7009.012011793916,5952900997.745494,0.12962962962962962,2.837674659306538
2018-08-06,7036.60933127318,5989412029.067531,0.07881773399014778,3.225806451612904
2018-08-07,6926.116778774001,6927841831.688437,-0.013953488372093023,3.225806451612904
2018-08-08,6711.73242235858,6729676123.905343,-0.03253796095444685,4.907710884940488
2018-08-09,6259.527709667595,6834119514.685925,0.09913793103448276,3.7433155080213902
2018-08-10,6531.249786737056,5843796067.332067,-0.013574660633484163,3.4845609798171475
2018-08-11,6166.590417501742,6731245061.318041,-0.058823529411764705,3.3551837157150253
2018-08-12,6205.218479944854,5708911347.302448,0.02197802197802198,2.449542867000173
2018-08-13,6318.407221774424,5507023282.246057,-0.12195121951219512,3.225806451612904
2018-08-14,6283.99625058153,5381627198.227136,-0.0243161094224924,4.778333620838365
2018-08-15,6212.2260400556115,7179484727.419351,0.05627705627705628,4.131447300327755
2018-08-16,6267.76870877378,6619548180.387301,0.0,2.9670519234086603
2018-08-17,6309.385226218996,5982589406.965,0.203125,2.837674659306538
2018-08-18,6566.715163377382,6206194158.951437,-0.07801418439716312,1.9320338105916859
2018-08-19,6382.0605914076095,5616965845.869809,-0.06428571428571428,1.4145247541831987
2018-08-20,6475.494019667379,5160365103.111909,0.0,2.7082973952044167
2018-08-21,6242.8824384007985,5578292470.702208,0.03184713375796178,2.9670519234086603
2018-08-22,6467.271730309675,5658517103.312642,0.005154639175257732,3.613938243919268
2018-08-23,6336.6563271087025,6759411527.692144,0.04580152671755725,2.837674659306538
2018-08-24,6521.065718268509,6096332849.286637,0.09433962264150944,2.320165602898051
2018-08-25,6684.379144206679,6913767387.863615,0.09433962264150944,1.6732792823874423
2018-08-26,6736.036057516459,5280060347.564506,-0.208955223880597,1.155770225978955
2018-08-27,6728.2880026290095,5215045899.16829,0.2,2.320165602898051
2018-08-28,6911.096028949572,5444349729.346103,0.013157894736842105,3.4845609798171475
2018-08-29,7075.9834051051,6246602891.545194,0.032520325203252036,3.225806451612904
2018-08-30,7046.748947280631,5976493148.705724,0.09554140127388536,2.5789201311022945
2018-08-31,7024.14510718162,6587864491.268964,0.047619047619047616,2.7082973952044167
2018-09-01,7027.631279401852,5959884320.762271,0.034482758620689655,2.320165602898051
2018-09-02,7211.270767868822,6257915213.839819,-0.08771929824561403,2.1907883387959295
2018-09-03,7305.272801003753,6640164154.549976,0.1,2.449542867000173
2018-09-04,7260.897516647864,4511643009.568316,0.27184466019417475,2.837674659306538
2018-09-05,7359.462992923027,5344233220.454348,-0.004761904761904762,4.648956356736243
2018-09-06,6764.926773778225,7036065651.078336,0.08982035928143713,5.037088149042607
2018-09-07,6498.2796126096555,6558109770.577363,-0.009433962264150943,3.225806451612904
2018-09-08,6397.81887024023,4422971841.981781,0.13333333333333333,2.320165602898051
2018-09-09,6181.19445075213,3851077568.004001,0.20588235294117646,2.1907883387959295
2018-09-10,6260.764806062476,4174629547.594032,0.16546762589928057,2.5789201311022945
2018-09-11,6308.135474616629,4504626593.565221,0.0743801652892562,2.837674659306538
2018-09-12,6278.917069628559,5001529025.0324745,0.08547008547008547,3.4845609798171475
2018-09-13,6330.574238022664,5026516732.831187,0.012658227848101266,3.225806451612904
2018-09-14,6486.461630393616,4987196751.843109,0.1958762886597938,2.449542867000173
2018-09-15,6500.01225461663,5350596522.1363,-0.024390243902439025,1.54390201828532
2018-09-16,6530.221146234664,4295951323.506035,0.21428571428571427,1.155770225978955
2018-09-17,6506.248493217292,4715407407.2624035,0.09166666666666666,2.320165602898051
2018-09-18,6250.121727322729,4600931272.400568,0.203125,2.0614110746938072
2018-09-19,6347.069255451608,4472798160.224327,0.23275862068965517,2.1907883387959295
2018-09-20,6383.753841158382,5380977505.120019,0.0970873786407767,2.1907883387959295
2018-09-21,6491.885242276883,5059042419.562756,0.1276595744680851,2.9670519234086603
2018-09-22,6753.8344721403255,5931455399.756281,0.05263157894736842,1.8026565464895636
2018-09-23,6747.032172960024,5159534298.571353,0.0,1.4145247541831987
2018-09-24,6711.029451815934,4322794079.140574,0.3,2.0614110746938072
2018-09-25,6596.187313045577,4626497701.607775,0.08270676691729323,2.1907883387959295
2018-09-26,6441.311544542553,4580781824.213022,0.011235955056179775,2.449542867000173
2018-09-27,6462.795635292239,3788299697.410916,0.08955223880597014,2.0614110746938072
2018-09-28,6704.704245729721,4690261094.515134,0.2535211267605634,1.9320338105916859
2018-09-29,6634.765964572905,3140320712.2600975,-0.058823529411764705,0.8970156977747115
2018-09-30,6606.073795422076,2294291064.4914503,0.012345679012345678,1.155770225978955
2018-10-01,6626.037956098487,1908960742.721659,0.07368421052631578,1.4145247541831987
2018-10-02,6598.841259755177,1893760872.9018476,0.24347826086956523,1.54390201828532
2018-10-03,6524.60769791521,2035903501.1612606,0.18604651162790697,1.6732792823874423
2018-10-04,6499.262379115219,2247969611.1974277,-0.041666666666666664,1.4145247541831987
2018-10-05,6578.701809284849,2059404665.1894457,0.1111111111111111,1.4145247541831987
2018-10-06,6621.189363919919,1840911129.5584166,0.02702702702702703,0.5088839054683465
2018-10-07,6589.124681678888,1464404365.51708,0.18181818181818182,0.12075211316198065
2018-10-08,6584.832153052514,1499424737.458561,0.04201680672268908,1.0263929618768328
2018-10-09,6653.089450830426,2081626437.4631693,0.1485148514851485,1.54390201828532
2018-10-10,6633.745729917172,1741398466.9025888,0.02564102564102564,1.8026565464895636
2018-10-11,6582.455082387102,2070407901.7011054,0.07389162561576355,3.3551837157150253
2018-10-12,6234.367641454442,3581191342.767335,0.13861386138613863,2.0614110746938072
2018-10-13,6285.592982799844,2295615181.287238,0.08,1.0263929618768328
2018-10-14,6314.883384422573,1851879464.8516304,-0.0967741935483871,0.8970156977747115
2018-10-15,6328.554760034424,1847113723.7353718,0.038461538461538464,2.5789201311022945
2018-10-16,6659.87550840943,6217858944.018429,0.10112359550561797,1.9320338105916859
2018-10-17,6635.125667516839,2746546151.2501135,0.02531645569620253,1.9320338105916859
2018-10-18,6635.741832487943,2820354466.330306,0.11235955056179775,1.2851474900810764
2018-10-19,6517.511087710534,2625598930.5728407,0.029411764705882353,0.8970156977747115
2018-10-20,6483.827769471798,2652532021.929972,-0.08,0.7676384336725892
2018-10-21,6532.678750383806,2387105749.143392,0.015151515151515152,0.37950664136622425
2018-10-22,6529.670021370842,2127987152.5866547,-0.017543859649122806,1.155770225978955
2018-10-23,6512.589059298922,2655159954.716826,0.011235955056179775,1.54390201828532
2018-10-24,6472.799660641591,2784381146.568883,0.23232323232323232,1.4145247541831987
2018-10-25,6481.443589558082,2607022301.561287,0.14925373134328357,1.4145247541831987
2018-10-26,6458.191521836801,2618534041.346836,0.23376623376623376,1.0263929618768328
2018-10-27,6468.826424965618,2698016930.8820057,0.2153846153846154,0.37950664136622425
2018-10-28,6457.058635186671,2383295890.5582404,0.125,0.12075211316198065
2018-10-29,6481.323141667608,2065446088.788402,0.10465116279069768,1.2851474900810764
2018-10-30,6292.6479239344,3631795693.013341,0.23529411764705882,1.4145247541831987
2018-10-31,6331.781807909807,1962209613.9889975,0.0,1.8026565464895636
2018-11-01,6366.720109554257,2042670545.032488,0.21794871794871795,1.155770225978955
2018-11-02,6379.972972168429,2922702484.006447,0.06521739130434782,1.155770225978955
2018-11-03,6425.4415830402095,2675454291.399585,0.11904761904761904,0.37950664136622425
2018-11-04,6388.1897883073725,2582446886.6230755,0.22,1.0263929618768328
2018-11-05,6351.061941056285,3198297931.7470818,0.18421052631578946,1.8026565464895636
2018-11-06,6415.443408541094,3213571991.0860043,0.13043478260869565,1.8026565464895636
2018-11-07,6474.847290336688,3408876943.8566713,0.16,1.8026565464895636
2018-11-08,6574.801180290013,3120683820.785003,-0.014084507042253521,1.8026565464895636
2018-11-09,6490.454730761757,2402484611.4646854,0.015151515151515152,1.2851474900810764
2018-11-10,6413.78203857173,2707057000.4786224,-0.1388888888888889,0.7676384336725892
2018-11-11,6429.898792074219,1672332107.6089764,-0.025,0.12075211316198065
