,input_chunk_length,training_length,hidden_dim,n_rnn_layers,dropout,batch_size,lr,RMSE,sMAPE,MAPE
29,25,34,12,3,0.09035285152426512,64,0.0046480990777150715,0.03993535786867142,5.656765028834343,5.4795194417238235
30,20,30,16,3,0.11011152674403285,256,0.003168443353024219,0.026446938514709473,3.0579445883631706,3.093399479985237
31,16,43,11,2,0.20185255887124118,256,0.0015226533598787038,0.026899635791778564,3.1960617750883102,3.250778093934059
32,17,53,10,2,0.20480719226312225,256,0.0014234151266008482,0.02646457776427269,3.0354661867022514,3.050769865512848
33,12,35,8,2,0.22124091010807528,256,0.0016853871980493816,0.028630955144762993,3.5534746944904327,3.634241223335266
34,4,44,13,2,0.17605587367465536,256,0.002152539514476376,0.026642756536602974,3.132658824324608,3.1805478036403656
35,24,37,10,3,0.1873622522446992,64,0.0010130328428029417,0.02653493732213974,3.0901536345481873,3.130895271897316
36,14,27,13,1,0.14521034211275455,256,0.001417774389619705,0.02794674225151539,3.339061141014099,3.348136693239212
37,17,25,28,2,0.023002349350569523,128,0.003589179657465191,0.03023597225546837,3.843780979514122,3.8015808910131454
38,8,40,15,2,0.26790362682388974,32,0.0025792981745327843,0.09046076983213425,11.168251931667328,10.013413429260254
39,11,32,31,2,0.12902331549785107,256,0.002776178823525912,0.026791159063577652,3.0835196375846863,3.094557113945484
40,28,47,10,3,0.2125465842229966,256,0.0030892241206073906,0.026639651507139206,3.123956173658371,3.1695563346147537
41,20,32,16,3,0.10573920781572058,256,0.003136210606136622,0.02652229554951191,3.085411712527275,3.125353530049324
42,19,30,19,3,0.11829443510654611,256,0.004001568497866453,0.03079810179769993,3.9168499410152435,3.8614891469478607
43,22,37,17,3,0.157964870443455,256,0.0046797569888495285,0.026445619761943817,3.058287873864174,3.0937714502215385
44,16,38,18,3,0.15480235321848174,256,0.004696648613482815,0.026497621089220047,3.0557217076420784,3.088941052556038
45,22,42,20,2,0.19435530483053626,256,0.004840316853617912,0.03048877976834774,3.8946177810430527,3.839293122291565
46,11,19,12,1,0.23720435163656725,256,0.004466892089653426,0.02744746208190918,3.2342415302991867,3.2312847673892975
47,13,34,23,2,0.16863833109088713,32,0.00457794934159733,0.07636139541864395,10.216247290372849,10.151927918195724
48,31,36,17,3,0.024112709872893823,128,0.004846717055864895,0.027184130623936653,3.181355446577072,3.1782183796167374
49,18,45,14,2,0.13829899944661417,256,0.0035647599636734945,0.026760179549455643,3.1485535204410553,3.1568653881549835
