,input_chunk_length,training_length,hidden_dim,n_rnn_layers,dropout,batch_size,lr,RMSE,sMAPE,MAPE
30,24,39,10,2,0.09186432803612157,256,0.0038259109939883466,0.0268695130944252,3.1645305454730988,3.1662844121456146
31,28,43,11,2,0.04456112132364098,256,0.0012723308456389006,0.026419594883918762,3.027021326124668,3.0543236061930656
32,29,43,14,2,0.02933236721534733,256,0.00130948941440715,0.02925187535583973,3.6651652306318283,3.6405865103006363
33,25,48,11,2,0.06265344305142471,256,0.0016508246101745983,0.026514867320656776,3.0661756172776222,3.093917667865753
34,29,44,17,3,0.17037056887087842,256,0.0019416303054762378,0.026193693280220032,3.0159058049321175,3.047657199203968
35,30,45,17,3,0.17529715165685483,128,0.004281529924267483,0.02975083515048027,3.498366102576256,3.5098962485790253
36,28,39,20,3,0.21342641534347923,32,0.0019902489533020944,0.0393110066652298,4.874712228775024,4.838341102004051
37,24,36,16,3,0.16593512244132355,64,0.0027152624448786274,0.03282780200242996,3.892034664750099,3.893858566880226
38,29,50,20,3,0.23766010210918276,256,0.003157028521347887,0.027043860405683517,3.212274983525276,3.209375962615013
39,27,46,28,3,0.14764419988971994,256,0.004860377317950073,0.026506708934903145,3.044862300157547,3.054094687104225
40,1,8,24,1,0.24070800325831626,64,0.001880443682414051,0.02935918979346752,3.7544820457696915,3.832298144698143
41,28,43,10,2,0.049638993712794593,256,0.0010109328163698337,0.028344405815005302,3.4793496131896973,3.461640328168869
42,25,41,12,2,0.1310488948681311,256,0.0012978003100011183,0.02750818058848381,3.3334072679281235,3.3918924629688263
43,30,45,12,3,0.011831987735757866,256,0.001467015323380195,0.026404866948723793,3.0416214838624,3.067529760301113
44,30,62,13,3,0.01703084053059187,256,0.0016550807219575876,0.026638232171535492,3.0741089954972267,3.1048333272337914
45,31,44,14,3,0.011150792297271141,256,0.0014999668909589116,0.02680123597383499,3.176029399037361,3.197677806019783
46,27,59,9,3,0.0019222241335887583,32,0.0014426774701260818,0.06443217396736145,7.93633833527565,7.943534106016159
47,26,47,19,3,0.17102333660889477,128,0.001797720643886168,0.03541954234242439,4.896479845046997,5.054083839058876
48,30,40,14,3,0.07372492341160278,256,0.0027025456577114797,0.02790338359773159,3.4791234880685806,3.468756377696991
49,22,37,12,1,0.030566726260598972,64,0.0021238003014178077,0.030426574870944023,3.73944453895092,3.7130098789930344
50,12,34,9,3,0.19015851387159666,256,0.0011916967894422179,0.026389559730887413,3.0608514323830605,3.0930645763874054
51,8,33,9,3,0.15866779766102665,256,0.0011433202349399845,0.02641408145427704,3.0696816742420197,3.1030194833874702
52,9,33,9,3,0.18238047471803437,256,0.0011413337883000576,0.026370463892817497,3.056711331009865,3.0877577140927315
53,9,32,9,3,0.18543937145896575,256,0.0011349241538490215,0.02636343613266945,3.0543293803930283,3.0848603695631027
54,12,35,9,3,0.1897795334374739,256,0.0011260958347588507,0.026381349191069603,3.057117387652397,3.08834258466959
55,11,34,9,3,0.19353192020699428,256,0.0010209518801407452,0.026455320417881012,3.0882183462381363,3.125409409403801
56,13,31,9,3,0.1888158919687074,256,0.0011652047945843458,0.026355188339948654,3.048393502831459,3.077716939151287
57,14,31,9,3,0.18106603375857538,256,0.0016116970028763685,0.026323683559894562,3.028610907495022,3.0521392822265625
58,15,31,8,3,0.18244686126634208,256,0.0015532778507917453,0.02642245590686798,3.02690751850605,3.0526507645845413
59,9,27,22,3,0.20805406920891073,256,0.0013906220199997202,0.027879556640982628,3.338164836168289,3.343876823782921
60,6,16,10,3,0.22624950436338978,256,0.001123943241137071,0.02748728170990944,3.3729087561368942,3.4403078258037567
61,12,30,9,3,0.19268049732882217,256,0.0012084241664668896,0.026348497718572617,3.0466407537460327,3.0759917572140694
62,15,27,9,3,0.2030290809218916,256,0.0010546575132039297,0.026417825371026993,3.0763447284698486,3.1123096123337746
63,12,30,8,3,0.15860542590809257,256,0.0016015434111164373,0.02643176168203354,3.0322518199682236,3.0592283234000206
64,10,32,10,3,0.18233712881765374,256,0.0011903092812501938,0.02644423022866249,3.1150024384260178,3.1548187136650085
65,14,37,9,3,0.22886532735315346,128,0.001409632961577304,0.026374811306595802,3.0260177329182625,3.0454864725470543
66,17,30,8,3,0.22504360561519735,128,0.001921485010738987,0.026435062289237976,3.0458830296993256,3.081280179321766
67,14,38,10,3,0.20022613143275664,128,0.0017096039270647237,0.03020108863711357,4.013373330235481,4.117267578840256
68,7,21,26,3,0.25918070900258233,128,0.0014473417284008756,0.026433393359184265,3.0509784817695618,3.085831180214882
69,10,28,8,3,0.24897652815174376,128,0.0014035808282572967,0.026434017345309258,3.027302771806717,3.0578570440411568
70,4,36,12,3,0.18116221509710054,128,0.0016927257725725725,0.027426907792687416,3.379746526479721,3.4469574689865112
71,13,35,9,3,0.1633430545391908,256,0.0010000403190033953,0.02651846781373024,3.101765923202038,3.1409047544002533
72,11,31,10,3,0.1927939999186938,256,0.001206015738128453,0.02654290944337845,3.1426552683115005,3.1862054020166397
73,14,33,9,3,0.21481723818182347,32,0.0013271968062515311,0.03469055891036987,4.180387035012245,4.130885377526283
74,17,35,11,3,0.14614936477631588,64,0.001540940409158933,0.027104202657938004,3.31416018307209,3.369509056210518
75,13,37,8,3,0.1767192197998338,256,0.0011326313117623074,0.02664831280708313,3.045761212706566,3.0590295791625977
76,9,26,10,1,0.20634564120640997,256,0.0013631624597597724,0.03221271187067032,4.2753759771585464,4.216835647821426
77,11,22,13,3,0.1856080032868186,256,0.0022734085380163504,0.026636246591806412,3.0541375279426575,3.0698373913764954
78,12,29,11,3,0.1339958076272414,256,0.003560428110881397,0.026535043492913246,3.03439199924469,3.053894266486168
79,3,39,9,3,0.15516248289912055,256,0.001225609345202804,0.026474086567759514,3.0679885298013687,3.098786436021328
80,16,32,10,3,0.1683238326245326,128,0.0010975865794426065,0.030222203582525253,4.000109434127808,4.106374457478523
81,12,33,9,3,0.19417555297454267,256,0.0012036117759205097,0.026346461847424507,3.0464477837085724,3.0754754319787025
82,15,31,8,3,0.19776260262324552,256,0.0012637941139761444,0.026496969163417816,3.0300868675112724,3.048516809940338
83,13,34,9,3,0.22130580002412173,256,0.0025043858079060663,0.026366962119936943,3.0139215290546417,3.029961697757244
84,9,29,10,3,0.22213159296367177,256,0.002504836485250043,0.02878166362643242,3.703070804476738,3.789341077208519
85,13,34,24,3,0.22950667496244304,256,0.0018659635257273115,0.02728728950023651,3.1931251287460327,3.184976428747177
86,10,33,12,3,0.2096329108262863,32,0.0015841913342256244,0.03174051642417908,4.124263301491737,4.059955105185509
87,14,36,11,1,0.23410132799576383,256,0.002410127936230486,0.030627571046352386,4.025435820221901,3.9732348173856735
88,8,27,27,3,0.21638945377132585,64,0.0028960849927007954,0.03907395154237747,4.672852158546448,4.595310986042023
89,18,31,8,3,0.24619375018810763,256,0.002043255271548405,0.026607288047671318,3.105522505939007,3.1493891030550003
90,17,32,18,3,0.17657981972196218,256,0.0022082376705325206,0.027362879365682602,3.4146729856729507,3.476245328783989
91,12,35,9,3,0.19009210301451948,256,0.001390027252447491,0.026335202157497406,3.034711442887783,3.059516102075577
92,11,37,9,3,0.17213204868561852,256,0.001504721106117804,0.026347691193223,3.0364196747541428,3.059430792927742
93,11,38,9,3,0.1718546271781613,256,0.0017608678238399443,0.026330992579460144,3.031604364514351,3.0540484935045242
94,11,40,11,3,0.1716525191713364,256,0.001761806950545668,0.026632830500602722,3.186337649822235,3.231216222047806
95,12,38,8,3,0.15127114372919767,256,0.0019911185073339163,0.026518207043409348,3.0457306653261185,3.0699020251631737
96,13,41,10,3,0.1242632745186164,256,0.0014980461498278527,0.026385337114334106,3.095835819840431,3.1314563006162643
97,15,34,9,3,0.18896405108913567,256,0.0016568553253736538,0.026331795379519463,3.0268417671322823,3.0478395521640778
98,15,30,10,3,0.18850334527299395,256,0.0016517308003863875,0.02751859277486801,3.394348919391632,3.4610215574502945
99,11,28,12,3,0.16506583869505512,256,0.0013021206686615152,0.027768874540925026,3.4603267908096313,3.5331957042217255
