,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,use_static_covariates,batch_size,lr,RMSE,sMAPE,MAPE,type
6,8,24,31,2,5,0.26721433653076077,6,True,256,0.0026182472030307066,0.0568615160882473,7.0418477058410645,7.432935386896133,3
7,28,22,17,2,2,0.05095284129195543,6,True,128,0.0013687157276006162,0.05709785595536232,7.0998989045619965,7.461178302764893,3
8,23,7,26,1,4,0.22618671253352524,6,True,64,0.0010925360725750287,0.05596885085105896,6.730614602565765,7.033034414052963,3
9,6,5,20,2,3,0.17205103702801805,8,True,256,0.0044397700954623125,0.05623951554298401,6.773644685745239,7.076738774776459,3
0,9,4,15,3,5,0.033629310691572385,6,True,128,0.004494150731803819,0.05631249025464058,7.446978986263275,7.630544900894165,4
1,23,27,26,1,2,0.21942467820256636,9,True,32,0.004266682140518273,0.08920791000127792,11.852377653121948,11.985203623771667,4
2,23,22,9,3,5,0.06479193625981584,9,True,256,0.0015567860847355464,0.053866930305957794,6.755225360393524,7.067786902189255,4
3,5,28,26,1,3,0.10015031401504892,6,True,256,0.004612540395267208,0.054214831441640854,6.878932565450668,7.219123095273972,4
4,27,28,14,2,8,0.2122265639796661,10,False,256,0.0037393273397348928,0.05405091494321823,6.835687905550003,7.14615061879158,4
5,10,13,29,3,4,0.0566759424536929,10,True,32,0.0025694372949538655,0.10078399628400803,14.350263774394989,13.513760268688202,4
6,26,27,20,2,4,0.27861828875039296,8,True,128,0.0019358585063910896,0.05469366908073425,6.975893676280975,7.129468768835068,4
7,3,13,8,2,5,0.23570190083179599,9,True,128,0.004042933371756565,0.053447168320417404,6.655073165893555,6.913676857948303,4
8,9,19,10,1,7,0.11621940394201735,7,False,64,0.004520024739581102,0.07492146641016006,10.292673856019974,9.59746167063713,4
9,2,2,28,2,3,0.09420947842038778,9,False,64,0.0030222976955438393,0.054186996072530746,7.0222631096839905,7.393120229244232,4
0,8,1,12,2,6,0.2864566034773426,6,False,128,0.0016338499654656995,0.05103757232427597,6.814553588628769,7.06859678030014,5
1,14,8,14,3,7,0.12673003104805086,6,True,256,0.001136442768176147,0.05150917172431946,6.890860944986343,7.2036199271678925,5
2,2,8,15,2,7,0.2677855214984657,8,True,32,0.0049056503237104,0.06380227953195572,8.434117585420609,8.078046143054962,5
3,27,26,17,3,8,0.2530290086784959,8,False,128,0.0028633331452713857,0.05042668804526329,6.689789146184921,6.938239187002182,5
4,25,21,8,3,3,0.15733774129038905,8,False,32,0.004144374399521208,0.08185496926307678,12.693214416503906,11.695045232772827,5
5,30,26,27,1,5,0.07885014073319377,9,False,32,0.0045632566545330076,0.07538503408432007,11.58815249800682,11.686509102582932,5
6,29,11,18,1,2,0.07266077546388286,8,True,64,0.001755257118430257,0.05887012556195259,8.598852157592773,8.558503538370132,5
7,3,29,17,1,5,0.02362735645552434,8,True,256,0.0014305196439227136,0.05374442785978317,7.571589946746826,7.626520097255707,5
8,15,25,10,1,3,0.16463420439010595,6,False,32,0.0020581679874447792,0.0742034912109375,9.962955117225647,9.858544170856476,5
9,15,30,12,3,3,0.07731801603317895,9,False,128,0.0027066077645003525,0.061075158417224884,9.040101617574692,8.863600343465805,5
0,9,23,28,2,7,0.13894738475737908,8,False,128,0.002425683773262163,0.09261662513017654,16.843365132808685,15.304039418697357,6
1,1,24,21,1,3,0.28337510697675017,6,False,32,0.0017975342555479196,0.053786057978868484,7.764939218759537,7.937832921743393,6
2,14,14,8,2,5,0.26212025950860035,8,True,128,0.0023823676604218533,0.04926876723766327,6.838647276163101,7.2113774716854095,6
3,25,17,19,3,3,0.23104168250269758,7,True,32,0.0028279879733653455,0.09322450309991837,14.52106386423111,13.314686715602875,6
4,27,26,21,3,4,0.07736520261936905,8,True,256,0.004913726762552698,0.05140230432152748,7.457616925239563,7.509617507457733,6
5,9,15,24,2,4,0.007948835361861627,10,False,128,0.00437241808692841,0.0551375187933445,7.825236022472382,7.856646180152893,6
6,21,17,21,1,5,0.06759773448631883,6,True,32,0.0042994052617015555,0.07160675525665283,10.81184521317482,10.64891517162323,6
7,9,19,16,2,6,0.2866631857021829,9,True,32,0.0030992285775954583,0.0782853439450264,11.510449647903442,11.0896997153759,6
8,7,9,18,1,7,0.05710544742497717,8,True,128,0.0037569972608911483,0.05985810607671738,9.536122530698776,9.287488460540771,6
9,9,12,23,3,2,0.1559321795229737,9,True,256,0.003108574180154162,0.04948190227150917,6.7373014986515045,6.9984070956707,6
0,16,24,12,1,7,0.056216530540914474,6,False,64,0.004185453670763792,0.09774037450551987,15.381838381290436,15.569640696048737,7
1,2,29,19,3,8,0.09944896512632191,6,True,256,0.0031766838847676012,0.04736506938934326,6.834729760885239,7.18994140625,7
2,22,14,15,3,4,0.12096577056071434,10,False,32,0.004169442144862895,0.10423558950424194,16.945780813694,15.296037495136261,7
3,26,19,19,3,6,0.27568904713388953,6,False,128,0.0011223742483935598,0.04735033959150314,6.667716801166534,6.897535175085068,7
4,15,16,21,3,5,0.10441361890622348,10,False,128,0.003619365011809116,0.048089850693941116,6.908446550369263,7.2254180908203125,7
5,31,3,19,1,6,0.08588752463934661,6,True,32,0.0021481372614670907,0.06289146095514297,10.565809905529022,9.9833644926548,7
6,7,1,19,2,7,0.09507117175624455,7,False,32,0.0027119181232552144,0.0476696752011776,6.9755397737026215,7.101628929376602,7
7,9,14,19,3,4,0.18039135609190066,9,True,64,0.0032421263991158,0.053533900529146194,7.414606213569641,7.8230999410152435,7
8,25,28,15,3,8,0.21733126835196412,7,True,64,0.003932309043786513,0.06652174890041351,9.671054035425186,9.193558245897293,7
9,2,26,23,2,7,0.021018501140326305,10,True,64,0.0010532461803537511,0.05162835493683815,7.694443315267563,7.793049514293671,7
0,9,21,23,2,7,0.22913232394585945,10,True,256,0.0012026350447642514,0.045528944581747055,6.831071525812149,7.242929935455322,8
1,11,4,24,2,7,0.23182510177758625,8,False,256,0.0033777522582503043,0.04617595300078392,6.922151893377304,7.0846788585186005,8
2,11,8,9,3,3,0.06449358857491488,8,False,128,0.002701011141666293,0.051501721143722534,8.764361590147018,8.635511249303818,8
3,2,2,8,3,4,0.13901859893075574,7,True,32,0.002748550792323575,0.047647833824157715,7.512907683849335,7.4348799884319305,8
4,20,8,28,3,4,0.18764928265335398,9,False,32,0.0016508226021677125,0.07830626517534256,11.686455458402634,10.94994768500328,8
5,7,6,16,1,6,0.1455732662750229,6,False,256,0.0013688007301264388,0.04532495141029358,6.818816810846329,7.089223712682724,8
6,3,2,26,1,4,0.274674675604598,6,True,256,0.0030506349462375106,0.0457833893597126,6.921881437301636,7.348842918872833,8
7,24,12,27,3,4,0.05037470927303138,9,False,128,0.0028421986282689336,0.046137381345033646,6.9439709186553955,7.090749591588974,8
8,2,11,26,3,4,0.08720722703131994,7,True,64,0.0034978870514813694,0.10525800287723541,19.571465253829956,17.02105849981308,8
9,28,14,15,2,4,0.08151190835778095,9,False,64,0.004287075087865056,0.05718700587749481,9.2922143638134,9.21175330877304,8
0,25,17,27,2,3,0.16634723164541368,6,False,128,0.004300837544341017,0.042069096118211746,6.236233189702034,6.423681229352951,9
1,4,11,11,1,2,0.08802202791520389,9,True,64,0.00369775192254489,0.051699087023735046,8.601990342140198,8.375121653079987,9
2,28,23,24,2,4,0.030908959457799222,8,True,256,0.002154410086110714,0.04179214686155319,6.071088463068008,6.222187355160713,9
3,22,6,12,1,4,0.12454951277778582,10,False,256,0.0019115966703841893,0.04327278584241867,6.385890394449234,6.459695100784302,9
4,20,7,25,2,5,0.2663901719634937,10,False,32,0.004311885179789825,0.042081721127033234,6.056709960103035,6.278293579816818,9
5,16,15,30,3,3,0.0651971622183628,7,True,64,0.0013597228285429526,0.04122098162770271,5.901767313480377,6.071338057518005,9
6,10,15,25,2,8,0.29437222685229275,10,True,128,0.0016345872359147728,0.0457330159842968,7.13382288813591,7.1239762008190155,9
7,27,26,8,1,5,0.12496321115115354,6,True,256,0.004229343038080214,0.041355181485414505,5.9632305055856705,6.17370642721653,9
8,12,13,10,1,6,0.044151388693439104,10,True,128,0.003861958722027027,0.05336418375372887,8.953578025102615,8.629313856363297,9
9,22,8,21,2,6,0.2651374070432456,7,True,128,0.0028039094978233436,0.04146668687462807,6.071516126394272,6.321220099925995,9
0,16,6,24,2,7,0.2636977086797485,8,True,64,0.001925105945839618,0.042893264442682266,6.491001695394516,6.41290545463562,10
1,23,5,14,1,7,0.2332117752158904,7,False,64,0.002504620949944207,0.038537655025720596,5.365896597504616,5.462232232093811,10
2,13,7,28,3,8,0.24905102479365382,10,True,32,0.0038411400129802725,0.04931211471557617,7.495804876089096,7.309181243181229,10
3,2,4,21,3,3,0.07143889709770786,7,True,64,0.0022740457673578194,0.040250521153211594,5.673415586352348,5.732202157378197,10
4,18,15,22,1,6,0.22938385276952153,9,True,256,0.003432474038993259,0.03866828978061676,5.369459092617035,5.52116334438324,10
5,28,10,21,1,6,0.050738618768439415,6,False,32,0.003685763126808329,0.06465020030736923,9.752207249403,9.737417101860046,10
6,2,14,17,3,2,0.01788079458695373,8,False,128,0.004814134798621221,0.04616183787584305,7.336618006229401,7.215031236410141,10
7,20,25,28,1,8,0.1293040786204258,8,False,128,0.004679310211121826,0.03993610292673111,5.583826452493668,5.6974779814481735,10
8,24,31,23,1,6,0.12455682586631671,8,False,128,0.0024739473601126556,0.03922754526138306,5.4366763681173325,5.6426189839839935,10
9,1,25,10,1,2,0.08847876654500231,6,False,128,0.0016301973068820952,0.03955132141709328,5.7322584092617035,5.96269816160202,10
0,9,6,20,1,3,0.1706519162995208,7,False,256,0.0024893307084986036,0.03692279011011124,5.056249722838402,5.180656909942627,11
1,29,15,26,3,7,0.10134549893865476,8,True,256,0.0017512928139566766,0.03696128726005554,5.082008987665176,5.1887113600969315,11
2,27,12,11,1,3,0.17327335359752954,8,False,256,0.004166449934704554,0.036886218935251236,5.066704377532005,5.164686217904091,11
3,24,18,16,1,5,0.0313077719397282,7,True,32,0.0028795832575907853,0.06234221160411835,9.224915504455566,8.941200375556946,11
4,3,11,32,2,2,0.04010333985919468,10,True,256,0.0022653881983545543,0.0374884270131588,5.300481989979744,5.496050789952278,11
5,17,9,32,3,2,0.16407248895542897,7,False,64,0.0038839737889569976,0.04473504424095154,6.807237863540649,6.634386628866196,11
6,18,22,25,2,8,0.28958320973476603,8,True,256,0.0026820460426631356,0.037669889628887177,5.248748883605003,5.423685163259506,11
7,10,1,19,2,6,0.13932767026429183,7,True,128,0.004629795086483878,0.03726959973573685,5.097808688879013,5.209852010011673,11
8,5,29,9,1,8,0.25641107040830313,8,False,32,0.001787120170611228,0.057223089039325714,8.310407400131226,8.127963542938232,11
9,23,23,17,3,2,0.20538920360904045,7,True,32,0.004585740909109106,0.04894496127963066,7.224301993846893,7.077181339263916,11
0,13,8,11,3,4,0.15000603802038184,10,False,256,0.0047313896745456805,0.035745806992053986,5.005402863025665,5.141067877411842,12
1,24,19,27,2,2,0.11312410526185518,8,True,128,0.0017891256427034553,0.03576785698533058,5.012107640504837,5.14274388551712,12
2,18,10,24,3,8,0.11337576637712932,7,False,32,0.0010450628284481747,0.036793362349271774,5.2322715520858765,5.1864054054021835,12
3,23,10,15,1,3,0.22684779281065062,7,True,256,0.004602089474623501,0.0356864370405674,4.8691097646951675,4.980550333857536,12
4,28,19,19,3,2,0.1168081936850497,8,True,128,0.0014982072052000766,0.0361378975212574,5.051511153578758,5.091977119445801,12
5,27,8,25,1,5,0.07358061129894522,6,False,64,0.001307328514008884,0.04014703258872032,5.93496710062027,5.870289355516434,12
6,16,27,27,3,4,0.001211434478300477,8,True,128,0.004809141344957582,0.03562505543231964,4.9103859812021255,5.017843469977379,12
7,2,27,13,1,7,0.005234909257126774,8,True,256,0.0020509821248630555,0.035896945744752884,4.955197125673294,5.008936673402786,12
8,10,15,19,3,7,0.29707345029251575,7,True,128,0.0031859478752573342,0.03700639307498932,5.125955864787102,5.169352516531944,12
9,9,14,16,3,5,0.011672894826597113,9,True,256,0.0019757960858366847,0.03660997375845909,5.041983723640442,5.0826601684093475,12
0,24,20,30,1,6,0.009231936533084972,9,False,64,0.004050702545089498,0.03697485476732254,5.26946447789669,5.266603082418442,13
1,23,18,32,1,8,0.06479537433946604,7,False,32,0.004502444984340267,0.06086866185069084,9.537811577320099,9.24983099102974,13
2,2,17,19,2,3,0.2972694019993871,6,True,128,0.0024774588155824775,0.034219179302453995,4.736190661787987,4.839831963181496,13
3,14,4,11,3,6,0.09953673827082447,6,True,32,0.002546328845958964,0.04145915433764458,5.946758762001991,5.9325676411390305,13
4,25,20,13,3,8,0.15339000432389852,9,True,256,0.0027323833398937274,0.03395533189177513,4.696999117732048,4.781455546617508,13
5,20,11,11,3,2,0.22203410626740983,6,False,128,0.004300842885997981,0.035071756690740585,4.9075886607170105,5.061997473239899,13
6,28,9,25,1,6,0.017991181540191904,7,True,32,0.004671690904889787,0.0667150542140007,10.310693830251694,9.532544761896133,13
7,20,25,11,3,2,0.01901499563635516,7,True,64,0.0023591883848676784,0.03811047598719597,5.561788380146027,5.545439571142197,13
8,21,26,32,1,2,0.00606163289752899,9,False,32,0.0034187883364452843,0.06416049599647522,10.463915020227432,9.971217811107635,13
9,28,27,8,1,8,0.08943548938380814,10,False,256,0.002664818653138783,0.03487472981214523,4.847568646073341,4.908150807023048,13
0,6,5,12,1,3,0.2863559008537872,10,True,64,0.0036794441447486038,0.035908833146095276,4.50865626335144,4.634525999426842,14
1,19,27,29,2,7,0.2914085185526437,6,False,64,0.0017091077673520028,0.052431993186473846,6.546776741743088,6.5932802855968475,14
2,1,6,16,3,8,0.2705030654301674,6,True,128,0.00347297868226707,0.032355185598134995,4.313931986689568,4.401211813092232,14
3,16,2,31,3,3,0.21714100025576685,9,True,128,0.0013878619417962202,0.032245900481939316,4.28524985909462,4.333532974123955,14
4,14,26,12,3,2,0.1356121454357172,8,True,32,0.0031778478108276088,0.03782134875655174,5.286953970789909,5.302801355719566,14
5,29,19,32,2,4,0.13001068426745757,7,False,128,0.004118612468977533,0.03224876523017883,4.290582239627838,4.349697008728981,14
6,6,18,24,3,5,0.017465161497668313,10,True,256,0.0036661636342739524,0.03881101682782173,5.840930342674255,5.724607035517693,14
7,2,16,29,2,6,0.07627134841603468,6,True,32,0.0012426000445492403,0.03824713081121445,5.751520395278931,5.855521932244301,14
8,26,15,15,3,3,0.09183264549901313,9,False,32,0.0024470592986234026,0.05999591946601868,8.427213877439499,8.051617443561554,14
9,28,15,30,2,4,0.04893128078847362,8,False,256,0.004821650693926942,0.032470062375068665,4.3304406106472015,4.39666211605072,14
0,19,4,11,3,3,0.10617951466489185,8,False,256,0.0023568244639695377,0.0317264124751091,4.247693344950676,4.350071772933006,15
1,3,25,30,1,4,0.027838700608822774,6,False,64,0.004170182470558668,0.03694767504930496,5.013369768857956,4.996010661125183,15
2,10,17,15,2,8,0.28886673183137007,7,False,256,0.003542405553300679,0.030855292454361916,4.0670596063137054,4.143499955534935,15
3,13,19,32,1,4,0.27239107909863186,10,False,32,0.004938521796085556,0.06819060444831848,10.778388381004333,10.337737947702408,15
4,18,5,9,3,6,0.14732588415330514,6,False,128,0.0028361102783013973,0.04083335027098656,6.339569389820099,6.162227690219879,15
5,19,10,32,1,7,0.20466211230618045,10,False,256,0.004889214197068965,0.03220440447330475,4.260938987135887,4.293463379144669,15
6,23,6,22,1,3,0.05024222467916911,7,True,64,0.0015465803568573706,0.036247603595256805,5.175236240029335,5.0665512681007385,15
7,9,31,30,2,8,0.21230604167462253,7,False,128,0.004894297936887403,0.03283850476145744,4.476204514503479,4.4637929648160934,15
8,27,4,8,2,5,0.26426624132184556,6,True,32,0.002400765224943975,0.03317208215594292,4.476380348205566,4.47525754570961,15
9,14,24,18,1,4,0.1489997764127332,10,False,64,0.00212975428069634,0.032552603632211685,4.34698723256588,4.433711990714073,15
0,24,22,23,2,7,0.2514098704235837,7,False,128,0.004706157996819078,0.030426938086748123,3.95338274538517,4.004313051700592,16
1,12,23,15,1,3,0.189469892474484,9,True,32,0.0031048447464515107,0.05268779769539833,7.03975111246109,6.966198980808258,16
2,11,5,31,3,6,0.014978274520242573,7,False,32,0.0029655438702182128,0.04206690937280655,6.4964234828948975,6.298135221004486,16
3,10,18,10,2,3,0.26538524127762897,7,True,128,0.0029321433752982646,0.030271925032138824,3.9397407323122025,4.018889367580414,16
4,27,14,31,1,2,0.026466279685472438,10,False,32,0.0015623969277362684,0.0455968864262104,6.146498769521713,6.014949828386307,16
5,16,6,17,2,6,0.05612520467871052,6,False,64,0.004142498190153777,0.038373447954654694,5.790122598409653,5.627356469631195,16
6,25,27,32,1,3,0.22244374898787972,10,True,32,0.0033676471698922787,0.047423217445611954,6.145195290446281,6.2171343713998795,16
7,8,13,22,1,5,0.15012536425734324,10,True,32,0.0012795486270890072,0.0456211194396019,4.806000366806984,4.705365374684334,16
8,31,25,16,2,2,0.2889506626773766,7,True,32,0.001956378191721049,0.0367438830435276,5.559537932276726,5.440898612141609,16
9,13,21,14,1,8,0.04263280318726837,7,True,64,0.0048465027403645205,0.03197541832923889,4.298297688364983,4.28200364112854,16
0,10,12,22,1,5,0.13540829935478807,10,True,256,0.0037533895953278883,0.03007485345005989,3.8678843528032303,3.8743648678064346,17
1,3,24,20,3,3,0.0930960832932192,6,False,128,0.0027091510177122847,0.033833447843790054,4.457319155335426,4.447503015398979,17
2,28,13,24,1,4,0.1753850554078038,10,True,64,0.0034952571920163263,0.03209729120135307,4.296635091304779,4.287050664424896,17
3,3,26,28,3,6,0.08963943863043498,8,False,128,0.004525420142223984,0.030027607455849648,3.951793909072876,3.956344351172447,17
4,30,29,27,2,3,0.11300725978337543,9,True,256,0.004133052708699461,0.02962186001241207,3.8040272891521454,3.838687390089035,17
5,16,8,23,1,5,0.12584455567431554,6,False,256,0.003741990774392798,0.029861608520150185,3.966207802295685,4.054737463593483,17
6,7,5,9,2,5,0.006800172110951341,7,True,256,0.0038594897206425493,0.02932085655629635,3.820900619029999,3.886624053120613,17
7,14,11,11,2,3,0.050774075305194774,10,False,64,0.003647906871672442,0.03397229313850403,4.780945181846619,4.723883047699928,17
8,6,4,20,1,3,0.1751615448765518,8,False,256,0.0014691230890709651,0.029867010191082954,3.897475078701973,3.9776429533958435,17
9,29,11,10,3,8,0.18053363260235195,10,False,256,0.0022625737776223636,0.029377544298768044,3.7788476794958115,3.844156488776207,17
0,29,13,32,2,5,0.023360619717273257,7,True,256,0.0022528920675726066,0.028880983591079712,3.7093158811330795,3.7466175854206085,18
1,18,10,18,3,5,0.2601385790421014,8,False,128,0.004036909791865681,0.03059740550816059,4.096820950508118,4.076085984706879,18
2,13,4,21,3,4,0.021379775388584543,7,True,64,0.004224027857565111,0.030958110466599464,4.198456183075905,4.16179895401001,18
3,25,28,15,2,4,0.2819572920983768,8,False,128,0.0012841865887370885,0.029246525838971138,3.731902316212654,3.8015667349100113,18
4,21,30,32,1,6,0.25890016106584984,9,False,64,0.0018698423513241167,0.029730921611189842,3.7986915558576584,3.818049281835556,18
5,2,9,17,3,3,0.29085965658624596,9,False,32,0.003528719771765452,0.03079896792769432,4.17313277721405,4.279948398470879,18
6,8,1,24,1,5,0.1649203235204153,10,False,128,0.004115457197982524,0.029821408912539482,3.8563191890716553,3.8848016411066055,18
7,19,28,22,2,4,0.1711824181867485,7,True,64,0.004328355448679665,0.03864789754152298,4.2592499405145645,4.346241429448128,18
8,18,27,8,3,7,0.2648607538359565,6,False,64,0.001677996057745706,0.029723240062594414,3.839859366416931,3.9264045655727386,18
9,15,24,20,2,6,0.16780688729850687,9,True,64,0.0019114420705470116,0.03335024043917656,4.77171428501606,4.709392786026001,18
0,31,9,24,1,2,0.17861302177962446,10,True,32,0.0015506958505338542,0.03468763083219528,4.6903785318136215,4.705020040273666,19
1,22,29,31,3,8,0.19208445958975984,9,False,256,0.004492382285063934,0.028246751055121422,3.5892371088266373,3.64316962659359,19
2,15,24,19,3,6,0.15254165185233753,8,True,32,0.00300386547794659,0.03349555283784866,4.016164317727089,4.034609720110893,19
3,24,8,26,1,8,0.02934088709508049,9,False,64,0.0010674462042282475,0.02863162010908127,3.7102915346622467,3.77645380795002,19
4,19,10,9,2,7,0.19465906185152387,6,True,64,0.0046639015885530525,0.033520039170980453,4.508103430271149,4.48371097445488,19
5,18,29,32,3,5,0.11695570511954878,6,False,256,0.004047933718859987,0.02846672385931015,3.6758597940206528,3.695015236735344,19
6,8,23,23,3,4,0.11463706399354696,6,False,256,0.003117484642213823,0.02903709001839161,3.937060385942459,4.027179256081581,19
7,21,7,14,1,5,0.10487872890565945,8,False,256,0.0018471334427662231,0.028738422319293022,3.8139421492815018,3.887518495321274,19
8,13,29,30,2,8,0.1729752461761613,8,False,256,0.004130656772638082,0.0284075066447258,3.6353152245283127,3.6866921931505203,19
9,19,18,17,3,3,0.08449322542407964,10,True,128,0.0028713342152975312,0.030711408704519272,4.219290986657143,4.203902930021286,19
0,9,24,10,1,4,0.0714103159272271,10,True,128,0.001657466298171718,0.0278940387070179,3.5157594829797745,3.5608388483524323,20
1,17,28,9,2,5,0.12716438153285164,6,True,64,0.004032862038986808,0.0334802083671093,3.8201842457056046,3.83155420422554,20
2,13,13,16,2,5,0.020006842566223593,9,False,128,0.004525831216442691,0.03135090693831444,4.339802637696266,4.287072643637657,20
3,11,11,14,2,3,0.19458496000724826,8,True,128,0.0012191421294685974,0.02871905453503132,3.710976243019104,3.794576972723007,20
4,2,24,15,3,3,0.06735478217968345,7,False,128,0.0028457756065691404,0.027910811826586723,3.4902378916740417,3.513394296169281,20
5,9,18,10,3,8,0.03246550405799523,10,True,64,0.0024359932495283095,0.028528178110718727,3.6689970642328262,3.7137646228075027,20
6,6,26,20,3,4,0.2502136672462228,8,True,64,0.0023902524197274306,0.028195980936288834,3.5713031888008118,3.577638790011406,20
7,29,10,25,1,4,0.18376220884605426,9,False,256,0.004005422470760739,0.027957187965512276,3.5073161125183105,3.5419370979070663,20
8,3,29,29,2,2,0.14014493037715844,6,False,64,0.0017603446529800722,0.03236718848347664,4.017919301986694,3.991123288869858,20
9,24,26,8,2,4,0.14402692513630463,9,True,32,0.004111156124846062,0.04644002020359039,5.034410208463669,4.877562075853348,20
0,12,6,18,1,2,0.045531263409308353,9,False,32,0.003835047250336177,0.045569438487291336,6.048687174916267,5.854272097349167,21
1,23,22,29,2,5,0.08600216231185122,6,False,256,0.003987525385901986,0.027740219607949257,3.444039076566696,3.4650739282369614,21
2,6,23,11,3,3,0.12162343315617807,10,True,256,0.002579504762647416,0.027732210233807564,3.4553203731775284,3.5091038793325424,21
3,26,30,27,3,3,0.0384789320336883,9,True,64,0.002202237263989919,0.041530657559633255,5.791311338543892,5.606197565793991,21
4,21,31,19,2,2,0.11616608907675044,7,False,64,0.0037577458539568833,0.030912520363926888,3.660420700907707,3.7397343665361404,21
5,12,3,19,2,7,0.2801150530514873,8,False,64,0.0022951695184090628,0.027814237400889397,3.451499715447426,3.502403199672699,21
6,14,26,21,2,4,0.2991346180674668,8,False,128,0.003521253332591078,0.030692335218191147,4.08540777862072,4.059984162449837,21
7,23,29,10,3,6,0.2742866464780367,6,True,256,0.004714187146510538,0.02782997488975525,3.4525956958532333,3.5000447183847427,21
8,13,26,21,2,8,0.2896191402577597,8,True,64,0.0028606729553638556,0.03022669069468975,3.9182476699352264,3.9058681577444077,21
9,23,19,31,1,6,0.2996510478316992,6,False,128,0.004728454694848987,0.027452418580651283,3.392896428704262,3.423941507935524,21
0,28,10,27,2,2,0.09685964251355171,7,False,32,0.004724166705621346,0.03698914498090744,5.5119238793849945,5.373302847146988,22
1,2,28,16,1,2,0.14832041129615828,6,False,64,0.0023874511261076916,0.028472550213336945,3.5265978425741196,3.5256214439868927,22
2,30,18,24,1,5,0.11004998753433953,10,False,32,0.004016234032766068,0.03560210019350052,4.270395264029503,4.2228370904922485,22
3,27,23,9,2,4,0.019520405573891952,6,False,64,0.0010655016148201032,0.029584094882011414,3.918210417032242,3.8782577961683273,22
4,1,15,10,3,5,0.0014380031578408836,8,False,128,0.002119201517663184,0.02752024121582508,3.387785702943802,3.4004151821136475,22
5,28,1,27,3,2,0.2041150355056047,6,True,32,0.004295846827387384,0.032331597059965134,4.529990628361702,4.684718698263168,22
