in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
23,29,64,8,5,3,256,145,0.21979348181600794,2.6044725899797808e-05,False,37.15968665057051
11,21,32,2,2,4,512,263,0.24380234512777957,1.8257146918612484e-05,False,26.280529563263343
9,28,128,2,6,8,512,113,0.19574995626256375,2.4235071132620675e-05,False,21.475890461722795
15,14,64,8,5,2,1024,307,0.16478082447082584,3.060048037235315e-05,False,64.74790428303072
12,24,32,2,7,3,256,47,0.27046490152312574,2.240744011217583e-05,False,37.135708099242436
7,26,128,2,6,3,512,75,0.2892693362037458,2.6316895783123757e-05,False,20.00629693642485
8,26,128,2,6,4,512,63,0.28529772421804783,2.6535969928670918e-05,False,20.10192037972151
8,26,128,2,6,4,512,61,0.2850617150086086,2.974103936451396e-05,False,20.153803671245285
8,29,128,2,5,5,512,30,0.2608802096730063,2.406993850069199e-05,False,22.16931645901604
10,23,128,2,7,4,512,99,0.28957605344808546,3.30175023823842e-05,False,20.503341159189777
9,20,128,4,6,5,512,167,0.26902917047776087,2.7780681244890467e-05,False,21.36813353079502
7,25,128,2,8,4,512,261,0.23464322879277544,3.049295770004666e-05,False,20.488963602004496
12,22,64,4,7,3,256,331,0.28847179181371524,3.5374660917788045e-05,False,22.020599962786275
11,9,128,4,6,5,512,214,0.2566577300844622,2.364990802547064e-05,True,101.0334711851151
25,19,128,8,6,4,1024,54,0.21973464071791649,1.5054090758532956e-05,False,55.04167109956801
8,26,128,2,6,4,512,57,0.2995220818617865,2.943057601255229e-05,False,19.785349808835075
8,28,128,2,5,4,512,89,0.2936379594029007,2.827890323797065e-05,False,20.832433813883544
10,26,128,2,7,5,512,111,0.2998883353961203,2.6077579278525932e-05,False,22.771062632373372
8,25,128,2,6,4,512,284,0.2787325383687497,3.060899081083054e-05,False,20.530601670882977
9,24,128,2,7,3,512,20,0.2663459046722952,3.214001076629854e-05,False,89.31745003990711
7,30,128,4,8,4,512,38,0.24830948071797648,2.957106114094601e-05,True,99.27233687346356
13,15,128,2,4,6,512,70,0.28206099091395875,3.547983714334399e-05,False,102.58258954501764
11,21,128,2,5,4,512,126,0.23432824648838274,2.7172164676783535e-05,False,22.0082050636451
8,28,128,4,6,7,512,138,0.299783583705424,3.832372027168503e-05,False,22.844605938457455
10,27,32,2,8,3,1024,56,0.2744458706685689,2.492863145920765e-05,True,41.3223193784905
8,29,128,2,6,4,512,66,0.28896121959016663,2.9379337145755068e-05,False,19.501642409423646
7,29,128,2,6,5,512,71,0.28672588077909544,3.134156569391326e-05,False,20.48044727937437
9,26,128,2,7,4,512,43,0.2597021709705406,2.8914459562826716e-05,False,19.392885362520268
9,28,128,2,7,4,512,44,0.2558777419047289,3.4077207745388274e-05,False,30.199735697450635
7,25,128,2,7,5,512,22,0.26960293173871747,2.8977722644567196e-05,False,98.53040549573016
9,23,128,2,7,3,512,90,0.24115743601155912,3.1832487325076e-05,False,35.30569545894128
10,29,64,4,8,4,256,81,0.25234939010196505,3.712224825572343e-05,False,22.03115911288367
