in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
28,10,64,4,2,7,256,305,0.272031459609642,1.623254154929605e-05,True,19.31038388935857
14,19,128,4,3,6,512,97,0.1175121846451921,1.530644198239654e-05,True,19.32165556323315
11,24,128,2,3,5,256,54,0.2169978980149807,1.4110141736306343e-05,False,19.35635262756592
10,27,128,2,3,7,256,61,0.2698001633475524,1.8748466279992625e-05,True,19.35925337415798
15,20,128,4,3,5,256,96,0.2203343601056504,1.2501293131386153e-05,False,19.366252515212683
14,27,128,2,3,7,256,303,0.2362087837438703,2.295544364068669e-05,True,19.368215794145133
11,24,128,8,4,8,512,103,0.1716620928263192,2.1487613522214995e-05,True,19.370713235610147
14,28,128,2,2,7,256,319,0.2770668992160798,2.4891637978741534e-05,True,19.38205776195777
13,28,128,2,2,7,256,300,0.2755691959001076,1.836379321050245e-05,True,19.389433518285603
9,26,128,2,7,4,512,43,0.2597021709705406,2.891445956282672e-05,False,19.392885362520268
8,29,128,2,2,7,256,298,0.2257336144536092,1.680054559659115e-05,True,19.41790050316282
9,19,128,2,4,8,512,112,0.1083993779933621,1.5153851757727313e-05,True,19.452829552788025
9,21,128,2,4,7,1024,98,0.1866641072596827,1.3921796392337896e-05,True,19.483448001587725
11,21,128,2,3,4,256,72,0.1979249489505024,1.4278903519982206e-05,False,19.49919769106829
8,29,128,2,6,4,512,66,0.2889612195901666,2.9379337145755068e-05,False,19.50164240942365
7,26,128,2,7,4,512,71,0.2569908962113772,3.186021264453247e-05,False,19.50537824867218
13,18,128,2,4,3,512,141,0.1744542265768739,1.5902191488220958e-05,True,19.52782746103869
13,16,128,2,4,8,512,140,0.1517389137699717,1.6350209668664877e-05,True,19.535536998649626
15,20,128,4,3,5,256,94,0.2191997708872856,1.279127517826816e-05,False,19.56848897847632
30,16,128,4,2,3,512,59,0.1823095684360854,1.8390003773598623e-05,True,19.594540629815675
15,19,128,8,5,3,1024,152,0.2183721869945602,2.670037856472338e-05,True,19.5948275150939
8,20,128,4,6,4,512,260,0.2123013034622457,2.621021146570568e-05,False,19.623959549846383
13,21,128,2,3,4,256,76,0.2011308699693259,1.4061194114012251e-05,False,19.661823351088504
18,19,128,8,5,2,512,115,0.1846410037049018,2.503726965469275e-05,True,19.669067614863103
7,27,128,2,7,4,512,46,0.2676146986681473,3.351123090529876e-05,False,19.674786712239037
22,13,64,4,2,4,256,226,0.241287769359375,4.66507500908952e-05,True,19.68286362930933
11,21,128,2,4,7,1024,100,0.1875191165862754,1.3662106456743503e-05,True,19.68296114296384
14,16,128,8,4,8,512,143,0.1508343235318498,1.5912281696266786e-05,True,19.685959649646797
12,21,128,4,3,5,256,59,0.2340506521972713,1.2362086600620915e-05,False,19.68936640815117
7,14,64,2,8,7,256,111,0.2957329034977248,3.669913086878485e-05,False,19.6918780420952
14,20,128,4,3,6,512,108,0.1305296584855805,1.4239086434081938e-05,True,19.71816296735271
20,21,128,4,2,4,512,177,0.1870455216732423,1.762162052234265e-05,True,19.73248779330276
13,18,128,2,4,8,512,100,0.1726837487038197,1.5832942556486034e-05,True,19.748890591355824
12,21,128,4,3,5,256,63,0.23088294767706,1.249443804666084e-05,False,19.76231389593338
8,20,128,4,2,3,512,141,0.1800028067298815,1.66816433368713e-05,False,19.770435136998778
18,21,64,4,4,4,256,352,0.2929003441191321,1.3143342980464064e-05,False,19.780149475922062
8,26,128,2,6,4,512,57,0.2995220818617865,2.943057601255229e-05,False,19.785349808835075
8,8,128,8,8,8,512,89,0.2885693123192606,3.5526502866322034e-05,False,19.80737051806854
16,25,64,2,4,4,256,266,0.2835786680466512,1.6164900686999884e-05,False,19.831383638356183
18,22,64,4,4,4,512,348,0.2755833928553847,1.255102150183765e-05,False,19.897232586222017
20,22,64,2,4,4,256,249,0.1262065737619068,1.484321872619813e-05,False,19.914807834109787
17,25,64,2,4,5,256,219,0.250187431263005,1.659630373670651e-05,False,19.91925771694705
18,22,64,4,4,4,512,348,0.2758021516483854,1.2602792164041e-05,False,19.92549946188217
7,26,128,2,6,3,512,75,0.2892693362037458,2.631689578312376e-05,False,20.00629693642485
18,19,128,8,5,2,512,118,0.1772299193706266,2.703692683412399e-05,True,20.006788928041267
8,26,128,2,6,4,512,63,0.2852977242180478,2.653596992867092e-05,False,20.10192037972151
16,17,64,2,4,6,256,63,0.1802909255905284,4.9692835141599455e-05,False,20.104438137862427
18,19,128,8,5,2,512,109,0.1751611960557192,2.6190617644099157e-05,True,20.116076044321908
8,26,128,2,6,4,512,61,0.2850617150086086,2.974103936451396e-05,False,20.153803671245285
7,27,128,2,6,3,512,77,0.2783959780509194,2.6499206281568424e-05,False,20.23856958552189
16,21,128,8,7,3,1024,149,0.2199247427876579,2.6597940532208864e-05,True,20.34540252960476
13,24,64,4,5,8,512,90,0.2278073173415752,2.836028252369146e-05,False,20.4484337453731
17,18,128,4,6,6,512,27,0.0254006709788705,1.6695191359679796e-05,False,20.52618125621238
12,14,64,4,5,6,1024,295,0.1933771619820814,4.932589636905571e-05,False,20.631625279402392
19,23,32,2,3,2,1024,149,0.0754111286561653,1.9289581883103764e-05,False,20.64059324144851
21,19,128,8,6,2,1024,181,0.2016286961887871,2.8976141924993488e-05,True,20.643174795547772
12,30,64,8,5,5,512,186,0.2630360162006589,3.431569772924619e-05,True,20.77388873643391
8,14,128,2,8,6,256,201,0.2938697526569466,3.4735197099827506e-05,False,20.85917574074728
16,22,64,4,6,8,512,29,0.0548941376442396,1.603419647200861e-05,False,20.970009485346573
7,16,64,2,6,7,256,92,0.2966951179820175,2.9936582305288284e-05,False,21.00419687260452
12,25,128,4,5,4,256,240,0.036848280457022,2.6348186651414396e-05,False,21.41976021136333
10,22,32,2,2,2,1024,133,0.0949724164185621,2.1332390854545637e-05,False,21.6983497943538
30,25,128,4,6,7,512,80,0.0570863432287645,1.4647808158423909e-05,True,21.955200230582346
13,25,128,4,2,4,1024,226,0.0482949286597145,2.5190223594991505e-05,True,21.9679084548401
13,18,64,8,8,8,256,173,0.1563603164543481,1.945868876473173e-05,True,22.260235596060152
19,18,32,8,2,4,512,105,0.10270655006954,1.2283873862379616e-05,True,22.3114814236973
19,23,32,2,3,2,1024,152,0.065672275516801,2.1584048433259653e-05,False,22.41438140519841
13,25,32,4,3,2,512,195,0.0969576413133687,2.005215015436972e-05,False,22.42029230879274
18,25,32,2,3,2,1024,159,0.0994471998836019,1.8518367844109147e-05,False,22.50580821760889
10,14,64,8,6,7,256,114,0.2042949298928143,3.792626395649293e-05,False,22.70222171392356
18,25,32,2,3,2,1024,157,0.1014893160432502,1.892739459029137e-05,False,22.84175439583067
16,23,64,4,6,8,512,30,0.0712912573732537,1.6287759855532308e-05,False,22.873567847126303
19,19,32,4,5,7,512,87,0.023746717891119,2.0145206578326196e-05,False,22.962150436686564
15,24,32,2,2,5,1024,162,0.056364918721996,3.068743682758564e-05,False,23.031940306746197
15,7,128,2,7,5,256,250,0.2567323984172828,2.2528144055117568e-05,True,23.789248278018192
20,17,32,8,7,7,512,99,0.0577330861617848,1.2951893669477552e-05,True,24.039360923379
29,18,64,4,8,7,512,320,0.2144017221328459,1.290759866485972e-05,False,24.22864631348108
17,16,128,4,6,6,512,11,0.000171084371518,1.6501297945490782e-05,False,24.350739487077963
29,18,64,4,8,7,512,330,0.1584882046771004,1.609951035619047e-05,False,24.76558831132538
28,26,128,4,3,8,256,258,0.2706537166978398,1.5711233738940694e-05,False,24.78074188875304
26,17,32,8,8,8,512,205,0.132165258241233,1.689704069062039e-05,True,25.25060032636025
28,18,64,4,8,7,512,325,0.1949828609120303,1.333771583899136e-05,False,25.330105746347236
29,18,64,4,8,7,512,323,0.2149010098362727,1.3229785426897142e-05,False,25.458899022985044
27,16,32,8,8,7,512,256,0.1749368696338975,1.7901675613190146e-05,True,25.89468151476644
19,20,32,8,8,8,512,154,0.103789629310721,1.1510558480677963e-05,True,26.38297974062609
25,28,32,4,4,8,1024,32,0.1928245452120254,2.4808200076598288e-05,True,32.4567458574877
