in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
13,15,128,2,2,8,256,212,0.19718796350794968,1.6850661597956703e-05,True,20.945162531846304
12,16,128,2,3,8,256,211,0.20713063332003018,1.6408125458388198e-05,True,92.59584319176383
14,20,128,2,2,8,256,150,0.15796125163307131,1.6507373010382533e-05,True,20.07774561216335
10,20,128,2,3,6,256,113,0.1342971343212943,1.4108326822643699e-05,True,20.69819424917558
10,20,128,2,3,6,256,116,0.1380965970578282,1.407252558587056e-05,True,20.84042651588882
10,24,128,2,4,7,256,57,0.12393286301829928,1.042463556100752e-05,True,50.64300229670869
15,17,128,4,3,6,512,147,0.1352432263247241,1.2604099914707464e-05,True,20.488530640823942
15,17,128,4,5,7,512,162,0.16115356226894517,1.1722069303019943e-05,True,22.54142997824803
17,12,128,4,2,8,512,149,0.16083981216019824,1.2343113787322618e-05,True,92.1427046420045
14,20,128,4,3,6,512,108,0.1305296584855805,1.4239086434081938e-05,True,19.71816296735271
14,19,128,4,3,6,512,97,0.11751218464519211,1.530644198239654e-05,True,19.32165556323315
13,19,128,4,4,7,512,84,0.11778182431453711,1.5152287193164303e-05,True,35.52041158569396
14,23,128,4,2,7,512,15,0.08630546394590734,1.755522872896656e-05,True,72.09063376538771
17,19,128,4,3,5,512,91,0.15444243123029702,1.4976459469295963e-05,True,26.802800905562744
7,21,128,4,2,6,512,52,0.11356795807811389,1.7715263289052855e-05,True,87.0034813990252
19,17,32,8,5,8,512,131,0.12489874197545674,1.3502452706613428e-05,True,59.62980168146861
12,20,128,4,3,5,1024,172,0.14976800587520722,1.554687268951258e-05,True,42.69884510609398
20,18,128,4,6,7,512,65,0.09795140373854674,1.8187054471263085e-05,True,83.15614295692025
11,24,128,8,4,8,512,103,0.17166209282631928,2.1487613522214995e-05,True,19.370713235610147
11,26,128,8,4,8,512,101,0.165430732478348,2.0112448066564168e-05,True,20.76620203639633
8,22,128,8,4,8,512,190,0.14154172812045634,2.242450185137212e-05,True,22.160034144769615
14,24,128,8,3,7,512,132,0.18170841703777976,1.6601880359738955e-05,True,20.711457915881844
14,28,64,8,4,8,512,33,0.1695517824059713,1.4488384808969729e-05,True,34.11143171667222
11,24,128,8,3,7,512,102,0.1531335871803295,1.8714692377615897e-05,True,20.857263732447954
16,21,32,4,2,6,1024,75,0.1984601996575948,1.2915618050371258e-05,True,29.11814125043027
12,19,128,2,7,5,512,171,0.21566680223272866,2.1155716646705757e-05,False,21.20098468326059
17,16,128,4,3,7,512,134,0.17855957325907662,1.5765196777237024e-05,True,92.79216116611056
15,25,64,8,2,8,256,37,0.14555213360107308,1.7206641160474906e-05,True,25.013757470547336
11,21,128,2,4,7,1024,100,0.1875191165862754,1.3662106456743503e-05,True,19.682961142963837
9,21,128,2,4,7,1024,98,0.1866641072596827,1.3921796392337896e-05,True,19.483448001587725
9,23,128,2,5,6,1024,98,0.16751035112624116,1.3630248182482401e-05,True,20.06486155743072
8,23,128,2,5,6,1024,96,0.2168028096000621,1.1805280481370556e-05,True,20.914383126262585
9,27,128,2,5,5,1024,72,0.16646062381090893,1.3356766411271629e-05,False,35.18003379642215
8,23,32,2,4,6,1024,113,0.16904716861257765,1.38285131342712e-05,True,53.39826144338835
9,22,128,2,5,4,1024,58,0.1902544613251766,1.4577714157452376e-05,True,19.985407412657903
11,21,128,2,6,4,1024,46,0.18680803427145415,1.4772197418118752e-05,True,82.46667720187708
7,22,64,4,5,4,1024,21,0.19594067581663388,1.241314608927583e-05,False,24.107427935404598
9,25,128,2,4,4,1024,66,0.22858890708154134,1.4587770653283169e-05,True,20.559320129843016
11,18,128,8,7,3,1024,86,0.1903342686031548,1.0755927490083253e-05,True,23.19849112215401
9,21,128,2,5,5,1024,123,0.17712310225932643,1.3149045663825823e-05,True,21.974308119477005
10,23,128,2,5,6,1024,108,0.20893974474466798,1.3845432046822018e-05,True,20.48141935831225
9,22,128,2,6,6,1024,80,0.17187957121692296,1.1214192162729219e-05,True,34.743294888255086
13,25,128,2,4,5,1024,95,0.18964303267919982,1.5808153057377484e-05,True,22.942921467873983
8,20,128,2,4,7,1024,44,0.13007956532959605,1.2941558275495694e-05,True,93.63096054649881
10,26,128,2,6,2,1024,7,0.14355262631750404,1.4207422571776154e-05,True,92.6718655217732
12,19,128,2,4,6,1024,59,0.15949016613621222,1.5163234293730676e-05,True,92.85983091342163
11,24,32,4,5,7,1024,121,0.15004789641042196,1.2027792224572815e-05,True,51.849682055934196
8,21,128,2,5,7,1024,77,0.2015011915432185,1.0072771463843873e-05,False,20.75461558385234
7,23,128,4,4,6,1024,139,0.18218191849823098,1.362661896692783e-05,True,65.79771825739523
13,20,128,2,3,8,512,157,0.15883865466643662,1.656263172919813e-05,True,21.288378248521006
10,20,128,2,5,8,512,107,0.13093493489085492,1.4766167554975126e-05,True,19.816349473199143
10,22,128,2,5,8,512,101,0.1351750629482676,1.4336597285509453e-05,True,21.650626877128097
10,21,128,2,5,7,512,126,0.12194762054028581,1.2948349127984933e-05,True,87.72165899480461
9,19,128,2,4,8,512,112,0.10839937799336216,1.5153851757727311e-05,True,19.452829552788025
11,18,64,2,4,8,512,108,0.10605658638190178,1.537711166344592e-05,True,67.78367239215154
12,19,128,8,4,8,512,88,0.11094246362184178,1.6084314943369277e-05,True,82.29276218099578
8,17,128,4,4,8,512,69,0.12940195944366242,1.513629762227325e-05,True,88.99208894987811
7,19,128,2,3,8,512,110,0.08478315306528217,1.8314975106252482e-05,True,20.073337557440016
9,20,128,4,6,7,512,58,0.10403030783606904,1.7128682791658736e-05,True,86.14693705991418
9,22,128,2,5,7,512,119,0.13824949533064168,1.3490132289530982e-05,True,87.3870543915436
10,21,128,2,5,6,512,90,0.11935407262799799,1.4478934327076054e-05,True,20.725656473521997
13,18,128,2,4,8,512,100,0.1726837487038197,1.5832942556486034e-05,True,19.748890591355824
13,18,128,2,4,3,512,141,0.17445422657687398,1.5902191488220958e-05,True,19.52782746103869
13,16,128,2,4,8,512,140,0.15173891376997178,1.6350209668664877e-05,True,19.535536998649626
14,16,128,8,4,8,512,143,0.15083432353184986,1.5912281696266786e-05,True,19.685959649646794
