in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE,sMAPE2,MAPE
19,28,128,2,2,5,1024,166,0.237763565718756,4.9754231160080937e-05,True,18.70983920131965,18.70983958402782,19.37961000497021
13,10,64,8,7,2,256,53,0.2156145448356798,1.0999521487276345e-05,False,18.713013041736065,21.10297235790505,19.828196988716336
20,20,128,4,2,3,512,179,0.1830981521941227,1.5950481093239385e-05,True,18.71560895526713,18.714680912590055,19.97711822094351
13,25,64,8,4,3,256,245,0.2994474191152911,3.172965817872544e-05,False,18.74995533795829,19.3332554838381,20.529994357084256
8,27,128,2,3,7,512,224,0.2794523714323302,3.745316573020406e-05,False,18.763942890221543,18.56980631893543,19.384419348779993
10,25,128,2,2,8,1024,91,0.2742388138039219,4.37393382783452e-05,False,18.803513883051963,18.905739691217477,20.22873107371272
10,19,64,8,4,3,256,295,0.262554491604273,2.64879120778557e-05,False,18.841079821109997,20.27985385658276,21.904258207944295
8,25,128,2,2,8,1024,150,0.2808637287387889,3.322494878784286e-05,False,18.8564409077866,18.99695257258673,20.585209689746137
15,20,128,8,5,3,1024,174,0.2067049640724724,3.437373094022942e-05,True,18.869607160587847,18.82543919916563,19.071249778813534
11,19,64,8,4,3,256,291,0.2418533550385134,2.7975733078877603e-05,False,18.890755719799905,19.72439248789447,21.170604766506024
8,25,128,2,2,8,1024,179,0.280305095905443,4.184812425118468e-05,False,18.916278927955343,18.810169470102718,19.839727084189505
8,23,64,8,4,3,256,69,0.2426073054801945,3.1854798233007366e-05,False,18.9223887967604,18.922388796184233,19.83465698270728
9,25,128,2,3,7,512,179,0.2828620716047976,3.569918716795856e-05,False,18.962242274047064,18.882161300385643,19.07782617632901
8,27,128,2,2,8,1024,156,0.2796698461946776,3.648587823786252e-05,True,18.96660682894081,18.786579151899794,20.089663031818635
20,21,128,4,2,4,512,177,0.1851517360332582,1.5503736215826923e-05,True,18.978006849857028,18.97824836352783,18.731233669091086
8,25,128,2,2,8,1024,172,0.2797894873235303,3.73543942412664e-05,True,18.979949128945016,19.236108201595943,20.93325037962528
12,19,64,8,4,3,256,289,0.2808761174617118,2.4475221073414243e-05,False,18.981245258841277,20.9208689858034,22.60736458290212
10,19,64,8,4,3,256,285,0.2505354296184293,2.637268428796502e-05,False,18.98158613640522,20.335700799449782,21.987023456829377
16,10,128,2,2,7,512,201,0.2123747565319081,1.7502829949649912e-05,True,19.02169399684937,18.65966788048347,19.274066966885748
27,17,128,4,2,3,512,162,0.1949747671427788,1.9562053556945988e-05,True,19.029234829847628,19.029260310140415,19.758191557741764
8,28,128,2,3,7,512,223,0.2920937245138139,3.303021577404316e-05,False,19.04640079776109,19.01587405262331,19.300477760388024
9,27,128,2,3,7,512,200,0.2820248181779805,3.30501479694674e-05,False,19.054119008038413,18.53644486496878,18.787907582098217
8,30,128,2,3,7,512,187,0.2936442902426218,3.369939513452405e-05,False,19.06264082415467,19.2868645817664,20.20425989173588
9,27,128,2,2,7,256,329,0.2811351877699583,1.5309620768809764e-05,True,19.08976669629783,20.708492868733636,22.014152627867432
10,19,128,4,2,3,512,137,0.2266417079932995,1.752654281184817e-05,False,19.09618680282833,19.09581025892419,19.706022187720304
12,19,64,8,4,3,256,333,0.2404942149270114,2.65307551513632e-05,False,19.11355518190953,21.535839819472997,23.67211901273888
10,22,64,8,4,3,256,67,0.2608858345417097,2.998954403062899e-05,False,19.127277437529266,19.12765966993856,20.257751737076156
8,27,128,2,2,7,256,292,0.2569006998216807,1.9362087933392716e-05,True,19.141749122519624,18.978319096654822,19.461207255694166
16,20,64,4,7,7,512,57,0.018102049747808,1.6304255852750344e-05,False,19.17447007149149,44.92898236922362,35.203972513646086
13,20,64,8,4,3,256,303,0.2414131275558128,2.746693239759564e-05,False,19.189590536252965,20.040151363864865,21.646468890763295
19,26,128,2,2,7,256,276,0.276433179808874,2.9396643665606523e-05,True,19.19035755126941,19.17783466220428,19.305126405117775
20,7,64,4,2,5,512,307,0.2508702334858674,1.343828508018573e-05,True,19.2354565940988,19.76722238283932,18.34303778863481
13,20,128,4,3,5,256,108,0.2328245937757124,1.2340306167180373e-05,False,19.2418567837068,20.255085150317594,19.49986733522798
7,29,128,2,2,7,256,311,0.2235399334312559,1.7360964617495272e-05,True,19.277587594043865,19.301420412743717,20.301050401100046
26,19,128,4,2,3,512,202,0.1821144053558979,1.753872342290575e-05,True,19.287496826195145,19.287659606608855,19.400937581988778
16,22,64,4,6,7,512,30,0.0525514118795807,1.5758166387343e-05,False,19.29500130633209,69.42369811842251,50.494545220661905
28,10,64,4,2,7,256,305,0.272031459609642,1.623254154929605e-05,True,19.31038388935857,20.72277666731457,22.609042940487868
14,19,128,4,3,6,512,97,0.1175121846451921,1.530644198239654e-05,True,19.32165556323315,87.54038093667945,59.99285673378634
11,24,128,2,3,5,256,54,0.2169978980149807,1.4110141736306343e-05,False,19.35635262756592,19.14169642976458,20.349532247038194
10,27,128,2,3,7,256,61,0.2698001633475524,1.8748466279992625e-05,True,19.35925337415798,25.630246475477485,23.0101272582956
15,20,128,4,3,5,256,96,0.2203343601056504,1.2501293131386153e-05,False,19.366252515212683,19.33976046293623,19.789229437966956
14,27,128,2,3,7,256,303,0.2362087837438703,2.295544364068669e-05,True,19.368215794145133,27.017343848293923,23.778409304497856
11,24,128,8,4,8,512,103,0.1716620928263192,2.1487613522214995e-05,True,19.370713235610147,19.341082289235757,20.036253607039875
14,28,128,2,2,7,256,319,0.2770668992160798,2.4891637978741534e-05,True,19.38205776195777,19.92530350574652,18.801145564110584
13,28,128,2,2,7,256,300,0.2755691959001076,1.836379321050245e-05,True,19.389433518285603,19.749495348214673,18.757819366879502
9,26,128,2,7,4,512,43,0.2597021709705406,2.891445956282672e-05,False,19.392885362520268,19.67009483530531,21.036760398973282
8,29,128,2,2,7,256,298,0.2257336144536092,1.680054559659115e-05,True,19.41790050316282,19.254091118918165,19.255309641096417
9,19,128,2,4,8,512,112,0.1083993779933621,1.5153851757727313e-05,True,19.452829552788025,85.57162243007356,59.020940950626496
9,21,128,2,4,7,1024,98,0.1866641072596827,1.3921796392337896e-05,True,19.483448001587725,64.16122257020731,47.40676036446898
11,21,128,2,3,4,256,72,0.1979249489505024,1.4278903519982206e-05,False,19.49919769106829,19.48108961729977,19.3143205676531
8,29,128,2,6,4,512,66,0.2889612195901666,2.9379337145755068e-05,False,19.50164240942365,19.666046737123175,21.10588388876644
7,26,128,2,7,4,512,71,0.2569908962113772,3.186021264453247e-05,False,19.50537824867218,19.443741487873076,20.619334039663066
13,18,128,2,4,3,512,141,0.1744542265768739,1.5902191488220958e-05,True,19.52782746103869,25.97482852174971,22.383573341657453
13,16,128,2,4,8,512,140,0.1517389137699717,1.6350209668664877e-05,True,19.535536998649626,85.9954996041758,59.19680589531164
15,20,128,4,3,5,256,94,0.2191997708872856,1.279127517826816e-05,False,19.56848897847632,19.47869032047687,19.634896067084515
30,16,128,4,2,3,512,59,0.1823095684360854,1.8390003773598623e-05,True,19.594540629815675,19.593977693784165,18.907731893308977
15,19,128,8,5,3,1024,152,0.2183721869945602,2.670037856472338e-05,True,19.5948275150939,78.32524308054327,55.274738961054325
8,20,128,4,6,4,512,260,0.2123013034622457,2.621021146570568e-05,False,19.623959549846383,29.852200117052774,38.33771126186265
13,21,128,2,3,4,256,76,0.2011308699693259,1.4061194114012251e-05,False,19.661823351088504,19.448555195059047,19.67204205411882
18,19,128,8,5,2,512,115,0.1846410037049018,2.503726965469275e-05,True,19.669067614863103,19.548123611020017,20.150066058532943
7,27,128,2,7,4,512,46,0.2676146986681473,3.351123090529876e-05,False,19.674786712239037,19.753044996834653,21.154316202200338
22,13,64,4,2,4,256,226,0.241287769359375,4.66507500908952e-05,True,19.68286362930933,19.20660767528311,20.10042546416795
11,21,128,2,4,7,1024,100,0.1875191165862754,1.3662106456743503e-05,True,19.68296114296384,24.644970735350295,29.13045419615014
14,16,128,8,4,8,512,143,0.1508343235318498,1.5912281696266786e-05,True,19.685959649646797,90.44056174862334,61.42200122865393
12,21,128,4,3,5,256,59,0.2340506521972713,1.2362086600620915e-05,False,19.68936640815117,20.22298591966915,18.934757816802513
7,14,64,2,8,7,256,111,0.2957329034977248,3.669913086878485e-05,False,19.6918780420952,19.673913707650062,20.206688951945935
14,20,128,4,3,6,512,108,0.1305296584855805,1.4239086434081938e-05,True,19.71816296735271,85.62388240697544,59.0511492882973
20,21,128,4,2,4,512,177,0.1870455216732423,1.762162052234265e-05,True,19.73248779330276,19.733086630929694,18.792646452388958
13,18,128,2,4,8,512,100,0.1726837487038197,1.5832942556486034e-05,True,19.748890591355824,36.90685244455179,35.06247078588338
12,21,128,4,3,5,256,63,0.23088294767706,1.249443804666084e-05,False,19.76231389593338,21.266113553385175,19.648578843379592
8,20,128,4,2,3,512,141,0.1800028067298815,1.66816433368713e-05,False,19.770435136998778,19.768123804473483,21.963938832491777
18,21,64,4,4,4,256,352,0.2929003441191321,1.3143342980464064e-05,False,19.780149475922062,27.33035920944664,36.89970207826418
8,26,128,2,6,4,512,57,0.2995220818617865,2.943057601255229e-05,False,19.785349808835075,19.968962150305124,21.3478861489792
8,8,128,8,8,8,512,89,0.2885693123192606,3.5526502866322034e-05,False,19.80737051806854,19.808551185050852,19.21885684851074
16,25,64,2,4,4,256,266,0.2835786680466512,1.6164900686999884e-05,False,19.831383638356183,26.79899957584619,36.86016726538981
18,22,64,4,4,4,512,348,0.2755833928553847,1.255102150183765e-05,False,19.897232586222017,36.5866194206239,58.24082439823371
20,22,64,2,4,4,256,249,0.1262065737619068,1.484321872619813e-05,False,19.914807834109787,19.232939125338515,20.454880361603678
17,25,64,2,4,5,256,219,0.250187431263005,1.659630373670651e-05,False,19.91925771694705,19.5440378302604,21.11562783542716
18,22,64,4,4,4,512,348,0.2758021516483854,1.2602792164041e-05,False,19.92549946188217,36.40395796842678,57.53265655734244
7,26,128,2,6,3,512,75,0.2892693362037458,2.631689578312376e-05,False,20.00629693642485,20.28484408965327,21.770982610333697
18,19,128,8,5,2,512,118,0.1772299193706266,2.703692683412399e-05,True,20.006788928041267,19.7595810973009,19.799078815265627
