Iteration,input_chunk_length,output_chunk_length,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,dropout,batch_size,MAPE
56,20,1,64,8,4,3,1024,0.2,64,73.49665456162244
57,20,1,64,8,4,4,512,0.1,32,1562.297348963307
58,20,1,64,8,4,4,512,0.1,64,198.26983482866945
59,20,1,64,8,4,4,512,0.2,32,225.64636163656505
60,20,1,64,8,4,4,512,0.2,64,254.16360077815065
61,20,1,64,8,4,4,1024,0.1,32,74.0597870544518
62,20,1,64,8,4,4,1024,0.1,64,233.19846264247147
63,20,1,64,8,4,4,1024,0.2,32,143.85205050804936
64,20,1,64,8,4,4,1024,0.2,64,126.33765486204368
65,20,1,128,4,3,3,512,0.1,32,916.7783616280956
66,20,1,128,4,3,3,512,0.1,64,85.79943069245412
67,20,1,128,4,3,3,512,0.2,32,115.91587090084344
68,20,1,128,4,3,3,512,0.2,64,72.38770873576746
69,20,1,128,4,3,3,1024,0.1,32,63.157615470168025
70,20,1,128,4,3,3,1024,0.1,64,103.58811556348212
71,20,1,128,4,3,3,1024,0.2,32,99.51361386554174
72,20,1,128,4,3,3,1024,0.2,64,83.89571540039645
73,20,1,128,4,3,4,512,0.1,32,90.2886811238206
74,20,1,128,4,3,4,512,0.1,64,97.46710278483442
75,20,1,128,4,3,4,512,0.2,32,76.41913015312622
76,20,1,128,4,3,4,512,0.2,64,76.78923374267451
77,20,1,128,4,3,4,1024,0.1,32,89.21813901429749
78,20,1,128,4,3,4,1024,0.1,64,63.43962709340746
79,20,1,128,4,3,4,1024,0.2,32,121.8907613053013
80,20,1,128,4,3,4,1024,0.2,64,73.19880613782495
81,20,1,128,4,4,3,512,0.1,32,5521.434763460441
82,20,1,128,4,4,3,512,0.1,64,116.72519965205308
83,20,1,128,4,4,3,512,0.2,32,1085.7856122080873
84,20,1,128,4,4,3,512,0.2,64,2619.6516876582414
85,20,1,128,4,4,3,1024,0.1,32,1157.1739006569949
86,20,1,128,4,4,3,1024,0.1,64,146.945770245613
87,20,1,128,4,4,3,1024,0.2,32,104.8629781906065
88,20,1,128,4,4,3,1024,0.2,64,134.04286239497944
89,20,1,128,4,4,4,512,0.1,32,866.6371860766203
90,20,1,128,4,4,4,512,0.1,64,63.12970452743652
91,20,1,128,4,4,4,512,0.2,32,135.9618160746824
92,20,1,128,4,4,4,512,0.2,64,79.16860956898178
93,20,1,128,4,4,4,1024,0.1,32,202.94696994169635
94,20,1,128,4,4,4,1024,0.1,64,116.03228549499192
95,20,1,128,4,4,4,1024,0.2,32,176.43021964465072
96,20,1,128,4,4,4,1024,0.2,64,67.84271422312975
97,20,1,128,8,3,3,512,0.1,32,733.625449387437
98,20,1,128,8,3,3,512,0.1,64,174.13713688196572
99,20,1,128,8,3,3,512,0.2,32,81.08766020465175
100,20,1,128,8,3,3,512,0.2,64,132.56424460332812
101,20,1,128,8,3,3,1024,0.1,32,140.79405457592088
102,20,1,128,8,3,3,1024,0.1,64,105.43160272127284
103,20,1,128,8,3,3,1024,0.2,32,5462.104101185076
104,20,1,128,8,3,3,1024,0.2,64,94.95211458135266
105,20,1,128,8,3,4,512,0.1,32,101.01911261701518
106,20,1,128,8,3,4,512,0.1,64,102.68848927814356
107,20,1,128,8,3,4,512,0.2,32,88.27773165971723
108,20,1,128,8,3,4,512,0.2,64,96.50683923723824
109,20,1,128,8,3,4,1024,0.1,32,105.25288865841272
110,20,1,128,8,3,4,1024,0.1,64,112.39244161484936
111,20,1,128,8,3,4,1024,0.2,32,70.699157158022
112,20,1,128,8,3,4,1024,0.2,64,84.05974120811271
113,20,1,128,8,4,3,512,0.1,32,56.87534482237808
114,20,1,128,8,4,3,512,0.1,64,68.90031015607933
115,20,1,128,8,4,3,512,0.2,32,78.752370675492
116,20,1,128,8,4,3,512,0.2,64,122.93425292457188
117,20,1,128,8,4,3,1024,0.1,32,126.6303305560645
118,20,1,128,8,4,3,1024,0.1,64,147.28595302282895
119,20,1,128,8,4,3,1024,0.2,32,99.36734079208465
120,20,1,128,8,4,3,1024,0.2,64,126.57262354514069
121,20,1,128,8,4,4,512,0.1,32,72.96144184054181
122,20,1,128,8,4,4,512,0.1,64,78.60857741373432
123,20,1,128,8,4,4,512,0.2,32,149.04639809632894
124,20,1,128,8,4,4,512,0.2,64,60.040286086582995
125,20,1,128,8,4,4,1024,0.1,32,140.2812872570225
126,20,1,128,8,4,4,1024,0.1,64,96.04335801519032
127,20,1,128,8,4,4,1024,0.2,32,160.74579379084665
128,20,1,128,8,4,4,1024,0.2,64,202.56210526357845
